v2_image_id,source_dataset,source_row_id,source_url,manufacturer,device_model,width,height,format,sha256,download_status,candidate_order,split,provenance_verified,local_path,notes
SMARTPHONE_747972,laionmobile/laion-mobile,747972,https://chambermaster.blob.core.windows.net/userfiles/UserFiles/chambers/2462/CMS/Leadership_Photos/Leadership-warehouse.jpg,Samsung,SM-J327P,2576,1932,JPEG,4110d4b2e09fe4f86493519f8bdc42fb83867d7f9d5a4381f1d53a589ec9ed0b,SUCCESS,374,train,YES,data/v2/smartphone_real/SMARTPHONE_747972.jpg,sha_ok
SMARTPHONE_622340,laionmobile/laion-mobile,622340,https://theburninglampdotcom.files.wordpress.com/2016/12/maggie-reads.jpg,Samsung,SM-J320VPP,2560,1440,JPEG,ebbff03b17407c8e5023474b4da1b34669efd675a35469b8702ca1153648d39d,SUCCESS,1134,train,YES,data/v2/smartphone_real/SMARTPHONE_622340.jpg,sha_ok
SMARTPHONE_168451,laionmobile/laion-mobile,168451,https://assusieseesit.files.wordpress.com/2018/03/20180319_193746.jpg,Samsung,SAMSUNG-SM-J326AZ,2048,1536,JPEG,7482b53c40c04b5bb9a7803225f7ed7ea30a27c108f25e5c93cb248fd6a07183,SUCCESS,1194,train,YES,data/v2/smartphone_real/SMARTPHONE_168451.jpg,sha_ok
SMARTPHONE_448677,laionmobile/laion-mobile,448677,https://estaticos.qdq.com/swdata/photos/446/446776223/bfdcb215b40346e18bce856ba303d30c.jpg,Samsung,SM-A025G,1723,1702,JPEG,92009f04cedfee8cc5766dde242bdd8dd864c4fbd0bc06f7f9beaa22003c4877,SUCCESS,2163,train,YES,data/v2/smartphone_real/SMARTPHONE_448677.jpg,sha_ok
SMARTPHONE_324315,laionmobile/laion-mobile,324315,https://static.wixstatic.com/media/1d4590_96b97be23a49414b8544627230b2396a.jpg,Samsung,GT-S5360L,1600,1200,JPEG,99a6893f7fcbd170ae08e1ad3a2630717e374fae790a86af7e760466ef69000d,SUCCESS,386,train,YES,data/v2/smartphone_real/SMARTPHONE_324315.jpg,sha_ok
SMARTPHONE_512713,laionmobile/laion-mobile,512713,https://vudachoangan.com/wp-content/uploads/2018/08/20180819_172155.jpg,Samsung,SHV-E330L,4128,2322,JPEG,ea75b70bf49e979fd8d48db5ec57ad7489b315d34ae0e1c4763aa0fdd2b5d967,SUCCESS,738,train,YES,data/v2/smartphone_real/SMARTPHONE_512713.jpg,sha_ok
SMARTPHONE_716578,laionmobile/laion-mobile,716578,https://www.papercraftcentral.com/images/PrizedPeonySplitNegative.jpg,Samsung,SM-P610,1441,1500,JPEG,361044d353f6e798f6fd9b6ccaeefe3ae3ebd154725cd89b04ad20436d78042c,SUCCESS,136,train,YES,data/v2/smartphone_real/SMARTPHONE_716578.jpg,sha_ok
SMARTPHONE_371265,laionmobile/laion-mobile,371265,https://www.magnolia.org.pl/data/files/20150828_132934_1441498682.jpg,Samsung,SM-T235,1536,2048,JPEG,3c0f99ea366e70a4ea53ae746f9a969c4ed7b704b715d2760805a824353f27cb,SUCCESS,2406,train,YES,data/v2/smartphone_real/SMARTPHONE_371265.jpg,sha_ok
SMARTPHONE_427896,laionmobile/laion-mobile,427896,http://a.mktgcdn.com/p/857o2FoG-Qd0SDEPk60z24Koddun4sf1VcIiky7o8DM/2560x1440.jpg,Samsung,SM-S320VL,2560,1440,JPEG,f39ee8d85a06f9077448310f93ad33db82a875dba7e2c7f555c222932ee8f033,SUCCESS,1539,train,YES,data/v2/smartphone_real/SMARTPHONE_427896.jpg,sha_ok
SMARTPHONE_923297,laionmobile/laion-mobile,923297,https://dvvjkgh94f2v6.cloudfront.net/523fa3e6/347286993/f3b61b38.jpeg,Samsung,SM-F900U1,1600,1200,JPEG,864a3b3133babcc6fb34b533826fab7c6f560fb8a4f2943b24168ff7f4dc1020,SUCCESS,1156,train,YES,data/v2/smartphone_real/SMARTPHONE_923297.jpg,sha_ok
SMARTPHONE_201012,laionmobile/laion-mobile,201012,https://www.generationhighoutput.com/wp-content/uploads/2013/09/20130906_180915.jpg,Samsung,SCH-I415,2560,1920,JPEG,7ad0aea3d96f0e918952466b1a4475023536e5ee46dbb1bdeba419a8c147cdfc,SUCCESS,1990,train,YES,data/v2/smartphone_real/SMARTPHONE_201012.jpg,sha_ok
SMARTPHONE_882758,laionmobile/laion-mobile,882758,https://audiobbm.files.wordpress.com/2013/02/photo-0471.jpg,Samsung,GT-C3322,1600,1200,JPEG,2d16d217ea8d70d77c3ecb5e36054ffe69223bd104022c64ba44ec9a37114cc2,SUCCESS,2950,train,YES,data/v2/smartphone_real/SMARTPHONE_882758.jpg,sha_ok
SMARTPHONE_99623,laionmobile/laion-mobile,99623,http://art.ngfiles.com/images/485000/485123_dubsteve9_tentacle-drawing.jpg,Samsung,SAMSUNG-SGH-I407,2560,1920,JPEG,41096658129fa166d52257ff28299e746984f103bd60b25fb01febd7de743aff,SUCCESS,49,train,YES,data/v2/smartphone_real/SMARTPHONE_99623.jpg,sha_ok
SMARTPHONE_540729,laionmobile/laion-mobile,540729,https://static.wixstatic.com/media/98e03c_17146a86b6964bbead5a01f52f944594.jpg,Samsung,SM-N900V,2322,4128,JPEG,b6953ab98584a73e7c939aa2ffa1d1432337bd947b26e4a28473ea162dfbb226,SUCCESS,2505,train,YES,data/v2/smartphone_real/SMARTPHONE_540729.jpg,sha_ok
SMARTPHONE_601434,laionmobile/laion-mobile,601434,https://www.wer-weiss-was.de/uploads/default/35899/b8980bec4cc742ad.jpg,Samsung,SM-T230,1152,2048,JPEG,73d2f3593566740fd210e35d4ad47c304661ce3c0063a7f5f84b7ccfe59e8e70,SUCCESS,1728,train,YES,data/v2/smartphone_real/SMARTPHONE_601434.jpg,sha_ok
SMARTPHONE_355369,laionmobile/laion-mobile,355369,https://images.squarespace-cdn.com/content/v1/559acd5ee4b0ce9ff9fc3dd1/1476105918921-IGWDSU18NH6T7J01FP1U/ke17ZwdGBToddI8pDm48kCPztTQZpDiZMOuuCfUxiyx7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UYlQ-m0oNUh_9buvyC-f1CSdhG_dNlqULB2ZTz-ses64A-QPhXXvNcU0N8wN7BGx0g/Buren+feest+Alfonds+Jeurissenstraat+2016+%285%29.jpg,Samsung,SM-T113,1600,1200,WEBP,be5ca9c410c554f080efdd898910ead2f5835bdd370ee5f686fb8475cd959342,SUCCESS,2069,train,YES,data/v2/smartphone_real/SMARTPHONE_355369.webp,sha_mismatch_vs_metadata
SMARTPHONE_903165,laionmobile/laion-mobile,903165,https://www.helensvalelaundromat.com.au/wp-content/uploads/2019/11/Washers-adjusted.jpg,Samsung,SM-A505YN,4032,3024,JPEG,c431b861b0da21f47b52983b6ff2f5f383c4e21e84cfdab6bc63517ad87379ec,SUCCESS,2560,train,YES,data/v2/smartphone_real/SMARTPHONE_903165.jpg,sha_ok
SMARTPHONE_836372,laionmobile/laion-mobile,836372,https://d3mww1g1pfq2pt.cloudfront.net/Image/ckoxnoi8qwy1q0862tammkyjt/1626442055678.jpg,Samsung,SM-A7050,3265,2449,JPEG,b3bee37d19f1be2948a72fd855ade67b6ec07436d588f4c95eefaacfb2edea87,SUCCESS,98,train,YES,data/v2/smartphone_real/SMARTPHONE_836372.jpg,sha_ok
SMARTPHONE_916392,laionmobile/laion-mobile,916392,https://s0.wklcdn.com/image_87/2618997/69810752/45957207Master.jpg,Samsung,SM-A015M,1600,1200,JPEG,bbec86c9b3cd72b65d9c90a1de3751e1dd308c95ccdd0bda936281dd94a62265,SUCCESS,2430,train,YES,data/v2/smartphone_real/SMARTPHONE_916392.jpg,sha_ok
SMARTPHONE_382821,laionmobile/laion-mobile,382821,http://www.joaoleitao.com/viagens/wp-content/uploads/2018/07/MEMORIAL-SUBMARINO-KURSK.jpg,Samsung,SM-G930F,1600,1200,JPEG,0dc22741a729fdac25a21c2b1e344fe87412cbf1363447018d7d0757f5ec6de9,SUCCESS,2385,train,YES,data/v2/smartphone_real/SMARTPHONE_382821.jpg,sha_ok
SMARTPHONE_470145,laionmobile/laion-mobile,470145,http://images.socalcustomwheels.com/images/gallery/20171121_065100_9028.jpg,Samsung,SM-N920P,5312,2988,JPEG,11ea05d8fc98e342f5ec51ca64ced55eabd346ff298f1ef8314a40e84a7f05ab,SUCCESS,1461,train,YES,data/v2/smartphone_real/SMARTPHONE_470145.jpg,sha_ok
SMARTPHONE_967988,laionmobile/laion-mobile,967988,http://www.thesandrock.co.uk/preview/wp-content/uploads/2018/01/20180117_Room2-1.jpg,Samsung,SM-T900,3264,2448,JPEG,06bcff071902ad744e9e53864d48dab333c6fc65b326162a15e486353cc25a3f,SUCCESS,174,train,YES,data/v2/smartphone_real/SMARTPHONE_967988.jpg,sha_ok
SMARTPHONE_583732,laionmobile/laion-mobile,583732,https://viatel.kiev.ua/wp-content/uploads/2020/07/Natalka-ta-Vika-1.jpg,Samsung,SM-A305FN,2430,2784,JPEG,6127517086839f7a197f281437fb32b9a8d91ba990bf0f31dbfda1110d91644b,SUCCESS,913,train,YES,data/v2/smartphone_real/SMARTPHONE_583732.jpg,sha_ok
SMARTPHONE_882525,laionmobile/laion-mobile,882525,https://image.anobii.com/images/0/0/f/fb/fbb/fbb5/01fbb5a4949373d681.jpg,Samsung,SM-T705,1437,2029,JPEG,263d33f0411c5ab6b497e21ea168364781eaaa2f08c06c2b1a694ede5886c72a,SUCCESS,2547,train,YES,data/v2/smartphone_real/SMARTPHONE_882525.jpg,sha_ok
SMARTPHONE_377619,laionmobile/laion-mobile,377619,https://pttpgqt.org/wp-content/uploads/2015/04/2015-0421f.jpg,Samsung,GT-P5113,1417,1063,JPEG,cd1a04f8eac9f3b22a963f0ad7a19f4ce5ae1cf0151609f755a71df7b9859f3b,SUCCESS,1869,train,YES,data/v2/smartphone_real/SMARTPHONE_377619.jpg,sha_ok
SMARTPHONE_846827,laionmobile/laion-mobile,846827,https://www.soleneo.fr/wp-content/uploads/2016/01/20151214_085052.jpg,Samsung,GT-P5220,2048,1536,JPEG,5d995e4e7aea83b06b7a1f5f9c3d432eccda7a3bd3f503f0ebb049da26f25021,SUCCESS,937,train,YES,data/v2/smartphone_real/SMARTPHONE_846827.jpg,sha_ok
SMARTPHONE_169153,laionmobile/laion-mobile,169153,https://images.squarespace-cdn.com/content/v1/50a9d01ee4b040d142101e3e/1359006493368-R4WRDEJ417W2SLNIXBEF/ke17ZwdGBToddI8pDm48kBZw6jF4_OvU-ddo_vwqGhp7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1Ub61YCrK70I7JIpWiI8ho4Yi1WvVNQtDE81xuRbL1MFKm0sD-Bab7E9MY8W31A7zMQ/2013-01-05+20.31.56+%281%29.jpg,Samsung,SCH-R920,2048,1536,WEBP,95d7f0d46649ab809f378138e49e503a8dd4d7c50d16fd7593a3148b4b858c49,SUCCESS,1984,train,YES,data/v2/smartphone_real/SMARTPHONE_169153.webp,sha_mismatch_vs_metadata
SMARTPHONE_697974,laionmobile/laion-mobile,697974,https://img.waimaoniu.net/1159/1159-201904101650239148.jpg,Samsung,GT-S7530E,2000,1500,JPEG,e06f893d40c4fc8eae8999c20c849fb1d451b14f590f2242cd3326202f92e47a,SUCCESS,2027,train,YES,data/v2/smartphone_real/SMARTPHONE_697974.jpg,sha_ok
SMARTPHONE_311480,laionmobile/laion-mobile,311480,https://estaticos.qdq.com/swdata/photos/169/169971692/f3e56b0d123141428397cbe80fac2c64.jpg,Samsung,SM-P905,3254,1826,JPEG,980dba077a377c2c2502175ef32fd1db2ac84af825dd4d8cc11b891036c0a0b1,SUCCESS,1910,train,YES,data/v2/smartphone_real/SMARTPHONE_311480.jpg,sha_ok
SMARTPHONE_629765,laionmobile/laion-mobile,629765,https://static.wixstatic.com/media/84c317_424a27359e30441aa938c4be7fb4c6c9.jpg,Samsung,SAMSUNG ST550 / SAMSUNG ST560 / VLUU ST550 / SAMSUNG TL225,3199,2125,JPEG,04847c9c25ac757888b5c8c62523b83aee01b61c7f704e269263741083cd09af,SUCCESS,2964,train,YES,data/v2/smartphone_real/SMARTPHONE_629765.jpg,sha_ok
SMARTPHONE_972878,laionmobile/laion-mobile,972878,http://assets.rappler.com/CE77C30BC85748BB8CF347491E5DB7C1/img/9327419056AE4CF883D9664CF1416B96/Brigada-Eskuwela-Baguio-City-May-20-2019-006.jpg,Samsung,SM-A750GN,2966,2448,JPEG,fa4bb9e9dd477e748b0a2ea8056b95f047645329d5b30a6e2788e8a40680deff,SUCCESS,935,train,YES,data/v2/smartphone_real/SMARTPHONE_972878.jpg,sha_ok
SMARTPHONE_79308,laionmobile/laion-mobile,79308,https://forum.cxem.net/uploads/monthly_07_2009/post-94109-1247820572.jpg,Samsung,SGH-X700,1280,1024,JPEG,6e0054c6728a1e1450934134ed9d04c38ed83ecaab8cf8142cc68ee3ec575e5e,SUCCESS,1986,train,YES,data/v2/smartphone_real/SMARTPHONE_79308.jpg,sha_ok
SMARTPHONE_457804,laionmobile/laion-mobile,457804,https://socrealizm.com.ua/uploads/gallery/paintings/origin/additional/7e7b81fe43ab07b1cfcd8e74ec20d067.jpg,Samsung,SM-A015F,1901,3646,JPEG,f455a65b489967ccf44bbed086d88242a609d9f70828c30c4717ca13624ed1e7,SUCCESS,74,train,YES,data/v2/smartphone_real/SMARTPHONE_457804.jpg,sha_ok
SMARTPHONE_903097,laionmobile/laion-mobile,903097,https://salvos-assets.s3.amazonaws.com/uplister/images/36a81cac69f8d287a5af55069864a48a.jpg,Samsung,SM-T500,1280,1280,JPEG,b081518057ce3a5b3f6b0a9266291e6b76ea48ecefcbc43e16f1bb4813ffc915,SUCCESS,155,train,YES,data/v2/smartphone_real/SMARTPHONE_903097.jpg,sha_ok
SMARTPHONE_432165,laionmobile/laion-mobile,432165,http://images.cecb2b.com/batchupload/inventoryimg/zfa_ic_inventory/2013115/zfa__398367_e84104f6c452acfb81248a5cbdaaecb7.JPG,Samsung,SAMSUNG ST10 / VLUU ST10 / SAMSUNG CL50,2076,2076,JPEG,af5ad6dbf7faa2add471773188efd82e641a9bb56ecea9de01d7ee446c9fbb89,SUCCESS,127,train,YES,data/v2/smartphone_real/SMARTPHONE_432165.jpg,sha_ok
SMARTPHONE_300615,laionmobile/laion-mobile,300615,https://la-relation-amoureuse.fr/wp-content/uploads/2017/05/week-end-romantique4.jpg,Samsung,SM-G935F,4032,2268,JPEG,7105cd8fa72265c891c1679678dc91cec9d2bd4bf3f8e97cf805c59b9a09b841,SUCCESS,1677,train,YES,data/v2/smartphone_real/SMARTPHONE_300615.jpg,sha_ok
SMARTPHONE_127625,laionmobile/laion-mobile,127625,https://canhquanbabylon.vn/wp-content/uploads/2015/12/SAM_6417.jpg,Samsung,"VLUU SH100, SAMSUNG SH100",1984,1488,JPEG,1a542358b5f3c57d7715e3f463b4f710810718808bd8f3ced10088b9b0469620,SUCCESS,2602,train,YES,data/v2/smartphone_real/SMARTPHONE_127625.jpg,sha_ok
SMARTPHONE_94628,laionmobile/laion-mobile,94628,https://assets.podomatic.net/ts/58/fa/ea/googaboogens/1400x1400-960x960+0+0_9477007.jpg,Samsung,SCH-U460,1400,1400,JPEG,58acbea7f4a83291c31ff16ec5d3f4880f63d0f7e9cc585c0d7258a246c7f0ba,SUCCESS,2913,train,YES,data/v2/smartphone_real/SMARTPHONE_94628.jpg,sha_ok
SMARTPHONE_634927,laionmobile/laion-mobile,634927,https://nadienosinvito.com.ar/wp-content/uploads/2017/07/Abrazo-Escuela-N%c2%ba-2-D.E.-11.jpg,Samsung,SM-J200M,1600,829,JPEG,fc12a6e6314750f1896d8ebd7ffbc0b66cc29952ab11187bfb60dfb87dd6be88,SUCCESS,1833,train,YES,data/v2/smartphone_real/SMARTPHONE_634927.jpg,sha_mismatch_vs_metadata
SMARTPHONE_820933,laionmobile/laion-mobile,820933,http://image.schrack.com/foto/f_iu001926--v01.jpg,Samsung,SM-G950F,3330,2237,JPEG,ee0da44ebe00881bca02b2a1469653edac16b10accba878aa03aa374b6a26543,SUCCESS,2787,train,YES,data/v2/smartphone_real/SMARTPHONE_820933.jpg,sha_ok
SMARTPHONE_493303,laionmobile/laion-mobile,493303,https://freon-elagage.com/wp-content/uploads/2019/04/TimberPro_In_Woods_01.jpg,Samsung,SM-G360F,2000,1200,JPEG,97f566796915b488570628d2bd707a090753756964c225fce96823c52be0158e,SUCCESS,114,train,YES,data/v2/smartphone_real/SMARTPHONE_493303.jpg,sha_ok
SMARTPHONE_133117,laionmobile/laion-mobile,133117,http://naraeit.com/files/attach/images/383/383/75342c1120091357e33dd5e990553044.jpg,Samsung,SHV-E120K,3916,2692,JPEG,8f34b9a174a17944f724222de2379480f092f9f7b60079a26e332cf66fd72c92,SUCCESS,1849,train,YES,data/v2/smartphone_real/SMARTPHONE_133117.jpg,sha_ok
SMARTPHONE_130497,laionmobile/laion-mobile,130497,https://www.euro-palety.cz/wp-content/uploads/2014/09/car-6.jpg,Samsung,SM-G930F,1500,1440,JPEG,6dbfc216435c5510dd732c7c5b48cf5ace623b2944a70068625019c5022df07f,SUCCESS,1622,train,YES,data/v2/smartphone_real/SMARTPHONE_130497.jpg,sha_ok
SMARTPHONE_724160,laionmobile/laion-mobile,724160,https://cdn.photos.sparkplatform.com/az/20190314030300497119000000-o.jpg,Samsung,SAMSUNG-SM-N920A,2999,1914,JPEG,dc5040c57fc85048de90ee76045e1cd6601949f0e9454c44583bb8f7cf488c9a,SUCCESS,1801,train,YES,data/v2/smartphone_real/SMARTPHONE_724160.jpg,sha_ok
SMARTPHONE_770151,laionmobile/laion-mobile,770151,https://chiaraperucca.com/wp-content/uploads/20181006_185730.jpg,Samsung,SM-J106B,1631,1123,JPEG,ad9e2d3e441f5be163de615da4de504e2757c7773fa91e8f27dea62d6cd6093b,SUCCESS,2609,train,YES,data/v2/smartphone_real/SMARTPHONE_770151.jpg,sha_ok
SMARTPHONE_589622,laionmobile/laion-mobile,589622,http://www.eduinfo-allergy.com/upload/board/board_0656/bod_2391/bod_1508744493.jpg,Samsung,SM-N920L,3264,1836,JPEG,ad64aedf74491284b4befbd7325e5076650c9c551865f06d8ea7c1ec8dc83c78,SUCCESS,586,train,YES,data/v2/smartphone_real/SMARTPHONE_589622.jpg,sha_ok
SMARTPHONE_375406,laionmobile/laion-mobile,375406,https://static.wixstatic.com/media/3e243e_6582171b204340dfa56a90c90cd3d942~mv2.jpg,Samsung,SGH-I547C,1920,2560,JPEG,f2f1b7351e24db02af728f3cbfa328dc695abc3b3d4f3a0218dc923946be3ec4,SUCCESS,2337,train,YES,data/v2/smartphone_real/SMARTPHONE_375406.jpg,sha_ok
SMARTPHONE_160167,laionmobile/laion-mobile,160167,https://cdn.photos.sparkplatform.com/fl/20210714001719400622000000-o.jpg,Samsung,SM-A526U1,3000,3000,JPEG,73596c5a4c853a5586b96de7d696c74c25005d3b54db237a36bf1d47079f540a,SUCCESS,2057,train,YES,data/v2/smartphone_real/SMARTPHONE_160167.jpg,sha_ok
SMARTPHONE_999304,laionmobile/laion-mobile,999304,https://static.wixstatic.com/media/c11fe6_7929e70bdced42f888aea018f57cf158~mv2.jpg,Samsung,SM-A505W,4032,3024,JPEG,c1025db0a266bf44092455201e76ecc2bb9134e26d0f7f5cec7edc5ff611dcf2,SUCCESS,1773,train,YES,data/v2/smartphone_real/SMARTPHONE_999304.jpg,sha_ok
SMARTPHONE_379733,laionmobile/laion-mobile,379733,https://static.cargurus.com/images/site/2013/09/05/21/09/2007_hyundai_tucson_4_dr_limited-pic-1463126008834452820.jpeg,Samsung,SCH-U960,1600,1200,JPEG,95d1190cd67bf6b233ba2f9800480a57551b1208cd5059f39785533d6327b85e,SUCCESS,2100,train,YES,data/v2/smartphone_real/SMARTPHONE_379733.jpg,sha_ok
SMARTPHONE_986753,laionmobile/laion-mobile,986753,http://cabledigital.com.ar/wp-content/uploads/2020/08/20200805_150040-1.jpg,Samsung,SM-A105M,4128,1956,JPEG,0b28961e0114d9f21257e37d82247cb16c9002a7240ac1f7a4a502c6d749c92a,SUCCESS,3164,train,YES,data/v2/smartphone_real/SMARTPHONE_986753.jpg,sha_ok
SMARTPHONE_234605,laionmobile/laion-mobile,234605,https://palazzotornielli.com/wp-content/uploads/2012/07/eventi-e-matrimoni-monferrato-casalese.jpg,Samsung,GT-i7500,1920,2560,JPEG,b5830ce45190b462fdc1d3648a365cdea61cb2cc947951cc64c45a7086a30864,SUCCESS,898,train,YES,data/v2/smartphone_real/SMARTPHONE_234605.jpg,sha_ok
SMARTPHONE_17581,laionmobile/laion-mobile,17581,https://static.wixstatic.com/media/89e56f_ffd95bc556f24452ba9d52ce2d17a872~mv2_d_3981_1585_s_2.jpg,Samsung,SAMSUNG-SM-N930A,3981,1585,JPEG,5feefde62946e99808c417f82725e4a368193d8092fb62a49ca4b703c8166818,SUCCESS,976,train,YES,data/v2/smartphone_real/SMARTPHONE_17581.jpg,sha_ok
