image_id,source_dataset,label,generator,native_path,sha256,provenance_verified,role
EXT_REAL_0011,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0011_548339.jpg,b4dd9bf477d92c009da5e381b224d74d3cf0192559b609b1a6f17cfad0d68758,true,real_only_false_positive_stress
EXT_REAL_0012,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0012_166664.jpg,36f607358c9e9dcd1a9c50a0cef18356d6b04d6d4924a22114b8ca1613219bdd,true,real_only_false_positive_stress
EXT_REAL_0013,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0013_99428.jpg,12e52d374ea882e744d9049393126517e28291bb16af81c27d117aa090311a01,true,real_only_false_positive_stress
EXT_REAL_0014,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0014_446574.jpg,2fa792119957910e428a6dedf63f4e50f3de21ef22e900ca38aa152962daa39c,true,real_only_false_positive_stress
EXT_REAL_0015,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0015_236592.jpg,57c0d2e822895cc40b3ef2949b29f33622662ce386d62f0da8bdf61cabd3bb30,true,real_only_false_positive_stress
EXT_REAL_0016,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0016_11122.jpg,74e9d13ddccbc52d2fd9da5984279a6218b250668e1ae1c6450be9d1ca2bc41a,true,real_only_false_positive_stress
EXT_REAL_0017,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0017_163117.jpg,7ab350becc58d80b675f76a0e895b00c98a1754f17f4cff92987c2aeef7445f5,true,real_only_false_positive_stress
EXT_REAL_0018,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0018_515577.jpg,6f610a7b45e0cd7e3bb29fceec98a4b10a23658d2ef2f03105e499561c37c0b0,true,real_only_false_positive_stress
EXT_REAL_0019,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0019_104612.jpg,997ac00cd26aff6a92717247dfb7ce7d5150a7281e61b7db8267833ea251c77d,true,real_only_false_positive_stress
EXT_REAL_0020,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0020_296284.jpg,4445fd3eecd1ef707592f04cbf45a429e3e2a9fd4586b02458bc30c03ef1be74,true,real_only_false_positive_stress
EXT_REAL_0021,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0021_277689.jpg,a5e4920a2dabe0368a4c67c82a7bd5bf3cc351093f2ac8dcae9ded55ced6eb00,true,real_only_false_positive_stress
EXT_REAL_0022,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0022_192670.jpg,78166d1775deaa41e93780921bccec43c99a293626f44eb19c41fe56bd12925e,true,real_only_false_positive_stress
EXT_REAL_0023,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0023_461751.jpg,7dcf0c5f5135b3e8eedbda7794d0eb4a03e129a742468620a6e3918a14f79fca,true,real_only_false_positive_stress
EXT_REAL_0024,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0024_357567.jpg,a3ef4377e4e197497a39d30eeeca7ae759b96003f5546c23aec913f7ab251557,true,real_only_false_positive_stress
EXT_REAL_0025,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0025_356347.jpg,866001cc56b4cd99081f4a86677db1c83fbb412a89898df463698e97db9f20e6,true,real_only_false_positive_stress
EXT_REAL_0026,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0026_70254.jpg,9a594056863533874cb4b160e781ecebd562721e01e2450cbdd8486801c4979e,true,real_only_false_positive_stress
EXT_REAL_0027,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0027_88250.jpg,48de16fc1752d2b8eef87d2285bbe9dd21139ac91be586a19d59bc02f6c12391,true,real_only_false_positive_stress
EXT_REAL_0028,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0028_306437.jpg,22527e13322b44ff7a1605a44f5f7426e6d19b96ef0043678deaea17bac371bc,true,real_only_false_positive_stress
EXT_REAL_0029,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0029_11051.jpg,fb0f943cc1b027c64e5dbbc486b1d62d431244565e68b730e2ff8264d51116db,true,real_only_false_positive_stress
EXT_REAL_0030,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0030_560011.jpg,811b554184a3e1b1d2515f912c3dc972f81bdbcceb607629bef3a21fc5e8db38,true,real_only_false_positive_stress
EXT_REAL_0031,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0031_498463.jpg,245b8c02d9d43e7eb806c850ba42f4b6e60141238089d00e827eb56395b8ffb1,true,real_only_false_positive_stress
EXT_REAL_0032,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0032_119445.jpg,ef9c63a81758fdcbc4351eac736014c63e6677387051351771ed7183b55daa5d,true,real_only_false_positive_stress
EXT_REAL_0033,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0033_210708.jpg,0c999b00f5af2db5fce67022234c5f97eeb1550cbcfb217b322625f2d43e9152,true,real_only_false_positive_stress
EXT_REAL_0034,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0034_551794.jpg,4742da4db578ed6cdcb557661c7cff1e53e974d6c43762b324d904ba64e05a5d,true,real_only_false_positive_stress
EXT_REAL_0035,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0035_330396.jpg,9ce564f96173bf76a56de22f23e0dde0ae6e08b8ae9ed14169a38a6e0f40702b,true,real_only_false_positive_stress
EXT_REAL_0036,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0036_263299.jpg,62e5029b36c901539d8733037a5340ae2ef85ee287094ac784b28e9463b9d502,true,real_only_false_positive_stress
EXT_REAL_0037,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0037_140987.jpg,d27086b222411ecaa834b0f14ff635d155884bc38eacce0ec7c33846a07df322,true,real_only_false_positive_stress
EXT_REAL_0038,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0038_84362.jpg,078d217235bc234a17e34325cd551fa0944ea693a7e51c5647d0df7702bc840e,true,real_only_false_positive_stress
EXT_REAL_0039,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0039_403385.jpg,11632ed3fb470d62f7fe5f0445c4f10ec91225c4a820c95d1c3946af9426d4c7,true,real_only_false_positive_stress
EXT_REAL_0040,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0040_2923.jpg,46d2a5feb3f953b59316daee47b45332f07ebde1f88eb361f29b35c1fbbb62e0,true,real_only_false_positive_stress
EXT_REAL_0041,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0041_210032.jpg,23d2010f05ad0b9db319daca13eb0356edead8dc7e27993f3972cebb62fce957,true,real_only_false_positive_stress
EXT_REAL_0042,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0042_254814.jpg,915aec9b08643741b27129a6b789be3ba30fc47489b44cbe89771798be37d6bc,true,real_only_false_positive_stress
EXT_REAL_0043,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0043_50943.jpg,e3b0b34cf67c4db9ce9c92f4877d5c7c2f326109f02b6d2ea42c51b78a3748fa,true,real_only_false_positive_stress
EXT_REAL_0044,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0044_48504.jpg,7d194d283ced6a30a2f642cd58817b8007578b531c5346910a2520726dee3972,true,real_only_false_positive_stress
EXT_REAL_0045,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0045_327605.jpg,346cfff27f93a91c4293cbc8e6015909c70b1175c050c17d25f7e49d208639a5,true,real_only_false_positive_stress
EXT_REAL_0046,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0046_576955.jpg,3446d0b6db7f0b012c21ac8d2c76963f314fb34fa2247b0eb2166a016793ba9f,true,real_only_false_positive_stress
EXT_REAL_0047,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0047_149622.jpg,fafe4c11d925614bc0ce75e5c9e0eb38b54cb2746f9a37deee657cbe5a2598d2,true,real_only_false_positive_stress
EXT_REAL_0048,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0048_15272.jpg,d4a09d9517fea54811b7fabb1274117a107c4cb8fdccfbcae4ced6dd82034ce5,true,real_only_false_positive_stress
EXT_REAL_0049,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0049_370813.jpg,5d7493d858ce3b2b555346c7ac36a727083b0e45fba723112f9e1f3b30438a94,true,real_only_false_positive_stress
EXT_REAL_0050,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0050_157124.jpg,654b7bcb5c100947459fb30c3c0a021ebe9d7fcf6d72843e2cbfe22ad35976c7,true,real_only_false_positive_stress
EXT_REAL_0051,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0051_511321.jpg,1f11a7961b4d3175280aee99a8ec93107cc13c4ba798c16ecd1c8411a64a64eb,true,real_only_false_positive_stress
EXT_REAL_0052,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0052_2261.jpg,1a0ad595a5675bdc7a5e95c04def56109c00d61168fd826158322fd538d70279,true,real_only_false_positive_stress
EXT_REAL_0053,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0053_132703.jpg,78cb64743380a38e5d97d1e5e77b0e4bb13442e7fa9f32f364f363e8c310d39a,true,real_only_false_positive_stress
EXT_REAL_0054,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0054_458255.jpg,a736cbd407d124923301403a399ec841193221775b4cd9671776b8bafe9b29c1,true,real_only_false_positive_stress
EXT_REAL_0055,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0055_579091.jpg,bd9e636201c0a6c06deb1ce5c851a3c1d4949a749931fba33f0102cf627a87cd,true,real_only_false_positive_stress
EXT_REAL_0056,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0056_537672.jpg,f021329a3139127e815a6f2f9e270d4f69480a29bea3f0e4950fd55c949b7249,true,real_only_false_positive_stress
EXT_REAL_0057,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0057_419974.jpg,eff82e4b2a14a39e1f76d1ef1f4dc986866d985f679367e45c8c071a1f4078cf,true,real_only_false_positive_stress
EXT_REAL_0058,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0058_180798.jpg,c198bd864428c87ce1867f86332eb5f70b1c05b7db8d79702c0fd18fcc088580,true,real_only_false_positive_stress
EXT_REAL_0059,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0059_378873.jpg,1f529f83c9ceec1086b1fb67bb5d807e5e6992cb641e8b5fd33bb46b01d180c2,true,real_only_false_positive_stress
EXT_REAL_0060,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0060_576566.jpg,494fbef25a7b5c33413c5adb736c263778e501708a6904644ed40d259edcc9ec,true,real_only_false_positive_stress
EXT_REAL_0061,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0061_268375.jpg,4364d6c7abfc6a608bbfdb87a263a9fafc94a4eefcf08d5a8de28ef1f9f14e65,true,real_only_false_positive_stress
EXT_REAL_0062,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0062_23023.jpg,6c33ee9f7ee0332811ba3612c8ffa3636cbbe503e3b6f8c1f7f6ca0f2703ca3d,true,real_only_false_positive_stress
EXT_REAL_0063,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0063_547886.jpg,eb306ab7c6149a4f5ec631ae9a3fe5e3fb12c8d34278f72eab50c7e3536062a4,true,real_only_false_positive_stress
EXT_REAL_0064,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0064_190307.jpg,462b4190845ca027dc5d201f98ac07b4a90dd85a68108aea85167acdf475554e,true,real_only_false_positive_stress
EXT_REAL_0065,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0065_453040.jpg,a2487091b242be566698a97acb505a94282fad01ba9a8ef40ce420386b5294ee,true,real_only_false_positive_stress
EXT_REAL_0066,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0066_370270.jpg,674f14c11aee89bfd18e61e35e64eb505f709897eb4a8d1d7b18b1e095abe70d,true,real_only_false_positive_stress
EXT_REAL_0067,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0067_252716.jpg,03c8945e08a2835fc314bfdcce6c194067a97462124198ff8354ee343b6f20a7,true,real_only_false_positive_stress
EXT_REAL_0068,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0068_568290.jpg,116519cb932504866058215a0cca5e5d03b4af04a71e540db38c5caefb8d4725,true,real_only_false_positive_stress
EXT_REAL_0069,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0069_291861.jpg,0ea62df424497d5d69f414968efd9bc66e13e2e8cd7fac652881d78636553418,true,real_only_false_positive_stress
EXT_REAL_0070,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0070_36678.jpg,b1a453d5b19059f02e49f9056c31e1b4c09e58b8bd3093b0bd3266149d8dd1a4,true,real_only_false_positive_stress
EXT_REAL_0071,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0071_80659.jpg,3bb95ef4d109bf61336656d795b1ba66785c46d23bfdda66a26679cb17da1cf9,true,real_only_false_positive_stress
EXT_REAL_0072,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0072_181816.jpg,fd7fe9e831b97c31d2996209d4eb152558e46d752089d3a2b1b5e0cb21f343fe,true,real_only_false_positive_stress
EXT_REAL_0073,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0073_23034.jpg,2a571a9358b1d8096bad1d317fa81c179d1137feae2b6688881e9b286f0b7c1f,true,real_only_false_positive_stress
EXT_REAL_0074,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0074_48564.jpg,acaa81114ed1f6ba7a1d4ceea3376aee72f489afbe7db5e1e0515516978bfda7,true,real_only_false_positive_stress
EXT_REAL_0075,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0075_570664.jpg,34579fb585399d271b1530f0f9171fa5b7170f8e6abd8a4bd90c6569904e3967,true,real_only_false_positive_stress
EXT_REAL_0076,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0076_368294.jpg,5c18088f1d0cb44bf6bef798b2d309ee5895c28a7e554206f4d0eaaf382330ed,true,real_only_false_positive_stress
EXT_REAL_0077,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0077_433192.jpg,37f2b41410d52beb0cfd7a4a3673d91b674d709858897c3805b3448c4bccaeee,true,real_only_false_positive_stress
EXT_REAL_0078,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0078_176232.jpg,82d3a0296919bc33cacde6f3e3052106eb8ddfbee3d679effdf9313e32819a93,true,real_only_false_positive_stress
EXT_REAL_0079,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0079_477805.jpg,cc5693690f874de2a2bf9eb249b3125bab0bf7f6f0a464c61a63c488478383d5,true,real_only_false_positive_stress
EXT_REAL_0080,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0080_85195.jpg,2d2bb2aa6f3f14bec72d764a7e265576fd4403922d4840af927be8a2c7ad00c7,true,real_only_false_positive_stress
EXT_REAL_0081,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0081_224222.jpg,c006a25d579fd4fc5394c06f2b7b44775aa7df92faeb10aa10a2818874298c28,true,real_only_false_positive_stress
EXT_REAL_0082,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0082_309678.jpg,0fe83ac7fa959dd6bfb61a784a9f795fc654448c9ae88f443d7630d00988d44f,true,real_only_false_positive_stress
EXT_REAL_0083,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0083_542073.jpg,bbcf20f2a071ee23a95eefe284cd59bf2360fafcdb689144a8a91a1cb0824cc6,true,real_only_false_positive_stress
EXT_REAL_0084,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0084_438955.jpg,3d9cfbdfb0a856db79ea282730c631058f5678931797cacf21229c56813caa6b,true,real_only_false_positive_stress
EXT_REAL_0085,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0085_393115.jpg,810ec9c453a1e857b7c555a5b52b31c1e754a61a2b6d944c59f52fc870448a48,true,real_only_false_positive_stress
EXT_REAL_0086,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0086_469652.jpg,b80d47ed676779de6bd1e474e54825607aa9eab2b445c1cd3500a477543d78e6,true,real_only_false_positive_stress
EXT_REAL_0087,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0087_79651.jpg,05107da6f72e8e495bbfaa0e8d638433cb5fd9c35d43bf193ff2b12db0c684bb,true,real_only_false_positive_stress
EXT_REAL_0088,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0088_323571.jpg,68c5546797645a48dbaa2e80d7bbf08cead6ca1e0a5536e721d185ae76a05bd1,true,real_only_false_positive_stress
EXT_REAL_0089,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0089_239717.jpg,f2992928b4db1f874d9accab690e78ff37775d02a060abfd6b59a2c86e87ddb7,true,real_only_false_positive_stress
EXT_REAL_0090,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0090_11197.jpg,b6dbcc5c9e52f51480c4974ae6b15003ce25cd98fb936e2f26694fb7058fdbcb,true,real_only_false_positive_stress
EXT_REAL_0091,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0091_376112.jpg,af848aaa3894e9a80dc6add9b135b9aed3d3f6ce3e0707494d4cc3c969572211,true,real_only_false_positive_stress
EXT_REAL_0092,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0092_370375.jpg,620bf23ce72f95d868618f4c414aa9037fa6cba93daa465cfed30d03b0f55dec,true,real_only_false_positive_stress
EXT_REAL_0093,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0093_486573.jpg,5ef9eda85c70a1298ceb23d5c30c7a3592010e430cb558c09d1ae533069cec58,true,real_only_false_positive_stress
EXT_REAL_0094,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0094_46463.jpg,ab7f51b790223a301a4c2509cf2ff78554149b76c2ccfb54f303076d6fa412b1,true,real_only_false_positive_stress
EXT_REAL_0095,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0095_425227.jpg,332c20d5b88df3494bc276ab964a6a0fd097d64cb23bc2a02c6c5d2170b4319b,true,real_only_false_positive_stress
EXT_REAL_0096,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0096_505789.jpg,73fd4000636685e13e7c35092cd2935afe188bf15edf7fefc901affad73ab7f0,true,real_only_false_positive_stress
EXT_REAL_0097,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0097_453302.jpg,1ad88a0c945dc492b63cec1cea8cb48630d74029f4f5be854b85e8032a50928b,true,real_only_false_positive_stress
EXT_REAL_0098,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0098_416343.jpg,3ca1c0cb20762bf4268fdcad16a9c88256c68a30d2a5f3b46088dbf47e9eee8e,true,real_only_false_positive_stress
EXT_REAL_0099,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0099_402519.jpg,67a26f7ec2001238cb1819aff95422ba7b57c6973cef05f60faab97d7c308e2e,true,real_only_false_positive_stress
EXT_REAL_0100,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0100_192964.jpg,867d92b86b04b27d8aec542c97d060d822a93911450283bc54cc34d2065989e5,true,real_only_false_positive_stress
EXT_REAL_0101,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0101_429598.jpg,cf692837b22f590cc75ed7eb9bcabd26772c71e924a35506df081b0956755bb2,true,real_only_false_positive_stress
EXT_REAL_0102,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0102_16228.jpg,b34d80f1f13989eb0c7031f95373a9e26c698397cb9511b422dcf5daba60110e,true,real_only_false_positive_stress
EXT_REAL_0103,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0103_210388.jpg,fa6c51682ef9eed545698b2a05c7009b257d0e4ff0443f4c4912f650a3f5695d,true,real_only_false_positive_stress
EXT_REAL_0104,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0104_186282.jpg,73c0456e323cfed4d729360302c86b5a4cefca1257e2ae9e30a04deda0b35e14,true,real_only_false_positive_stress
EXT_REAL_0105,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0105_187734.jpg,fbeacd39a37771ba923706efad0643dc2437659515445db3afbf134a1ecc2724,true,real_only_false_positive_stress
EXT_REAL_0106,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0106_378605.jpg,8ad449c587e890e4a9251169f12d80de8cd7af92263b6dc4ff51fb9a8f224431,true,real_only_false_positive_stress
EXT_REAL_0107,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0107_110884.jpg,faf9801b8df916f8229df6f1e9ee1a5e67b70f9de6c1c1f217c2204d0048146c,true,real_only_false_positive_stress
EXT_REAL_0108,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0108_570456.jpg,fabe7272f19d1b61303802b7d8183d018a88a9129d1cb028613fdeb7aa050639,true,real_only_false_positive_stress
EXT_REAL_0109,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0109_484404.jpg,c61e17a3b972aaa3f9525eeaf181538f544263b1f44e840f05eb892eee2e898e,true,real_only_false_positive_stress
EXT_REAL_0110,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0110_544306.jpg,d238afe7dd8d579c3891d35ca8eca2925e43d196f933e61ac6f93d418fe68987,true,real_only_false_positive_stress
EXT_REAL_0111,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0111_61268.jpg,a24e909fbe59df668c41b2aba50e2f88a316e0d9e28881236454fd1c1b7b44d8,true,real_only_false_positive_stress
EXT_REAL_0112,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0112_116362.jpg,016c0d06fa81cdd90a9516c582b0627fc091ca00030db77a903f3db2b310e2ca,true,real_only_false_positive_stress
EXT_REAL_0113,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0113_308476.jpg,cbeb387151ab757cd14790a4ecd809a3e4556943a16d1683a6d5ebb51a268be6,true,real_only_false_positive_stress
EXT_REAL_0114,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0114_549930.jpg,4b9c8d2bd7df7bb6653c2106eb785dde6cdb39dda55c792e704e0b3cd95bd0e1,true,real_only_false_positive_stress
EXT_REAL_0115,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0115_439593.jpg,e104e95526e6ac6f41f1d83019b7d6319d5b017e780244ba5cd9e93001737087,true,real_only_false_positive_stress
EXT_REAL_0116,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0116_238013.jpg,b2a4b57c6fc00d190303b29b893d175e47fd9b30cc0c1ae623877ed3660f7be8,true,real_only_false_positive_stress
EXT_REAL_0117,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0117_302165.jpg,b511159d3c07ca65cd19d4e0e409b13744ac86ab023273cc6a110f0004d91622,true,real_only_false_positive_stress
EXT_REAL_0118,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0118_410712.jpg,4fa3aab23ce3814a1da7f65ce615000413900e0f915daaf420c3af64a6bf6e93,true,real_only_false_positive_stress
EXT_REAL_0119,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0119_274219.jpg,a2b2e8d425f64a51b566261300bbb1f528ab1967aee4f3283b9d214b37cb1c9d,true,real_only_false_positive_stress
EXT_REAL_0120,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0120_48924.jpg,7e4db164281de37dafa6d3a4e861f6777d0202661e92d11fb2b739e39fa8c391,true,real_only_false_positive_stress
EXT_REAL_0121,COCO_val2017,0,Real,data/external_v1/native/real/coco2017/EXT_REAL_0121_253452.jpg,90b9cd707259e153539ccf4d223534622dcb6ff38bf7d4c515dfda6997b8e0dd,true,real_only_false_positive_stress
