image_id,processed_path,label,generator,split,feature_version,mean_brightness,std_brightness,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,mean_saturation,edge_density,sharpness,entropy,high_frequency_ratio
pilot_000029,data/processed/controlled_v1/images/ADM/pilot_000029.jpg,1,ADM,train,handcrafted_features_v1,0.5330644488264055,0.23349328299122157,0.5585897640306122,0.5282298857042816,0.49101023221788714,0.23015602370058474,0.2353381353992696,0.25115351227769567,0.16716749199679873,0.14572704081632654,1117.0488620644458,7.548694250930141,0.07997316510179107
pilot_000030,data/processed/controlled_v1/images/Real/pilot_000030.jpg,0,Real,train,handcrafted_features_v1,0.5551115852591035,0.13840943314819995,0.5738067883403362,0.562195268732493,0.469602919292717,0.1497921743809453,0.184492607918129,0.2197959680181895,0.3727258872298919,0.07754703443877552,392.6716903422784,7.06317284458162,0.08223348472591362
pilot_000031,data/processed/controlled_v1/images/BigGAN/pilot_000031.jpg,1,BigGAN,train,handcrafted_features_v1,0.47410449210934374,0.06646969015505451,0.09911144145158063,0.595709924594838,0.8314775910364147,0.045388267938827005,0.07939947476344389,0.06290101656381833,0.8839680403411365,0.0,3.786120924737145,5.908757258117507,0.028255272525827015
pilot_000033,data/processed/controlled_v1/images/GLIDE/pilot_000033.jpg,1,GLIDE,train,handcrafted_features_v1,0.40254811737194873,0.1038466900353796,0.01957431410064026,0.5067310517957182,0.8705637723839538,0.07173793277854744,0.15600072890297362,0.1119972011360321,0.9767741471588636,0.008589764030612245,15.60730202741198,6.300882042684741,0.03251870681643962
pilot_000036,data/processed/controlled_v1/images/Real/pilot_000036.jpg,0,Real,validation,handcrafted_features_v1,0.7113943244485295,0.2840476322120989,0.7361279668117248,0.7015914959733894,0.6969987213635455,0.2744955218519414,0.2921516886779698,0.287273299683526,0.10620826455582234,0.05801578443877551,518.4401274823686,6.5511798617653065,0.033991607619011106
pilot_000037,data/processed/controlled_v1/images/SD15/pilot_000037.jpg,1,SD15,train,handcrafted_features_v1,0.41908582409526307,0.25707477135625395,0.3895434736394558,0.42323359031112445,0.4752123505652261,0.2780119466769821,0.25614652816455946,0.25778991693209574,0.38901185474189676,0.21308992346938777,3562.599350111825,7.8379470670584785,0.16951767253277555
pilot_000043,data/processed/controlled_v1/images/ADM/pilot_000043.jpg,1,ADM,validation,handcrafted_features_v1,0.4096513833658463,0.27581756261516144,0.40053318202280913,0.41637248649459785,0.39895888042717087,0.26916015072750527,0.2763161513620774,0.2997903190176082,0.1762297106342537,0.15794403698979592,4191.998136697536,7.795393823802943,0.10565148623770633
pilot_000045,data/processed/controlled_v1/images/BigGAN/pilot_000045.jpg,1,BigGAN,validation,handcrafted_features_v1,0.4158775210865596,0.023835008357308014,0.030541435324129652,0.541354588710484,0.7804428802771108,0.022147308564596478,0.026435524882760474,0.02997815756676191,0.9614832651810725,0.0,3.1149153385694603,4.514895073754799,0.04897799382267864
pilot_000046,data/processed/controlled_v1/images/Real/pilot_000046.jpg,0,Real,train,handcrafted_features_v1,0.28908972354566825,0.22999097118767478,0.38941506290016004,0.2599257671818727,0.17612451230492196,0.29474479611365545,0.2260174952365266,0.20229304785735688,0.5517952493497399,0.09076052295918367,728.9915720988492,7.467208281844467,0.04777706136402086
pilot_000047,data/processed/controlled_v1/images/GLIDE/pilot_000047.jpg,1,GLIDE,validation,handcrafted_features_v1,0.4577656115571228,0.18867174428133474,0.13029344550320127,0.5437990039765906,0.8736654036614647,0.1531476569055689,0.24967116529514372,0.18591328136888946,0.8437565651260504,0.026606345663265307,35.49496921188183,7.231141163750654,0.025414599474575073
pilot_000051,data/processed/controlled_v1/images/SD15/pilot_000051.jpg,1,SD15,validation,handcrafted_features_v1,0.5033024821647408,0.2534262459331371,0.45120329381752694,0.5310098258053221,0.49728008390856343,0.220699728040649,0.26682034123508197,0.27235675754480265,0.20427460046518606,0.05181760204081633,1139.8550896364566,7.7954046144193985,0.060647786048380115
pilot_000057,data/processed/controlled_v1/images/ADM/pilot_000057.jpg,1,ADM,validation,handcrafted_features_v1,0.43995355720413165,0.2305410654688424,0.4620396596138456,0.43771055297118844,0.3935754770658263,0.244758913009216,0.229270495252483,0.2099810532911874,0.1933723489395758,0.22213807397959184,4141.339315653146,7.666028803097079,0.14627120993007853
pilot_000058,data/processed/controlled_v1/images/Real/pilot_000058.jpg,0,Real,train,handcrafted_features_v1,0.39229060124049625,0.15766338279413875,0.253883350215086,0.4395649666116446,0.5118845975890356,0.21132889356774498,0.16040972137947193,0.1730961210056384,0.5067775547719088,0.08884725765306123,1261.6289168250207,6.887909594845567,0.09297750022426156
pilot_000059,data/processed/controlled_v1/images/BigGAN/pilot_000059.jpg,1,BigGAN,validation,handcrafted_features_v1,0.3652475637911414,0.07355989634214573,0.0010014943477390957,0.4549995779561825,0.8584505677270908,0.0019488327417414033,0.10964063208250566,0.0826013790557962,0.9989694315226092,0.0,3.3979748996383496,5.918194771976426,0.01738281297614872
pilot_000060,data/processed/controlled_v1/images/Real/pilot_000060.jpg,0,Real,train,handcrafted_features_v1,0.4245134152879902,0.2678135705063548,0.5526670043017207,0.3816508634703881,0.3090958258303321,0.3200060389423852,0.28092896118281974,0.27208318696271067,0.43867359443777515,0.18205915178571427,3129.01832689518,7.787025701587352,0.12675480015241206
pilot_000061,data/processed/controlled_v1/images/GLIDE/pilot_000061.jpg,1,GLIDE,validation,handcrafted_features_v1,0.4324656435230341,0.11518463719317053,0.012598867672068829,0.5467768357342937,0.9450928027460985,0.008581230835030054,0.18873969547361977,0.05502484933327115,0.9868572428971589,0.007892219387755101,11.152838706970215,6.66153040373655,0.02917213848178026
pilot_000062,data/processed/controlled_v1/images/Real/pilot_000062.jpg,0,Real,validation,handcrafted_features_v1,0.43032419811674666,0.2338788393756625,0.48581338785514205,0.416968818777511,0.3535552502250901,0.3126934558799554,0.24494343183508263,0.28151117479994664,0.5266428446378552,0.15304129464285715,1285.2321622273364,7.730005386765906,0.11227685883767272
pilot_000064,data/processed/controlled_v1/images/Real/pilot_000064.jpg,0,Real,train,handcrafted_features_v1,0.35298646349164664,0.1659297067649789,0.2847265468687475,0.3806200605242097,0.3897302671068428,0.22037928053909175,0.15167445510997796,0.14843045934649876,0.4233245642006802,0.08197146045918367,1699.1569168169467,7.309477058862179,0.1486927207914052
pilot_000065,data/processed/controlled_v1/images/SD15/pilot_000065.jpg,1,SD15,validation,handcrafted_features_v1,0.5396198613820529,0.2362189245737943,0.4424946541116446,0.5723092361944778,0.626038931197479,0.250169139577984,0.2410442424950284,0.2251712721179205,0.3873848758253301,0.23068797831632654,2845.5377868611035,7.767691409824651,0.17631806200776715
pilot_000071,data/processed/controlled_v1/images/ADM/pilot_000071.jpg,1,ADM,train,handcrafted_features_v1,0.49411814577393465,0.2446316608775867,0.5462979723139255,0.4823323079231692,0.4179472570278111,0.254543402564685,0.24418004143745178,0.23301248025849025,0.280687587535014,0.2576530612244898,8622.660421702327,7.786068689470604,0.23879095391867788
pilot_000073,data/processed/controlled_v1/images/BigGAN/pilot_000073.jpg,1,BigGAN,train,handcrafted_features_v1,0.46520787955807325,0.045509320219404494,0.0016603516406562626,0.6222685949379752,0.8722786770958384,0.002942713657111028,0.06928606744235223,0.06352777168198194,0.9982815001000399,0.0,7.577282034521647,5.246886005992655,0.03791202865939783
pilot_000075,data/processed/controlled_v1/images/GLIDE/pilot_000075.jpg,1,GLIDE,train,handcrafted_features_v1,0.5756676064957232,0.07247591379942167,0.1819345707032813,0.7573246486094437,0.672978957207883,0.0842341556184994,0.07610092119577358,0.08123369452500862,0.7650230404661865,0.003248565051020408,37.59970543951553,5.974548090410609,0.056319820980090904
pilot_000079,data/processed/controlled_v1/images/SD15/pilot_000079.jpg,1,SD15,train,handcrafted_features_v1,0.42078280984268707,0.1632959186604553,0.34939764968487397,0.43950197266406554,0.5116250406412565,0.18266641678085768,0.16401080080197425,0.22427778338019327,0.35643523034213687,0.11102917729591837,777.9849877649424,7.369135540626799,0.12342444660279259
pilot_000082,data/processed/controlled_v1/images/Real/pilot_000082.jpg,0,Real,validation,handcrafted_features_v1,0.5582982242115596,0.11769443221097438,0.5342676914515807,0.5716741384053621,0.5524514493297318,0.11803253823388697,0.11902324922271186,0.13713502880589323,0.13010110294117647,0.03784677933673469,306.18450639050286,6.393748786575941,0.07179904170460163
pilot_000085,data/processed/controlled_v1/images/ADM/pilot_000085.jpg,1,ADM,train,handcrafted_features_v1,0.4112562490621248,0.1622815401985013,0.429476399934974,0.4114444996748699,0.36249898396858743,0.17055291252505167,0.16276038625802303,0.15636559895709137,0.17828178146258505,0.09076052295918367,1159.2596409518437,7.21249795543344,0.0970127147241269
pilot_000086,data/processed/controlled_v1/images/Real/pilot_000086.jpg,0,Real,train,handcrafted_features_v1,0.34598982796243494,0.08657250138455977,0.13171815601240497,0.43173269307723094,0.4664825305122049,0.05982193910075709,0.10465789479265265,0.11009440893967001,0.7234053777761105,0.034498565051020405,263.47290504222013,6.2749497712777105,0.1381369299068699
pilot_000087,data/processed/controlled_v1/images/BigGAN/pilot_000087.jpg,1,BigGAN,train,handcrafted_features_v1,0.46832913665466186,0.06002354630420001,0.03837691326530612,0.6222166991796718,0.8036248874549821,0.09592787147348729,0.05949082460152107,0.06018177504881895,0.9523244454031614,0.002969547193877551,8.23365750008948,4.805667551923964,0.04605591370842307
pilot_000088,data/processed/controlled_v1/images/Real/pilot_000088.jpg,0,Real,train,handcrafted_features_v1,0.47657247055072033,0.18402348557309964,0.33241882690576235,0.5139384660114046,0.6622575592737094,0.17125229363939462,0.20287032130803936,0.1662001274062449,0.5147900566476591,0.03575414540816327,472.81873541700503,6.789001220075367,0.050234154458802124
pilot_000089,data/processed/controlled_v1/images/GLIDE/pilot_000089.jpg,1,GLIDE,train,handcrafted_features_v1,0.6611999099639855,0.22524742754503746,0.679858036964786,0.6556335034013605,0.6409253545168067,0.18997650437571617,0.2389271014713608,0.27835331776785915,0.1641609768907563,0.022839604591836735,125.18015975983921,6.576524047431824,0.02705984218853335
pilot_000090,data/processed/controlled_v1/images/Real/pilot_000090.jpg,0,Real,train,handcrafted_features_v1,0.14968035448554423,0.1829634857232746,0.2199216405312125,0.13177622611544615,0.057641572253901555,0.28744845287702603,0.16437824020864414,0.12090568968477218,0.6359868947579032,0.03286431760204082,192.29560780515277,6.402888691956798,0.01816236528665401
pilot_000093,data/processed/controlled_v1/images/SD15/pilot_000093.jpg,1,SD15,train,handcrafted_features_v1,0.5072226746167217,0.24999640434831322,0.4182387017306923,0.5459432991946779,0.5412332120348139,0.21941767773912893,0.26819463113170594,0.268477162650154,0.2809459721388555,0.041912468112244895,1214.602158558761,7.526060718147279,0.0682725256029039
pilot_000096,data/processed/controlled_v1/images/Real/pilot_000096.jpg,0,Real,validation,handcrafted_features_v1,0.4568054431147459,0.16791870313155868,0.17197582157863142,0.5647882590536214,0.6478417929671869,0.14666284893666665,0.17911902145697756,0.1879443783582931,0.7677549926220488,0.020886479591836735,209.95912977518117,7.211671023474594,0.047868225978849
pilot_000098,data/processed/controlled_v1/images/Real/pilot_000098.jpg,0,Real,train,handcrafted_features_v1,0.39075565249537314,0.14356569338708028,0.31294666304021607,0.4173242734593837,0.4580285239095638,0.14840057494177428,0.14899188658946083,0.13873071509738816,0.32450370773309317,0.04741310586734694,422.88019731093425,6.840672295002742,0.056695669521598484
pilot_000102,data/processed/controlled_v1/images/Real/pilot_000102.jpg,0,Real,train,handcrafted_features_v1,0.35881730020133046,0.2836259718140707,0.27741706057422966,0.38418711234493796,0.44168214160664265,0.3083949263670115,0.293119105199218,0.2093193304957882,0.5909478635204082,0.029735331632653062,280.05942845056575,7.269089801818627,0.026727646279219166
pilot_000108,data/processed/controlled_v1/images/Real/pilot_000108.jpg,0,Real,validation,handcrafted_features_v1,0.38557489042491994,0.1704966171501377,0.07309329981992797,0.5023398421868748,0.6039167229391756,0.11608767152572537,0.2052595037022831,0.24513354329896525,0.8957367321928772,0.002570950255102041,46.17201339319714,7.068767576627441,0.024783074995041458
pilot_000112,data/processed/controlled_v1/images/Real/pilot_000112.jpg,0,Real,train,handcrafted_features_v1,0.30346760766806724,0.07280685567156378,0.007318630577230893,0.40805126738195274,0.5416951155462184,0.007078967116700898,0.11758250183992427,0.06861060369085278,0.9862792773359345,0.0033482142857142855,70.06823613533423,5.835944408930466,0.03751876843355369
pilot_000116,data/processed/controlled_v1/images/Real/pilot_000116.jpg,0,Real,train,handcrafted_features_v1,0.41315990622811627,0.15453540358513146,0.4279024109643858,0.41217729279211685,0.37955275860344134,0.1351131941659868,0.1642093455544705,0.1701579563982383,0.1754311881002401,0.030711894132653062,392.62065599084843,7.188812289398506,0.05256123676610181
pilot_000118,data/processed/controlled_v1/images/Real/pilot_000118.jpg,0,Real,train,handcrafted_features_v1,0.5497289454062875,0.2366601987342688,0.332014211934774,0.6137834039865946,0.7909284026110445,0.3218764199426323,0.22226910547983797,0.17008852886086068,0.60671893757503,0.09466677295918367,718.5548380018026,7.2501237693966605,0.046567553950470304
pilot_000126,data/processed/controlled_v1/images/Real/pilot_000126.jpg,0,Real,train,handcrafted_features_v1,0.6715302034094887,0.1011779207288825,0.4343013768007203,0.7439984587585035,0.9205876882002801,0.14241503394048308,0.10996749265502614,0.13986648534775356,0.5183789922218887,0.028340242346938774,111.89516437217524,6.112382091718141,0.056620515206724745
pilot_000127,data/processed/controlled_v1/images/ADM/pilot_000127.jpg,1,ADM,train,handcrafted_features_v1,0.4962320854904462,0.1305699722876775,0.4810002907412965,0.525726775085034,0.38431036477090835,0.12625725784909345,0.14138917369833487,0.12019456323982897,0.27888225602741096,0.10369499362244898,942.3163895088651,6.94668998605262,0.13883177995230617
pilot_000129,data/processed/controlled_v1/images/BigGAN/pilot_000129.jpg,1,BigGAN,train,handcrafted_features_v1,0.6289604627007053,0.03826603543089052,0.12707059386254502,0.8598040778811524,0.7566786089435774,0.026377284155003608,0.04576863279322373,0.04128995109306256,0.8532255871098441,0.0,4.843271581990577,5.200357377569717,0.04787342071927649
pilot_000130,data/processed/controlled_v1/images/Real/pilot_000130.jpg,0,Real,train,handcrafted_features_v1,0.3755142635179071,0.19095292685941506,0.2926549526060424,0.42196527048319327,0.35365630627250905,0.19633874288756195,0.19437638713046068,0.18152577823186966,0.3818837691326531,0.24147002551020408,6125.488431256098,7.52814073334641,0.27264315876000933
pilot_000131,data/processed/controlled_v1/images/GLIDE/pilot_000131.jpg,1,GLIDE,train,handcrafted_features_v1,0.6550531316432823,0.15317864021536995,0.7408124968737495,0.6385110294117646,0.5153001825730291,0.1619183750417993,0.15539878983331654,0.14760118204513661,0.3088264993497399,0.038205516581632654,142.2500171935444,5.632908470694319,0.05945976482704822
pilot_000134,data/processed/controlled_v1/images/Real/pilot_000134.jpg,0,Real,train,handcrafted_features_v1,0.36278602284663863,0.087792089843156,0.1507983662214886,0.4239019826680673,0.6040951536864745,0.09909571965372364,0.0985686424553623,0.10045937214718183,0.7437203787765105,0.0065170599489795915,208.19764736641054,6.211798581092795,0.048518091557415315
pilot_000135,data/processed/controlled_v1/images/SD15/pilot_000135.jpg,1,SD15,train,handcrafted_features_v1,0.34229493774072123,0.15170868077990035,0.437085693652461,0.31644454656862747,0.22678391669167666,0.19047660126624275,0.15021685205918694,0.13830789628349177,0.49714643669967984,0.14279735331632654,2122.120119891232,6.866906224597473,0.23704754635289418
pilot_000138,data/processed/controlled_v1/images/Real/pilot_000138.jpg,0,Real,train,handcrafted_features_v1,0.30712370956194973,0.2784542090614989,0.307577718587435,0.31191781400060026,0.28124749899959983,0.2799445939838844,0.28441135743931745,0.25437619101752784,0.2887315863845538,0.10859773596938775,1159.512785949691,7.146939414306521,0.05109348944543458
pilot_000140,data/processed/controlled_v1/images/Real/pilot_000140.jpg,0,Real,train,handcrafted_features_v1,0.5634981435542967,0.12110446023294805,0.2015329569327731,0.7053889524559824,0.7822497749099641,0.1711979922422271,0.12292405189711135,0.1307178618104883,0.7517984537565027,0.09157764668367346,645.8428890537292,6.752299611335263,0.14882134171361097
pilot_000141,data/processed/controlled_v1/images/ADM/pilot_000141.jpg,1,ADM,train,handcrafted_features_v1,0.42096887129851934,0.1470395430417449,0.42088030524709885,0.42732382015306125,0.38847875087535017,0.1620638238798436,0.14231274079274753,0.14847849325068233,0.14301228303821528,0.1437938456632653,1454.5456407714614,7.22343724149305,0.1817979108118452
pilot_000142,data/processed/controlled_v1/images/Real/pilot_000142.jpg,0,Real,train,handcrafted_features_v1,0.3986445099914966,0.1928998773537557,0.44879858193277306,0.3937234268707483,0.2924393194777911,0.25232799628396607,0.19279568290108126,0.13739856250503935,0.37372073829531816,0.14333545918367346,1178.360520214699,7.544593642071417,0.10175003870994484
pilot_000143,data/processed/controlled_v1/images/BigGAN/pilot_000143.jpg,1,BigGAN,train,handcrafted_features_v1,0.5857139469068877,0.1218696160215451,0.35351836046918766,0.6997799119647861,0.6073784982743097,0.12702182936772352,0.12320919862745669,0.10700145001774392,0.5148399203431373,0.043068399234693876,91.08410311360896,6.799777493208109,0.07693056011359786
pilot_000144,data/processed/controlled_v1/images/Real/pilot_000144.jpg,0,Real,train,handcrafted_features_v1,0.4254461394714135,0.13094752434473647,0.12937424969987996,0.5644814957232892,0.4860754458033213,0.13287970751571854,0.1472407887043278,0.20928738697435184,0.7803294755402161,0.03930165816326531,609.0422007514258,6.489470003814504,0.09899906735484809
pilot_000145,data/processed/controlled_v1/images/GLIDE/pilot_000145.jpg,1,GLIDE,train,handcrafted_features_v1,0.5815537932360444,0.24139035120714047,0.5893717643307322,0.578337663190276,0.577609012354942,0.21919738552205978,0.2478688762313381,0.2705481220269031,0.11834796418567427,0.04282924107142857,99.28244436090064,7.4474550440465785,0.029529363909849966
pilot_000146,data/processed/controlled_v1/images/Real/pilot_000146.jpg,0,Real,train,handcrafted_features_v1,0.5334132934423769,0.187875152862179,0.26854601215486196,0.621844987995198,0.7727634022358945,0.22378608612369655,0.18154421115279848,0.1700836461844801,0.6879527592286915,0.029894770408163265,193.4665888762881,7.249660974228649,0.03630637801076995
pilot_000149,data/processed/controlled_v1/images/SD15/pilot_000149.jpg,1,SD15,train,handcrafted_features_v1,0.48586233423056724,0.22159386487485636,0.4923610069027611,0.4998637736344537,0.3967224389755902,0.32251523819273514,0.21286825211586793,0.2472872857692844,0.48779597776610645,0.16667330994897958,1581.9787401344713,7.649649744473599,0.11305249622557467
pilot_000152,data/processed/controlled_v1/images/Real/pilot_000152.jpg,0,Real,train,handcrafted_features_v1,0.5272061074429772,0.15993434070067467,0.4881474464785915,0.5470280299619849,0.5275839241946779,0.17959949675986644,0.1799690279982347,0.17605694716377912,0.26984911151960783,0.0911391900510204,1535.8258442237245,7.326281562769551,0.13367231028519597
pilot_000155,data/processed/controlled_v1/images/ADM/pilot_000155.jpg,1,ADM,validation,handcrafted_features_v1,0.4006656682985695,0.18650732258722935,0.4077064419517807,0.39856403498899556,0.39302064575830337,0.18209847679679841,0.18938875065644215,0.20264058282515088,0.1617015556222489,0.03284438775510204,211.0139447918836,7.499439702053639,0.032957162335482994
pilot_000156,data/processed/controlled_v1/images/Real/pilot_000156.jpg,0,Real,train,handcrafted_features_v1,0.5460263201374299,0.1837846759628503,0.5113643113495399,0.5942459796418568,0.38864913152761105,0.1914898015451127,0.1922134126546975,0.1789540720221669,0.3745432548019208,0.3334462691326531,6303.8559462258545,7.418616203279268,0.3119291121566255
pilot_000157,data/processed/controlled_v1/images/BigGAN/pilot_000157.jpg,1,BigGAN,validation,handcrafted_features_v1,0.5685880356048669,0.02642553957470833,0.001097157613045218,0.7791501756952782,0.9727967749599841,0.002003654547643986,0.04136225777393369,0.019392162746678744,0.9989028423869547,0.0,2.305941078077997,4.513193086698375,0.03211793337065479
pilot_000159,data/processed/controlled_v1/images/GLIDE/pilot_000159.jpg,1,GLIDE,validation,handcrafted_features_v1,0.4973865301589385,0.20996610023207685,0.40465569040116045,0.5560103728991597,0.4387402617296918,0.28005741251005967,0.2072492371938762,0.24607560997015457,0.5553623793267307,0.04821029974489796,127.08389967315051,7.316178290552109,0.035593799810142684
pilot_000162,data/processed/controlled_v1/images/Real/pilot_000162.jpg,0,Real,train,handcrafted_features_v1,0.3487970256071179,0.15679137942113766,0.17158933886054425,0.4135021195978391,0.4804041147709084,0.22242897095479286,0.13894057432341622,0.13121727570522815,0.6820748611944779,0.06190210459183673,436.3428800039518,6.331222370117056,0.06743238916008504
pilot_000163,data/processed/controlled_v1/images/SD15/pilot_000163.jpg,1,SD15,validation,handcrafted_features_v1,0.43738726146708684,0.18409411495981784,0.44013003638955583,0.44377493184773914,0.3973025929121649,0.2139497034828337,0.19724418699343801,0.21416383690772753,0.32605393719988,0.12458147321428571,1442.668845860276,7.128953396415031,0.13184335887777296
pilot_000166,data/processed/controlled_v1/images/Real/pilot_000166.jpg,0,Real,validation,handcrafted_features_v1,0.4370739150347639,0.16147182006926647,0.4674976240496199,0.4482613357843137,0.29967299419767907,0.17953267325087133,0.1748098013694977,0.1500609016171962,0.3943020958383353,0.1491749043367347,1574.2197519578021,7.092238005253057,0.17502168084267808
pilot_000168,data/processed/controlled_v1/images/Real/pilot_000168.jpg,0,Real,train,handcrafted_features_v1,0.7144547414278212,0.17723052505077735,0.6956192633303321,0.7290084002350941,0.6889179890706283,0.12876728691412512,0.205629753366312,0.2182554298289854,0.18582261029411767,0.09556361607142858,1096.412975296583,6.650214824784533,0.1798015088978543
pilot_000169,data/processed/controlled_v1/images/ADM/pilot_000169.jpg,1,ADM,train,handcrafted_features_v1,0.18193158826030412,0.14429721844445878,0.21243333270808323,0.1783772102591036,0.12023332770608243,0.17226963201503434,0.14116880501874352,0.1033789056966606,0.35035670518207285,0.032884247448979595,644.5444310246681,6.626178468313745,0.07531643006037417
pilot_000171,data/processed/controlled_v1/images/BigGAN/pilot_000171.jpg,1,BigGAN,train,handcrafted_features_v1,0.34738259241196473,0.15507900309661024,0.3772304234193677,0.35952459108643453,0.20657684948979593,0.20744318982834042,0.15551432297318069,0.11347498802997164,0.4638001294267707,0.11487563775510204,209.83659711970432,7.239131983785841,0.1038294734497567
pilot_000172,data/processed/controlled_v1/images/Real/pilot_000172.jpg,0,Real,validation,handcrafted_features_v1,0.5693512273659463,0.17006743910289074,0.5673399828681472,0.5766138486644657,0.5372302045818327,0.2313966933040162,0.16733447879536814,0.1653580612529618,0.22951117947178873,0.11373963647959184,1755.9391081085905,7.33108777633785,0.13903062721476864
pilot_000173,data/processed/controlled_v1/images/GLIDE/pilot_000173.jpg,1,GLIDE,train,handcrafted_features_v1,0.48869920882415463,0.13052070838979546,0.4807708239545817,0.5315402723589435,0.2888999349739896,0.1700621710938933,0.14248013994241374,0.14637316052487448,0.5596086872248899,0.031110491071428572,53.61582596448003,4.051320275653977,0.03887546301259825
pilot_000176,data/processed/controlled_v1/images/Real/pilot_000176.jpg,0,Real,validation,handcrafted_features_v1,0.2743589488920568,0.14502315227740367,0.03936895070528212,0.3828454037865146,0.33208228603941575,0.04034374122585282,0.19685163763798433,0.18577211063189758,0.9037002300920368,0.027901785714285716,865.7069323598122,7.006626222639557,0.05454864251072465
pilot_000177,data/processed/controlled_v1/images/SD15/pilot_000177.jpg,1,SD15,train,handcrafted_features_v1,0.3981935156093688,0.17856031407749626,0.5060124831182473,0.3689250700280112,0.26611199167166866,0.18236860852296258,0.1935720593532472,0.1808550154029283,0.5215608118247299,0.2573142538265306,2900.696109514344,7.39472218285059,0.25486642584386887
pilot_000192,data/processed/controlled_v1/images/Real/pilot_000192.jpg,0,Real,validation,handcrafted_features_v1,0.16169614158163262,0.12652837229423583,0.08444510616746699,0.17331627963685475,0.30447718149759906,0.13672809324157684,0.13296750644993693,0.0900539510653552,0.7899732549269708,0.0215640943877551,283.1100926520377,6.348282218383441,0.05749909078972964
