image_id,original_filename,raw_path,processed_path,label,generator,split,random_seed,split_protocol
pilot_000014,n01440764_13625.JPEG,data/raw/tiny-genimage/images/Real/n01440764_13625.JPEG,data/processed/controlled_v1/images/Real/pilot_000014.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000015,100_adm_127.PNG,data/raw/tiny-genimage/images/ADM/100_adm_127.PNG,data/processed/controlled_v1/images/ADM/pilot_000015.jpg,1,ADM,validation,42,generator_protocol_v1
pilot_000016,n01443537_4572.JPEG,data/raw/tiny-genimage/images/Real/n01443537_4572.JPEG,data/processed/controlled_v1/images/Real/pilot_000016.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000017,001_biggan_00033.png,data/raw/tiny-genimage/images/BigGAN/001_biggan_00033.png,data/processed/controlled_v1/images/BigGAN/pilot_000017.jpg,1,BigGAN,validation,42,generator_protocol_v1
pilot_000018,n01440764_7819.JPEG,data/raw/tiny-genimage/images/Real/n01440764_7819.JPEG,data/processed/controlled_v1/images/Real/pilot_000018.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000019,GLIDE_1000_200_00_002_glide_00060.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_002_glide_00060.png,data/processed/controlled_v1/images/GLIDE/pilot_000019.jpg,1,GLIDE,validation,42,generator_protocol_v1
pilot_000020,n01440764_7277.JPEG,data/raw/tiny-genimage/images/Real/n01440764_7277.JPEG,data/processed/controlled_v1/images/Real/pilot_000020.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000021,0_midjourney_199.png,data/raw/tiny-genimage/images/Midjourney/0_midjourney_199.png,data/processed/controlled_v1/images/Midjourney/pilot_000021.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000022,n01440764_6169.JPEG,data/raw/tiny-genimage/images/Real/n01440764_6169.JPEG,data/processed/controlled_v1/images/Real/pilot_000022.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000023,001_sdv5_00188.png,data/raw/tiny-genimage/images/SD15/001_sdv5_00188.png,data/processed/controlled_v1/images/SD15/pilot_000023.jpg,1,SD15,validation,42,generator_protocol_v1
pilot_000024,n01440764_8045.JPEG,data/raw/tiny-genimage/images/Real/n01440764_8045.JPEG,data/processed/controlled_v1/images/Real/pilot_000024.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000025,VQDM_1000_200_00_002_vqdm_00088.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_002_vqdm_00088.png,data/processed/controlled_v1/images/VQDM/pilot_000025.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000026,n01440764_2577.JPEG,data/raw/tiny-genimage/images/Real/n01440764_2577.JPEG,data/processed/controlled_v1/images/Real/pilot_000026.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000027,0_wukong_image123.png,data/raw/tiny-genimage/images/Wukong/0_wukong_image123.png,data/processed/controlled_v1/images/Wukong/pilot_000027.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000028,n01440764_21052.JPEG,data/raw/tiny-genimage/images/Real/n01440764_21052.JPEG,data/processed/controlled_v1/images/Real/pilot_000028.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000029,100_adm_168.PNG,data/raw/tiny-genimage/images/ADM/100_adm_168.PNG,data/processed/controlled_v1/images/ADM/pilot_000029.jpg,1,ADM,train,42,generator_protocol_v1
pilot_000030,n01443537_6853.JPEG,data/raw/tiny-genimage/images/Real/n01443537_6853.JPEG,data/processed/controlled_v1/images/Real/pilot_000030.jpg,0,Real,train,42,generator_protocol_v1
pilot_000031,002_biggan_00010.png,data/raw/tiny-genimage/images/BigGAN/002_biggan_00010.png,data/processed/controlled_v1/images/BigGAN/pilot_000031.jpg,1,BigGAN,train,42,generator_protocol_v1
pilot_000032,n01443537_12060.JPEG,data/raw/tiny-genimage/images/Real/n01443537_12060.JPEG,data/processed/controlled_v1/images/Real/pilot_000032.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000033,GLIDE_1000_200_00_002_glide_00118.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_002_glide_00118.png,data/processed/controlled_v1/images/GLIDE/pilot_000033.jpg,1,GLIDE,train,42,generator_protocol_v1
pilot_000034,n01440764_8013.JPEG,data/raw/tiny-genimage/images/Real/n01440764_8013.JPEG,data/processed/controlled_v1/images/Real/pilot_000034.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000035,100_midjourney_32.png,data/raw/tiny-genimage/images/Midjourney/100_midjourney_32.png,data/processed/controlled_v1/images/Midjourney/pilot_000035.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000036,n01443537_21051.JPEG,data/raw/tiny-genimage/images/Real/n01443537_21051.JPEG,data/processed/controlled_v1/images/Real/pilot_000036.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000037,002_sdv5_00037.png,data/raw/tiny-genimage/images/SD15/002_sdv5_00037.png,data/processed/controlled_v1/images/SD15/pilot_000037.jpg,1,SD15,train,42,generator_protocol_v1
pilot_000038,n01443537_13771.JPEG,data/raw/tiny-genimage/images/Real/n01443537_13771.JPEG,data/processed/controlled_v1/images/Real/pilot_000038.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000039,VQDM_1000_200_00_002_vqdm_00166.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_002_vqdm_00166.png,data/processed/controlled_v1/images/VQDM/pilot_000039.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000040,n01491361_6788.JPEG,data/raw/tiny-genimage/images/Real/n01491361_6788.JPEG,data/processed/controlled_v1/images/Real/pilot_000040.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000041,100_wukong_image108.png,data/raw/tiny-genimage/images/Wukong/100_wukong_image108.png,data/processed/controlled_v1/images/Wukong/pilot_000041.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000042,n01440764_31953.JPEG,data/raw/tiny-genimage/images/Real/n01440764_31953.JPEG,data/processed/controlled_v1/images/Real/pilot_000042.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000043,101_adm_49.PNG,data/raw/tiny-genimage/images/ADM/101_adm_49.PNG,data/processed/controlled_v1/images/ADM/pilot_000043.jpg,1,ADM,validation,42,generator_protocol_v1
pilot_000044,n01484850_24809.JPEG,data/raw/tiny-genimage/images/Real/n01484850_24809.JPEG,data/processed/controlled_v1/images/Real/pilot_000044.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000045,002_biggan_00163.png,data/raw/tiny-genimage/images/BigGAN/002_biggan_00163.png,data/processed/controlled_v1/images/BigGAN/pilot_000045.jpg,1,BigGAN,validation,42,generator_protocol_v1
pilot_000046,n01443537_12193.JPEG,data/raw/tiny-genimage/images/Real/n01443537_12193.JPEG,data/processed/controlled_v1/images/Real/pilot_000046.jpg,0,Real,train,42,generator_protocol_v1
pilot_000047,GLIDE_1000_200_00_002_glide_00172.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_002_glide_00172.png,data/processed/controlled_v1/images/GLIDE/pilot_000047.jpg,1,GLIDE,validation,42,generator_protocol_v1
pilot_000048,n01443537_17070.JPEG,data/raw/tiny-genimage/images/Real/n01443537_17070.JPEG,data/processed/controlled_v1/images/Real/pilot_000048.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000049,101_midjourney_40.png,data/raw/tiny-genimage/images/Midjourney/101_midjourney_40.png,data/processed/controlled_v1/images/Midjourney/pilot_000049.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000050,n01484850_10900.JPEG,data/raw/tiny-genimage/images/Real/n01484850_10900.JPEG,data/processed/controlled_v1/images/Real/pilot_000050.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000051,002_sdv5_00069.png,data/raw/tiny-genimage/images/SD15/002_sdv5_00069.png,data/processed/controlled_v1/images/SD15/pilot_000051.jpg,1,SD15,validation,42,generator_protocol_v1
pilot_000052,n01443537_883.JPEG,data/raw/tiny-genimage/images/Real/n01443537_883.JPEG,data/processed/controlled_v1/images/Real/pilot_000052.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000053,VQDM_1000_200_00_003_vqdm_00157.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_003_vqdm_00157.png,data/processed/controlled_v1/images/VQDM/pilot_000053.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000054,n01491361_8042.JPEG,data/raw/tiny-genimage/images/Real/n01491361_8042.JPEG,data/processed/controlled_v1/images/Real/pilot_000054.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000055,100_wukong_image111.png,data/raw/tiny-genimage/images/Wukong/100_wukong_image111.png,data/processed/controlled_v1/images/Wukong/pilot_000055.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000056,n01440764_3273.JPEG,data/raw/tiny-genimage/images/Real/n01440764_3273.JPEG,data/processed/controlled_v1/images/Real/pilot_000056.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000057,101_adm_56.PNG,data/raw/tiny-genimage/images/ADM/101_adm_56.PNG,data/processed/controlled_v1/images/ADM/pilot_000057.jpg,1,ADM,validation,42,generator_protocol_v1
pilot_000058,n01491361_7778.JPEG,data/raw/tiny-genimage/images/Real/n01491361_7778.JPEG,data/processed/controlled_v1/images/Real/pilot_000058.jpg,0,Real,train,42,generator_protocol_v1
pilot_000059,003_biggan_00052.png,data/raw/tiny-genimage/images/BigGAN/003_biggan_00052.png,data/processed/controlled_v1/images/BigGAN/pilot_000059.jpg,1,BigGAN,validation,42,generator_protocol_v1
pilot_000060,n01443537_12234.JPEG,data/raw/tiny-genimage/images/Real/n01443537_12234.JPEG,data/processed/controlled_v1/images/Real/pilot_000060.jpg,0,Real,train,42,generator_protocol_v1
pilot_000061,GLIDE_1000_200_00_003_glide_00175.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_003_glide_00175.png,data/processed/controlled_v1/images/GLIDE/pilot_000061.jpg,1,GLIDE,validation,42,generator_protocol_v1
pilot_000062,n01443537_23104.JPEG,data/raw/tiny-genimage/images/Real/n01443537_23104.JPEG,data/processed/controlled_v1/images/Real/pilot_000062.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000063,102_midjourney_134.png,data/raw/tiny-genimage/images/Midjourney/102_midjourney_134.png,data/processed/controlled_v1/images/Midjourney/pilot_000063.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000064,n01484850_11263.JPEG,data/raw/tiny-genimage/images/Real/n01484850_11263.JPEG,data/processed/controlled_v1/images/Real/pilot_000064.jpg,0,Real,train,42,generator_protocol_v1
pilot_000065,002_sdv5_00138.png,data/raw/tiny-genimage/images/SD15/002_sdv5_00138.png,data/processed/controlled_v1/images/SD15/pilot_000065.jpg,1,SD15,validation,42,generator_protocol_v1
pilot_000066,n01443537_9799.JPEG,data/raw/tiny-genimage/images/Real/n01443537_9799.JPEG,data/processed/controlled_v1/images/Real/pilot_000066.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000067,VQDM_1000_200_00_004_vqdm_00018.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_004_vqdm_00018.png,data/processed/controlled_v1/images/VQDM/pilot_000067.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000068,n01494475_248.JPEG,data/raw/tiny-genimage/images/Real/n01494475_248.JPEG,data/processed/controlled_v1/images/Real/pilot_000068.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000069,100_wukong_image19.png,data/raw/tiny-genimage/images/Wukong/100_wukong_image19.png,data/processed/controlled_v1/images/Wukong/pilot_000069.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000070,n01443537_860.JPEG,data/raw/tiny-genimage/images/Real/n01443537_860.JPEG,data/processed/controlled_v1/images/Real/pilot_000070.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000071,102_adm_12.PNG,data/raw/tiny-genimage/images/ADM/102_adm_12.PNG,data/processed/controlled_v1/images/ADM/pilot_000071.jpg,1,ADM,train,42,generator_protocol_v1
pilot_000072,n01491361_8276.JPEG,data/raw/tiny-genimage/images/Real/n01491361_8276.JPEG,data/processed/controlled_v1/images/Real/pilot_000072.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000073,003_biggan_00058.png,data/raw/tiny-genimage/images/BigGAN/003_biggan_00058.png,data/processed/controlled_v1/images/BigGAN/pilot_000073.jpg,1,BigGAN,train,42,generator_protocol_v1
pilot_000074,n01484850_32144.JPEG,data/raw/tiny-genimage/images/Real/n01484850_32144.JPEG,data/processed/controlled_v1/images/Real/pilot_000074.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000075,GLIDE_1000_200_00_006_glide_00167.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_006_glide_00167.png,data/processed/controlled_v1/images/GLIDE/pilot_000075.jpg,1,GLIDE,train,42,generator_protocol_v1
pilot_000076,n01443537_24148.JPEG,data/raw/tiny-genimage/images/Real/n01443537_24148.JPEG,data/processed/controlled_v1/images/Real/pilot_000076.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000077,102_midjourney_96.png,data/raw/tiny-genimage/images/Midjourney/102_midjourney_96.png,data/processed/controlled_v1/images/Midjourney/pilot_000077.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000078,n01484850_12507.JPEG,data/raw/tiny-genimage/images/Real/n01484850_12507.JPEG,data/processed/controlled_v1/images/Real/pilot_000078.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000079,003_sdv5_00037.png,data/raw/tiny-genimage/images/SD15/003_sdv5_00037.png,data/processed/controlled_v1/images/SD15/pilot_000079.jpg,1,SD15,train,42,generator_protocol_v1
pilot_000080,n01484850_16339.JPEG,data/raw/tiny-genimage/images/Real/n01484850_16339.JPEG,data/processed/controlled_v1/images/Real/pilot_000080.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000081,VQDM_1000_200_00_004_vqdm_00115.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_004_vqdm_00115.png,data/processed/controlled_v1/images/VQDM/pilot_000081.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000082,n01494475_3482.JPEG,data/raw/tiny-genimage/images/Real/n01494475_3482.JPEG,data/processed/controlled_v1/images/Real/pilot_000082.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000083,100_wukong_image49.png,data/raw/tiny-genimage/images/Wukong/100_wukong_image49.png,data/processed/controlled_v1/images/Wukong/pilot_000083.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000084,n01491361_11372.JPEG,data/raw/tiny-genimage/images/Real/n01491361_11372.JPEG,data/processed/controlled_v1/images/Real/pilot_000084.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000085,103_adm_118.PNG,data/raw/tiny-genimage/images/ADM/103_adm_118.PNG,data/processed/controlled_v1/images/ADM/pilot_000085.jpg,1,ADM,train,42,generator_protocol_v1
pilot_000086,n01494475_20271.JPEG,data/raw/tiny-genimage/images/Real/n01494475_20271.JPEG,data/processed/controlled_v1/images/Real/pilot_000086.jpg,0,Real,train,42,generator_protocol_v1
pilot_000087,004_biggan_00054.png,data/raw/tiny-genimage/images/BigGAN/004_biggan_00054.png,data/processed/controlled_v1/images/BigGAN/pilot_000087.jpg,1,BigGAN,train,42,generator_protocol_v1
pilot_000088,n01491361_11353.JPEG,data/raw/tiny-genimage/images/Real/n01491361_11353.JPEG,data/processed/controlled_v1/images/Real/pilot_000088.jpg,0,Real,train,42,generator_protocol_v1
pilot_000089,GLIDE_1000_200_00_007_glide_00011.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_007_glide_00011.png,data/processed/controlled_v1/images/GLIDE/pilot_000089.jpg,1,GLIDE,train,42,generator_protocol_v1
pilot_000090,n01443537_24543.JPEG,data/raw/tiny-genimage/images/Real/n01443537_24543.JPEG,data/processed/controlled_v1/images/Real/pilot_000090.jpg,0,Real,train,42,generator_protocol_v1
pilot_000091,104_midjourney_113.png,data/raw/tiny-genimage/images/Midjourney/104_midjourney_113.png,data/processed/controlled_v1/images/Midjourney/pilot_000091.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000092,n01484850_24749.JPEG,data/raw/tiny-genimage/images/Real/n01484850_24749.JPEG,data/processed/controlled_v1/images/Real/pilot_000092.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000093,003_sdv5_00084.png,data/raw/tiny-genimage/images/SD15/003_sdv5_00084.png,data/processed/controlled_v1/images/SD15/pilot_000093.jpg,1,SD15,train,42,generator_protocol_v1
pilot_000094,n01484850_1948.JPEG,data/raw/tiny-genimage/images/Real/n01484850_1948.JPEG,data/processed/controlled_v1/images/Real/pilot_000094.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000095,VQDM_1000_200_00_004_vqdm_00188.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_004_vqdm_00188.png,data/processed/controlled_v1/images/VQDM/pilot_000095.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000096,n01496331_15695.JPEG,data/raw/tiny-genimage/images/Real/n01496331_15695.JPEG,data/processed/controlled_v1/images/Real/pilot_000096.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000097,102_wukong_image93.png,data/raw/tiny-genimage/images/Wukong/102_wukong_image93.png,data/processed/controlled_v1/images/Wukong/pilot_000097.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000098,n01491361_2993.JPEG,data/raw/tiny-genimage/images/Real/n01491361_2993.JPEG,data/processed/controlled_v1/images/Real/pilot_000098.jpg,0,Real,train,42,generator_protocol_v1
pilot_000099,103_adm_187.PNG,data/raw/tiny-genimage/images/ADM/103_adm_187.PNG,data/processed/controlled_v1/images/ADM/pilot_000099.jpg,1,ADM,known_test,42,generator_protocol_v1
pilot_000100,n01498041_1932.JPEG,data/raw/tiny-genimage/images/Real/n01498041_1932.JPEG,data/processed/controlled_v1/images/Real/pilot_000100.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000101,004_biggan_00068.png,data/raw/tiny-genimage/images/BigGAN/004_biggan_00068.png,data/processed/controlled_v1/images/BigGAN/pilot_000101.jpg,1,BigGAN,known_test,42,generator_protocol_v1
pilot_000102,n01494475_19044.JPEG,data/raw/tiny-genimage/images/Real/n01494475_19044.JPEG,data/processed/controlled_v1/images/Real/pilot_000102.jpg,0,Real,train,42,generator_protocol_v1
pilot_000103,GLIDE_1000_200_00_009_glide_00072.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_009_glide_00072.png,data/processed/controlled_v1/images/GLIDE/pilot_000103.jpg,1,GLIDE,known_test,42,generator_protocol_v1
pilot_000104,n01491361_3057.JPEG,data/raw/tiny-genimage/images/Real/n01491361_3057.JPEG,data/processed/controlled_v1/images/Real/pilot_000104.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000105,104_midjourney_49.png,data/raw/tiny-genimage/images/Midjourney/104_midjourney_49.png,data/processed/controlled_v1/images/Midjourney/pilot_000105.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000106,n01484850_4416.JPEG,data/raw/tiny-genimage/images/Real/n01484850_4416.JPEG,data/processed/controlled_v1/images/Real/pilot_000106.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000107,004_sdv5_00066.png,data/raw/tiny-genimage/images/SD15/004_sdv5_00066.png,data/processed/controlled_v1/images/SD15/pilot_000107.jpg,1,SD15,known_test,42,generator_protocol_v1
pilot_000108,n01484850_21180.JPEG,data/raw/tiny-genimage/images/Real/n01484850_21180.JPEG,data/processed/controlled_v1/images/Real/pilot_000108.jpg,0,Real,validation,42,generator_protocol_v1
pilot_000109,VQDM_1000_200_00_005_vqdm_00052.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_005_vqdm_00052.png,data/processed/controlled_v1/images/VQDM/pilot_000109.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000110,n01496331_7068.JPEG,data/raw/tiny-genimage/images/Real/n01496331_7068.JPEG,data/processed/controlled_v1/images/Real/pilot_000110.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000111,103_wukong_image13.png,data/raw/tiny-genimage/images/Wukong/103_wukong_image13.png,data/processed/controlled_v1/images/Wukong/pilot_000111.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000112,n01491361_7654.JPEG,data/raw/tiny-genimage/images/Real/n01491361_7654.JPEG,data/processed/controlled_v1/images/Real/pilot_000112.jpg,0,Real,train,42,generator_protocol_v1
pilot_000113,103_adm_48.PNG,data/raw/tiny-genimage/images/ADM/103_adm_48.PNG,data/processed/controlled_v1/images/ADM/pilot_000113.jpg,1,ADM,known_test,42,generator_protocol_v1
pilot_000114,n01498041_2018.JPEG,data/raw/tiny-genimage/images/Real/n01498041_2018.JPEG,data/processed/controlled_v1/images/Real/pilot_000114.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000115,005_biggan_00086.png,data/raw/tiny-genimage/images/BigGAN/005_biggan_00086.png,data/processed/controlled_v1/images/BigGAN/pilot_000115.jpg,1,BigGAN,known_test,42,generator_protocol_v1
pilot_000116,n01494475_433.JPEG,data/raw/tiny-genimage/images/Real/n01494475_433.JPEG,data/processed/controlled_v1/images/Real/pilot_000116.jpg,0,Real,train,42,generator_protocol_v1
pilot_000117,GLIDE_1000_200_00_010_glide_00137.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_010_glide_00137.png,data/processed/controlled_v1/images/GLIDE/pilot_000117.jpg,1,GLIDE,known_test,42,generator_protocol_v1
pilot_000118,n01491361_7790.JPEG,data/raw/tiny-genimage/images/Real/n01491361_7790.JPEG,data/processed/controlled_v1/images/Real/pilot_000118.jpg,0,Real,train,42,generator_protocol_v1
pilot_000119,105_midjourney_36.png,data/raw/tiny-genimage/images/Midjourney/105_midjourney_36.png,data/processed/controlled_v1/images/Midjourney/pilot_000119.jpg,1,Midjourney,unseen_test,42,generator_protocol_v1
pilot_000120,n01491361_14674.JPEG,data/raw/tiny-genimage/images/Real/n01491361_14674.JPEG,data/processed/controlled_v1/images/Real/pilot_000120.jpg,0,Real,known_test,42,generator_protocol_v1
pilot_000121,004_sdv5_00140.png,data/raw/tiny-genimage/images/SD15/004_sdv5_00140.png,data/processed/controlled_v1/images/SD15/pilot_000121.jpg,1,SD15,known_test,42,generator_protocol_v1
pilot_000122,n01484850_5013.JPEG,data/raw/tiny-genimage/images/Real/n01484850_5013.JPEG,data/processed/controlled_v1/images/Real/pilot_000122.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000123,VQDM_1000_200_00_005_vqdm_00180.png,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_005_vqdm_00180.png,data/processed/controlled_v1/images/VQDM/pilot_000123.jpg,1,VQDM,unseen_test,42,generator_protocol_v1
pilot_000124,n01498041_11149.JPEG,data/raw/tiny-genimage/images/Real/n01498041_11149.JPEG,data/processed/controlled_v1/images/Real/pilot_000124.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000125,103_wukong_image81.png,data/raw/tiny-genimage/images/Wukong/103_wukong_image81.png,data/processed/controlled_v1/images/Wukong/pilot_000125.jpg,1,Wukong,unseen_test,42,generator_protocol_v1
pilot_000126,n01494475_11816.JPEG,data/raw/tiny-genimage/images/Real/n01494475_11816.JPEG,data/processed/controlled_v1/images/Real/pilot_000126.jpg,0,Real,train,42,generator_protocol_v1
pilot_000127,104_adm_28.PNG,data/raw/tiny-genimage/images/ADM/104_adm_28.PNG,data/processed/controlled_v1/images/ADM/pilot_000127.jpg,1,ADM,train,42,generator_protocol_v1
pilot_000128,n01514668_14876.JPEG,data/raw/tiny-genimage/images/Real/n01514668_14876.JPEG,data/processed/controlled_v1/images/Real/pilot_000128.jpg,0,Real,unseen_test,42,generator_protocol_v1
pilot_000129,006_biggan_00005.png,data/raw/tiny-genimage/images/BigGAN/006_biggan_00005.png,data/processed/controlled_v1/images/BigGAN/pilot_000129.jpg,1,BigGAN,train,42,generator_protocol_v1
pilot_000130,n01496331_14320.JPEG,data/raw/tiny-genimage/images/Real/n01496331_14320.JPEG,data/processed/controlled_v1/images/Real/pilot_000130.jpg,0,Real,train,42,generator_protocol_v1
pilot_000131,GLIDE_1000_200_00_011_glide_00161.png,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_011_glide_00161.png,data/processed/controlled_v1/images/GLIDE/pilot_000131.jpg,1,GLIDE,train,42,generator_protocol_v1
