image_id,raw_path,processed_path,label,generator,original_filename,original_format,original_width,original_height,original_aspect_ratio,original_mode,processed_format,processed_width,processed_height,processed_mode,processing_version,raw_sha256,processed_sha256,processing_failed,failure_reason
pilot_000027,data/raw/tiny-genimage/images/Wukong/0_wukong_image123.png,data/processed/controlled_v1/images/Wukong/pilot_000027.jpg,1,Wukong,0_wukong_image123.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,e4bb3e7e1f60b8c477368d5cc9b2e27d24be593516048568a75f302858881055,0180cca955a89bf9f73359a4fc6ad296fe43daf2b6028aa459e97e7c4db82d82,False,
pilot_000028,data/raw/tiny-genimage/images/Real/n01440764_21052.JPEG,data/processed/controlled_v1/images/Real/pilot_000028.jpg,0,Real,n01440764_21052.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,7d79d21265a3a1d5d7d608a32db21d79fafee82044bbd0aca054a0052dbacf91,da64904953091f5cfee5412a429051fb58d8ef8e91ca8fe530406202c489bb8a,False,
pilot_000029,data/raw/tiny-genimage/images/ADM/100_adm_168.PNG,data/processed/controlled_v1/images/ADM/pilot_000029.jpg,1,ADM,100_adm_168.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,c3c62440a4e1592f037f84ea60911cd4942e3398bf394d6740c0ec3a6ea430ae,08284ce2904f2d3210235296e09f2a92d55c7f5c8605ed58c3a3aea1b216120c,False,
pilot_000030,data/raw/tiny-genimage/images/Real/n01443537_6853.JPEG,data/processed/controlled_v1/images/Real/pilot_000030.jpg,0,Real,n01443537_6853.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,66790d56c6d2a7032f6971b6da28e1f2a9aae50255efd3b18ea02f8084e34ead,1fe539e823c77845f58f95794f831ae8d5981d6fe4c9455ff1445de19b66729d,False,
pilot_000031,data/raw/tiny-genimage/images/BigGAN/002_biggan_00010.png,data/processed/controlled_v1/images/BigGAN/pilot_000031.jpg,1,BigGAN,002_biggan_00010.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,e0dedca201271c189d4c98a7d53969cb6b4fa453401c1a36e6de725223ac6c4a,3501e275cb734966f8e4730851c18f5985e33cb85cb581fc2443165023af90b2,False,
pilot_000032,data/raw/tiny-genimage/images/Real/n01443537_12060.JPEG,data/processed/controlled_v1/images/Real/pilot_000032.jpg,0,Real,n01443537_12060.JPEG,JPEG,640,480,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,634493a7c32bbc923e40fc7e36a6523d7698b463d5fee2c2d6b627bcd13b7d33,6ab2b6e997fcf9819c02171d0ce15d671dfe096ba26fe7be27781da028e71054,False,
pilot_000033,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_002_glide_00118.png,data/processed/controlled_v1/images/GLIDE/pilot_000033.jpg,1,GLIDE,GLIDE_1000_200_00_002_glide_00118.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,cecf58a42a8b1895813160741d8ab71600e29f12f696717356f9ba7a01ab1c5d,69b4bda65907758b46cedbbd4a0eb8038c7aa083ab13fd3587cb9f952231a1fc,False,
pilot_000034,data/raw/tiny-genimage/images/Real/n01440764_8013.JPEG,data/processed/controlled_v1/images/Real/pilot_000034.jpg,0,Real,n01440764_8013.JPEG,JPEG,800,583,1.372213,RGB,JPEG,224,224,RGB,controlled_v1,3bb9fa708e4d33af05ba78531ba727921ab720967faa9840a2d5daf3530c19e9,5cf2a02a39d4db989e8b4a986a7e220aa06438fe1ec450f16380c6b38ae6ef2d,False,
pilot_000035,data/raw/tiny-genimage/images/Midjourney/100_midjourney_32.png,data/processed/controlled_v1/images/Midjourney/pilot_000035.jpg,1,Midjourney,100_midjourney_32.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,50a50b196c9e54f7729de021216e3caa20909421568f4d12d62f140bbc37b008,b8548c712491f163409067f7ab7871fcfa7ac65764e346ed97be0509094d8b58,False,
pilot_000036,data/raw/tiny-genimage/images/Real/n01443537_21051.JPEG,data/processed/controlled_v1/images/Real/pilot_000036.jpg,0,Real,n01443537_21051.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,4cb955b665bcfeaa8233ff558246fe1887ee5578cc24dc3ee27defa86fbb4eb0,1381a35716b5843bc7ee315e39f796e597e864ed9216906a3832e21eafce5295,False,
pilot_000037,data/raw/tiny-genimage/images/SD15/002_sdv5_00037.png,data/processed/controlled_v1/images/SD15/pilot_000037.jpg,1,SD15,002_sdv5_00037.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,1bf1d2eb5ef0f3e55d7e9a54f6fd0b591c19f2c81df39707db1f9d6383ac5cd6,debff738c79ffbf9733162c4ed02e930255a263368d42ca27c475a49ce4523d8,False,
pilot_000038,data/raw/tiny-genimage/images/Real/n01443537_13771.JPEG,data/processed/controlled_v1/images/Real/pilot_000038.jpg,0,Real,n01443537_13771.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,0c85f2dbf19f4d302762fa167e8bde2e98258a40dcf74a70236ae498478a9953,19e94ec570da2bc51bbdb6fdc2a895caf698344aeb49e97946e0d739dc90ab5d,False,
pilot_000039,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_002_vqdm_00166.png,data/processed/controlled_v1/images/VQDM/pilot_000039.jpg,1,VQDM,VQDM_1000_200_00_002_vqdm_00166.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,50d9e172792f2357457cbf54f5eebb4db392e04a4a58ae4ee59dc9a4ea8ac23c,64245993a0564b26832e0aa562ccee8e56dc916ef779996eaeb684cc1014816d,False,
pilot_000040,data/raw/tiny-genimage/images/Real/n01491361_6788.JPEG,data/processed/controlled_v1/images/Real/pilot_000040.jpg,0,Real,n01491361_6788.JPEG,JPEG,500,334,1.497006,RGB,JPEG,224,224,RGB,controlled_v1,7d950979cf680bcdc24b24c2f92fc5d201ce365e07c5d8ffe581678b14fd7778,039219850aca73b565985285857273515557e15ee684f9cdcd25995c07c02816,False,
pilot_000041,data/raw/tiny-genimage/images/Wukong/100_wukong_image108.png,data/processed/controlled_v1/images/Wukong/pilot_000041.jpg,1,Wukong,100_wukong_image108.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,80612a60afd1236902fc71d2b2fe9f067dfbcda0cf12a3371866886b16efff64,c9c197f6261b2c61d1c39e9d129836dd88dd9f212b345d4fa0a8157d53a6a41e,False,
pilot_000042,data/raw/tiny-genimage/images/Real/n01440764_31953.JPEG,data/processed/controlled_v1/images/Real/pilot_000042.jpg,0,Real,n01440764_31953.JPEG,JPEG,500,352,1.420455,RGB,JPEG,224,224,RGB,controlled_v1,d3d98079aea2f17c90eea49c3ab2e455d3dfd1b9fda2e3c3b99756479723ddaf,a4ee8a3a87e9610d862bea6b7a1894d83dc5b4d816e0a31c86b886418eec758d,False,
pilot_000043,data/raw/tiny-genimage/images/ADM/101_adm_49.PNG,data/processed/controlled_v1/images/ADM/pilot_000043.jpg,1,ADM,101_adm_49.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,fe58d93ce89c30abde16bc5336b0d8b4f3114ba3e60cc337dbb5d73012362079,0bdc0e1743cb0247f386782eecbd07324ebbd4ab10d49105f82c5da962c67b9c,False,
pilot_000044,data/raw/tiny-genimage/images/Real/n01484850_24809.JPEG,data/processed/controlled_v1/images/Real/pilot_000044.jpg,0,Real,n01484850_24809.JPEG,JPEG,500,431,1.160093,RGB,JPEG,224,224,RGB,controlled_v1,c7352d230cf3f76bfd6441a76cccea6e11e7b82aa7e025aa059e79a44fd998fc,fa723e5df445e34ecaac7ec735e4d27defad97d7d72581ff24c42ce49431eb52,False,
pilot_000045,data/raw/tiny-genimage/images/BigGAN/002_biggan_00163.png,data/processed/controlled_v1/images/BigGAN/pilot_000045.jpg,1,BigGAN,002_biggan_00163.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,dbc04ba6a22e5ebe06486038490c99a5d2e8f4cf923963e5dcfd1222ae26a6cd,d4c519331d12148f03fb856cf30a3b3647bd1e1d75a11697e2f4be9879bcf2f9,False,
pilot_000046,data/raw/tiny-genimage/images/Real/n01443537_12193.JPEG,data/processed/controlled_v1/images/Real/pilot_000046.jpg,0,Real,n01443537_12193.JPEG,JPEG,640,480,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,f233c024468b32ec4954c04e2e134eb2fd55a84e3eb409f15f72b31da0fbd55b,ef87048c56e4712f8dd3fe580c034de01b40c3e2ef18948dd89950fa0609df91,False,
pilot_000047,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_002_glide_00172.png,data/processed/controlled_v1/images/GLIDE/pilot_000047.jpg,1,GLIDE,GLIDE_1000_200_00_002_glide_00172.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,340fc1246030e693787f5125cd5bce939df6ecfa5f11de05792d3988c8d2b40d,dc97aef3112de8ad37efc7cd6793cc4645dbfd6ed06cbfb8823aa0354307819f,False,
pilot_000048,data/raw/tiny-genimage/images/Real/n01443537_17070.JPEG,data/processed/controlled_v1/images/Real/pilot_000048.jpg,0,Real,n01443537_17070.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,19139be8f1b190a120b4e4f63dd36bf7a91b9fb06ff057fb2eebb5bd6b2f7a97,7b5aa5629140f0e452a3a3bf765c428126f29723381ee00edb40dd418bc207aa,False,
pilot_000049,data/raw/tiny-genimage/images/Midjourney/101_midjourney_40.png,data/processed/controlled_v1/images/Midjourney/pilot_000049.jpg,1,Midjourney,101_midjourney_40.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,29a6009a3b584635e45da05dbf358fcaad7eddf2bf6ba38928f0a91c4f953c08,da3be02451dd39a5879252e2399aabbf4f146fb4520a09d17a13fab685a36a8d,False,
pilot_000050,data/raw/tiny-genimage/images/Real/n01484850_10900.JPEG,data/processed/controlled_v1/images/Real/pilot_000050.jpg,0,Real,n01484850_10900.JPEG,JPEG,500,332,1.506024,RGB,JPEG,224,224,RGB,controlled_v1,5ff2776a929b111d5de3c4afd0978db0efc284900fabd898ea2e9699f1061969,cb1631a34c1c329ffa00ccaba071997394f386c1c6f2ffd6fae600d9acdf84db,False,
pilot_000051,data/raw/tiny-genimage/images/SD15/002_sdv5_00069.png,data/processed/controlled_v1/images/SD15/pilot_000051.jpg,1,SD15,002_sdv5_00069.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,f75a0ab14e720e68cfd2002550eee34bbbffa460d99d75ad500436f6032929c8,fc791c18d3d70f3bd77b0b8ad0516b1f800be758e59da865ecc24b186e707555,False,
pilot_000052,data/raw/tiny-genimage/images/Real/n01443537_883.JPEG,data/processed/controlled_v1/images/Real/pilot_000052.jpg,0,Real,n01443537_883.JPEG,JPEG,250,169,1.47929,RGB,JPEG,224,224,RGB,controlled_v1,01d5e6659e1bca8768d2e79af0b7f9720cca5aff414c1dd8dddd39c3941ac88a,b17c1c67f85f8de70ea86b9996b068b8e7da677a57705a34b33d18b960537e14,False,
pilot_000053,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_003_vqdm_00157.png,data/processed/controlled_v1/images/VQDM/pilot_000053.jpg,1,VQDM,VQDM_1000_200_00_003_vqdm_00157.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,7038b31955417580f89e31c1a57f520c9184ebdfa43f4ce64a0bcbc3f7b4ee12,6e4dacd86e0ec76c286b48c94703e7f2773146c5e04389f8cdbe4b0053c64cb3,False,
pilot_000054,data/raw/tiny-genimage/images/Real/n01491361_8042.JPEG,data/processed/controlled_v1/images/Real/pilot_000054.jpg,0,Real,n01491361_8042.JPEG,JPEG,500,324,1.54321,RGB,JPEG,224,224,RGB,controlled_v1,a829e7ffcdbc4070244324141623d699905b7f0af1fc502a09bd87e31a40af54,54d70d626f928711e1af88dd74b873a858ff3b76615303809a8dc30f11666967,False,
pilot_000055,data/raw/tiny-genimage/images/Wukong/100_wukong_image111.png,data/processed/controlled_v1/images/Wukong/pilot_000055.jpg,1,Wukong,100_wukong_image111.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,c00687f909cad75caa51bd35493a2b203c64b5ef13a94213ec05f5740bbd06c4,d203b85f6d9b6c3e767e12fea1ea412d83eb9a2e3e00f4b51360082eee5eb1f6,False,
pilot_000056,data/raw/tiny-genimage/images/Real/n01440764_3273.JPEG,data/processed/controlled_v1/images/Real/pilot_000056.jpg,0,Real,n01440764_3273.JPEG,JPEG,400,300,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,04360ae81488fc59b85060b38af23b4083eb3b35356283ad7e0f3e3800c49fb8,fac302a9dacaca3ffc971a7f554b56b2c0d911eff7a792712700f1d0889d7909,False,
pilot_000057,data/raw/tiny-genimage/images/ADM/101_adm_56.PNG,data/processed/controlled_v1/images/ADM/pilot_000057.jpg,1,ADM,101_adm_56.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,5cd405831f25389007a2be8ba11671866effbd7fd0480e88ea2def952b2ae76e,ffaf08dd7cfc8310330157e0392f823fcc1564516f23c076b77f7c19e15fb5ba,False,
pilot_000058,data/raw/tiny-genimage/images/Real/n01491361_7778.JPEG,data/processed/controlled_v1/images/Real/pilot_000058.jpg,0,Real,n01491361_7778.JPEG,JPEG,500,332,1.506024,RGB,JPEG,224,224,RGB,controlled_v1,bd90e656cde0f88b54ce69343277a4aaf2193191c8d2952dcd0d2baa359bd8dd,4c944fde1517e9c3ad13fddb2f15dcfbe76c57760c669e8263d3ccdc2a931bed,False,
pilot_000059,data/raw/tiny-genimage/images/BigGAN/003_biggan_00052.png,data/processed/controlled_v1/images/BigGAN/pilot_000059.jpg,1,BigGAN,003_biggan_00052.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,06d964b809d51d9c7c42a855c83a3b9edf06aa41039342713ebb9d19e4e7854a,13bc3dca98b020245444292de305a242b08a029da6b0ddd420c6ddf804751dea,False,
pilot_000060,data/raw/tiny-genimage/images/Real/n01443537_12234.JPEG,data/processed/controlled_v1/images/Real/pilot_000060.jpg,0,Real,n01443537_12234.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,7fd59a590cff7040a9e3af481b18c30caec0329814d8939b0f24965766c36edd,feb15a0a3b8951f4acbd3f03fb44c6f53512b144d16d82ff2b56f50742977840,False,
pilot_000061,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_003_glide_00175.png,data/processed/controlled_v1/images/GLIDE/pilot_000061.jpg,1,GLIDE,GLIDE_1000_200_00_003_glide_00175.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,cdca7ca43965eb0e0f9546473d46100ad9616e71b52ed97dffe500707b3a6bcd,e4beb75b630f99a6da96f8fc8164dc0a8620fabbab000590cadd4d1ea7a7e9e1,False,
pilot_000062,data/raw/tiny-genimage/images/Real/n01443537_23104.JPEG,data/processed/controlled_v1/images/Real/pilot_000062.jpg,0,Real,n01443537_23104.JPEG,JPEG,500,334,1.497006,RGB,JPEG,224,224,RGB,controlled_v1,895d6af4972dff677dc1cea89827408d8b64b063c2870537afe3cd815473b35d,187edcc5030e1b9e491526dd888e01de42a233376496dd91d554f12617858822,False,
pilot_000063,data/raw/tiny-genimage/images/Midjourney/102_midjourney_134.png,data/processed/controlled_v1/images/Midjourney/pilot_000063.jpg,1,Midjourney,102_midjourney_134.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,52ad46d9a9eed54ac698c4847df178cf93177b57c510120c424f379299f1de74,16d45c6e2363e96d580c2405c3e58320549b29af4ccff048d95780cebd46d5ff,False,
