source_id,condition,label,generator,source_path,processed_path
MLLM_HYB_GPT-Image2-fake_104,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/104.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_104,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/104.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_105,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/105.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_105,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/105.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_105,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/105.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_105,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/105.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_105,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/105.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_106,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/106.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_106,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/106.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_106,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/106.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_106,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/106.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_106,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/106.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_107,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/107.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_107,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/107.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_107,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/107.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_107,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/107.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_107,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/107.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_108,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/108.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_108,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/108.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_108,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/108.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_108,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/108.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_108,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/108.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_109,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/109.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_109,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/109.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_109,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/109.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_109,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/109.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_109,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/109.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_11,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/11.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_11,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/11.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_11,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/11.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_11,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/11.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_11,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/11.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_110,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/110.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_110,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/110.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_110,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/110.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_110,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/110.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_110,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/110.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_111,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/111.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_111,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/111.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_111,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/111.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_111,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/111.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_111,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/111.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_112,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/112.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_112,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/112.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_112,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/112.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_112,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/112.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_112,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/112.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_113,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/113.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_113,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/113.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_113,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/113.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_113,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/113.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_113,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/113.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_114,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/114.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_114,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/114.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_114,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/114.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_114,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/114.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_114,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/114.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_115,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/115.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_115,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/115.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_115,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/115.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_115,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/115.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_115,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/115.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_116,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/116.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_116,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/116.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_116,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/116.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_116,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/116.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_116,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/116.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_117,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/117.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_117,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/117.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_117,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/117.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_117,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/117.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_117,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/117.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_118,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/118.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_118,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/118.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_118,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/118.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_118,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/118.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_118,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/118.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_119,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/119.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_119,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/119.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_119,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/119.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_119,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/119.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_119,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/119.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_12,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/12.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_12,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/12.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_12,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/12.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_12,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/12.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_12,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/12.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_120,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/120.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_120,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/120.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_120,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/120.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_120,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/120.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_120,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/120.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_121,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/121.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_121,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/121.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_121,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/121.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_121,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/121.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_121,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/121.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_122,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_122,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_122,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_122,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_122,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_123,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_123,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_123,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_123,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_123,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_124,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_124,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_124,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_124,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_124,screenshot_strong,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_125,original,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/125.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_125,jpeg_q50,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/125.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_125,resize_112,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/125.png,on_the_fly_controlled_preprocess
MLLM_HYB_GPT-Image2-fake_125,blur_sigma2,1,GPT Image 2,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/125.png,on_the_fly_controlled_preprocess
