dataset,image_id,native_path,label,generator,sha256,readable,width,height,format,mode,aspect_ratio
mllm,MLLM_HYB_GPT-Image2-fake_122,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/122.png,1,GPT Image 2,71a2cfac26a69e21f3f3e2d4c074cea8438caac0187975748a4efab57207082f,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_123,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/123.png,1,GPT Image 2,f39f7d85d0d602a5a240ad97ec62d429fff82942a4ea72b44699d733213255e0,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_124,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/124.png,1,GPT Image 2,fd252f6268e8d01e2ddb80186ce7463792ffe0f05e32f4f1ac6d76bbbb0cdd8f,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_125,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/125.png,1,GPT Image 2,c2b05d1f4ebbfa5afb1a8bb8476e1a1d7d480aac9f8f83c5633a91566944041d,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_126,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/126.png,1,GPT Image 2,4998cba184cd81dad08c80e95af4bd5d6b6a3fcdb9b69c5282f10a744447aa16,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_127,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/127.png,1,GPT Image 2,6afd1e71e14d8810520584099a59ae61d936f2547584ed63c1c28fce4a37814b,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_128,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/128.png,1,GPT Image 2,035a04cf1ab1feebf0d62c1675d1d46c83de52c5d714cca62ca838976e6ca6cb,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_129,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/129.png,1,GPT Image 2,13b380a63d3a9a9a66061eab1f3ed65e43ffb6d784296765aa7cd6531bd13122,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_13,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/13.png,1,GPT Image 2,74ad9877027f6fd68cd5c8f1e1b631e81906b27c50d4e7ac2b8f4083c0ff63b1,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_130,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/130.png,1,GPT Image 2,4e9477ad3dcf82f39b0668ab3a23f6b633311baee136f6b79a828c19daba31d8,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_131,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/131.png,1,GPT Image 2,1331d9696fab678faa63dbc78339e859f904d7c9673a1b2f96d27293cfb2e854,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_132,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/132.png,1,GPT Image 2,c31c50de42f41a1046b37883457d54d136ea7d10b6dab70b4b162c9c19309889,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_133,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/133.png,1,GPT Image 2,99c501bbc9979de6b5ea63dd215e98a3d1573b730fc86517f3c35fdbe8b044d9,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_134,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/134.png,1,GPT Image 2,3c28d11f71d112c3d957a02d8605823441b2edd37297292f3552474d0410c070,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_135,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/135.png,1,GPT Image 2,e2420ebd77a18f6c67a146c819a7e77e25b1ebf05061c976fff641f90b12bc94,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_136,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/136.png,1,GPT Image 2,7a6637ec1a90a12e0b3d71074327b8748d4bafe9ffddcbf3e9baaa3bf10ae51d,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_137,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/137.png,1,GPT Image 2,b61e9f160196b05aacc41a13655a1ce95a063944766a0cab8265146cade30f18,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_138,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/138.png,1,GPT Image 2,c11dd8cc9a9e419123ee42de2c51bf5124c26aefe8ee53dbf737dfcb2167c655,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_139,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/139.png,1,GPT Image 2,459bd12fd03c90b0533ad9dcff2f9ce1e7d36d68d7ae37bdbcea98976caa2cee,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_14,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/14.png,1,GPT Image 2,952689ad30678699e0640eb3d99193817529d8c9b15aa6ecf28eb6734104d8ec,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_140,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/140.png,1,GPT Image 2,81568e286dfeb200de71de7a8afd6d37d3b6e28d8e6534074738f14007c2b94e,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_141,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/141.png,1,GPT Image 2,c87775b8760e5c302b3fed3c0ac914e5bc18b5e6bada9dc2510dd221daf6c3ae,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_142,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/142.png,1,GPT Image 2,6e4f7f81e4f03c56cd3e90cb8f44f770b23761c9f4f1f7de2bdaa0d21a523fa7,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_143,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/143.png,1,GPT Image 2,1aa8a307eb70782d9853c28e0e4248c5fac78f1b5130f402d7592c7d47ad08bd,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_144,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/144.png,1,GPT Image 2,26d65554aba86aafa35255a49f1a69f0449ce572b27c8a2a0095054dc64e7e00,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_145,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/145.png,1,GPT Image 2,65e968c08eeaba5d406a8c8d088b95a936b5708d711894adeb3293bef2b263af,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_146,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/146.png,1,GPT Image 2,1c8d6108bdc9cdce657f9fd56b65e2b0853b4f1ebf0f86cc8ae4df749d60c354,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_147,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/147.png,1,GPT Image 2,1b1d7cb1f180858fc44ef6a0907d55ff41f4363352594fcfb44038b39218d54a,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_148,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/148.png,1,GPT Image 2,a0fdbb479c11484013b70f2e1176d6ac3d0aa4dd66fbb165eef516e80df13045,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_149,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/149.png,1,GPT Image 2,fe52cc9c1d5778dcd5973ed6f6dcb3e460413b2b716cb7dfd6569931a7cd5c03,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_15,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/15.png,1,GPT Image 2,b3ec4b6dba3a425b8a748aa9a94495ece8aa93cac9c4098c5d7786cab17976ed,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_150,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/150.png,1,GPT Image 2,0f5c48b7440f6065a4d6ff66a7f732ca99d5e4802bbd6cdebdf50bcc028b2153,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_151,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/151.png,1,GPT Image 2,d4a9c9ee1093048c3044f62d3eecd3302dbc3613dc5837d65d4332102d31597f,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_152,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/152.png,1,GPT Image 2,3a989965ece6acb7fa1a3714bde973ffbe32d21e316a9275dfc09c0b91aca5d1,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_153,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/153.png,1,GPT Image 2,772d575ec4501c4400560148777b956bf94b7a11ba9cecfb18f810b423683234,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_154,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/154.png,1,GPT Image 2,2414ee64fc6b095cb530aaf3e24772ce0d87004c8cf0ce9bb915d2453a85e2f6,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_155,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/155.png,1,GPT Image 2,0ea0157ce86c982c85c0185e490bcfc67d6e3db38e973942da488dc848a0bdba,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_156,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/156.png,1,GPT Image 2,3d5bc06f97ec761059994480223ae5eee8d6183616a09f4eadf02a5f77e8e527,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_157,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/157.png,1,GPT Image 2,4f467b257ae113c559f382f9dda1ca0eb16433756169195e5c64f79bb247d69b,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_158,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/158.png,1,GPT Image 2,ee4f64dccb4b5428ae86e5d63bcb607ab95a91d7a4bb8a13ad6a63740a7041f8,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_159,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/159.png,1,GPT Image 2,a8af6ac14ced410daaf383223d8812f14190a24386eb0335fead0eb99bb95b00,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_16,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/16.png,1,GPT Image 2,b5f1d37108e00d7707862ece9df1a99e5e5f3338e3428d6e3f5cd17e5b2842b1,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_160,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/160.png,1,GPT Image 2,f897373030132ef6903e5ebc891624893989b026fb2892a4fea97ff3db262d40,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_161,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/161.png,1,GPT Image 2,aaa3edfa00f8e7ac9cf779172d1ff60581d62a4347111fb4836112e5baac4512,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_162,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/162.png,1,GPT Image 2,eef3ed410f61b214403248525095d8940c62424f0322654dacec23443ca954ce,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_163,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/163.png,1,GPT Image 2,8f9d3c67b85166edd89a8ce8a5c03e746d7c1fca247265666a436e2a48c6129a,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_164,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/164.png,1,GPT Image 2,1fd230aa3a7ef7fbfbb0275bfe64a6dad18fd1020753580239a1387fe7bdd2bc,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_165,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/165.png,1,GPT Image 2,a8568506a74bc4d711234b8b9a78647ffaccef308175cfa7b18abb5650d3b9b5,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_166,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/166.png,1,GPT Image 2,be473237caa983c05d0d37f5621e3dfaf7094feeed24577f004148df8f1bde9a,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_167,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/167.png,1,GPT Image 2,7135a3a96cba77ef655cc7edaea38eb2c97830d3a145d966a4cabc76859242c0,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_168,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/168.png,1,GPT Image 2,f144693cc4baac351250261886778cfa6afdb6bd8b0bb9c51c2a55ac2441a8e4,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_169,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/169.png,1,GPT Image 2,5c2f2709fecd543515be71856d1cd1b33327c9548891f00e65f2ae9e841ae454,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_17,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/17.png,1,GPT Image 2,69cb15f8501b78154f76400e9ccc8c375d37b45ac712fd69e2730a6a15e98f90,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_170,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/170.png,1,GPT Image 2,0fb58cb6a4db9828202c7ad935efc2adef5dff082c2872ee057d25bd0d2ef767,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_171,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/171.png,1,GPT Image 2,efd14733aa95bf22adeba716d8d6274fc096672fceebe3f498b37acc2bdb0b4f,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_172,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/172.png,1,GPT Image 2,0c2fa10d8094b9e4512a53dc5331e274dedd164b1da983b368c74ce0cf595e4c,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_173,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/173.png,1,GPT Image 2,2907913e45312e75d53aa5f772ab1ed111afa83a167a51c22ef062e3f160ad08,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_174,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/174.png,1,GPT Image 2,35ffa44a0b4347918fe8175abff99aa1e53b6794d602e44758a997d395c903dc,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_175,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/175.png,1,GPT Image 2,29323c5f8adfea2d7e8398c193e902f8f5727b6588699365e072c357e65216d2,True,1254,1154,PNG,RGB,1.0867
mllm,MLLM_HYB_GPT-Image2-fake_176,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/176.png,1,GPT Image 2,d14974068038746ad0420b5446a3bac97005d6a7215fccc5c7c9727bfed8c6d3,True,1086,1332,PNG,RGB,0.8153
mllm,MLLM_HYB_GPT-Image2-fake_177,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/177.png,1,GPT Image 2,5e40b9b534f622c0d90bf29cf3b2b22756a4bef672a52a853370dc761041ffcb,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_178,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/178.png,1,GPT Image 2,15e9163bc32dfa30d63cc90673a10f64f3424f3f2e2ecd0877df7dfa2d92dc32,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_179,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/179.png,1,GPT Image 2,756f9f5ab0e94a680e077c5708646a514633dbb71067e15e1bfcdce1cb4152ef,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_18,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/18.png,1,GPT Image 2,6627cb97a1d5465f0067e0a2524dd8279a67602f6e5485571c7ed911899dda28,True,941,1563,PNG,RGB,0.602
mllm,MLLM_HYB_GPT-Image2-fake_180,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/180.png,1,GPT Image 2,e3e528a455c7097b16119adf2f181d1d2fd05ad1fdc1a600c78bf0eec7506ea2,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_181,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/181.png,1,GPT Image 2,2cd21b412fe0146637201690b1dc3dd66ae797ca80e1f06a85e364ae54cf5fdc,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_182,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/182.png,1,GPT Image 2,bfb9c6d2db0a2e4d5aa9ab27939b5022c4eb529f5a75e30139fb6b94fd5b5586,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_183,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/183.png,1,GPT Image 2,0eec4ee32b30f886f8f11961c6b152112290f07c26cff3ec536c04778c43213b,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_184,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/184.png,1,GPT Image 2,3bfc5993a4b3e9c9ea84c3be066079385e9d72276da99c411f27c821aef8f546,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_185,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/185.png,1,GPT Image 2,a5d7df9390fd5ac0877a4eaf86afa6256e0dd254e0ac8ec9867711725400afd1,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_186,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/186.png,1,GPT Image 2,ec17e51f265f161b0102bc049c155b9220c61fbac0137c9464672686350508ec,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_187,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/187.png,1,GPT Image 2,899ec91587d02ff17343cd975024598d075d64b0b76817842a4913d05d6d44d0,True,1122,1290,PNG,RGB,0.8698
mllm,MLLM_HYB_GPT-Image2-fake_188,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/188.png,1,GPT Image 2,03442a977e9d75146ed7bbb46ae59055b04939dbe7c7cf01182c169ef46d5f23,True,941,1538,PNG,RGB,0.6118
mllm,MLLM_HYB_GPT-Image2-fake_189,data/external_v2/public/mllm/raw/Hybrid Images/GPT-Image2-fake/189.png,1,GPT Image 2,f229aae1eb91787ec49b33b2911195bb7d0b39e90efb3f03d44dda048186cc13,True,1122,1290,PNG,RGB,0.8698
