external_image_id,label,class_name,generator,generator_version,source_type,source_dataset,prompt_id,prompt,source_image_id_if_real,native_path,native_extension,native_width,native_height,native_mode,file_size_bytes,sha256,acquisition_date,generation_seed,seed_supported,provenance_verified,notes
EXT_REAL_0001,0,Real,none,n/a,photograph,COCO_val2017,,,450758,data/external_v1/native/real/coco2017/EXT_REAL_0001_450758.jpg,.jpg,640,479,RGB,156533,2bd41c7c8af67b477941538a4da8c8edadfe6b26bc3e19cfe991a89b35a2fe1b,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0012,0,Real,none,n/a,photograph,COCO_val2017,,,166664,data/external_v1/native/real/coco2017/EXT_REAL_0012_166664.jpg,.jpg,640,427,RGB,158847,36f607358c9e9dcd1a9c50a0cef18356d6b04d6d4924a22114b8ca1613219bdd,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0013,0,Real,none,n/a,photograph,COCO_val2017,,,99428,data/external_v1/native/real/coco2017/EXT_REAL_0013_99428.jpg,.jpg,640,480,RGB,223671,12e52d374ea882e744d9049393126517e28291bb16af81c27d117aa090311a01,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0014,0,Real,none,n/a,photograph,COCO_val2017,,,446574,data/external_v1/native/real/coco2017/EXT_REAL_0014_446574.jpg,.jpg,428,640,RGB,105957,2fa792119957910e428a6dedf63f4e50f3de21ef22e900ca38aa152962daa39c,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0015,0,Real,none,n/a,photograph,COCO_val2017,,,236592,data/external_v1/native/real/coco2017/EXT_REAL_0015_236592.jpg,.jpg,640,480,RGB,97379,57c0d2e822895cc40b3ef2949b29f33622662ce386d62f0da8bdf61cabd3bb30,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0016,0,Real,none,n/a,photograph,COCO_val2017,,,11122,data/external_v1/native/real/coco2017/EXT_REAL_0016_11122.jpg,.jpg,640,480,RGB,239715,74e9d13ddccbc52d2fd9da5984279a6218b250668e1ae1c6450be9d1ca2bc41a,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0017,0,Real,none,n/a,photograph,COCO_val2017,,,163117,data/external_v1/native/real/coco2017/EXT_REAL_0017_163117.jpg,.jpg,376,500,RGB,84741,7ab350becc58d80b675f76a0e895b00c98a1754f17f4cff92987c2aeef7445f5,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0018,0,Real,none,n/a,photograph,COCO_val2017,,,515577,data/external_v1/native/real/coco2017/EXT_REAL_0018_515577.jpg,.jpg,500,334,RGB,122668,6f610a7b45e0cd7e3bb29fceec98a4b10a23658d2ef2f03105e499561c37c0b0,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0019,0,Real,none,n/a,photograph,COCO_val2017,,,104612,data/external_v1/native/real/coco2017/EXT_REAL_0019_104612.jpg,.jpg,640,480,RGB,140827,997ac00cd26aff6a92717247dfb7ce7d5150a7281e61b7db8267833ea251c77d,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0020,0,Real,none,n/a,photograph,COCO_val2017,,,296284,data/external_v1/native/real/coco2017/EXT_REAL_0020_296284.jpg,.jpg,270,360,RGB,73553,4445fd3eecd1ef707592f04cbf45a429e3e2a9fd4586b02458bc30c03ef1be74,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0021,0,Real,none,n/a,photograph,COCO_val2017,,,277689,data/external_v1/native/real/coco2017/EXT_REAL_0021_277689.jpg,.jpg,640,424,RGB,152258,a5e4920a2dabe0368a4c67c82a7bd5bf3cc351093f2ac8dcae9ded55ced6eb00,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0022,0,Real,none,n/a,photograph,COCO_val2017,,,192670,data/external_v1/native/real/coco2017/EXT_REAL_0022_192670.jpg,.jpg,640,433,RGB,344177,78166d1775deaa41e93780921bccec43c99a293626f44eb19c41fe56bd12925e,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0023,0,Real,none,n/a,photograph,COCO_val2017,,,461751,data/external_v1/native/real/coco2017/EXT_REAL_0023_461751.jpg,.jpg,640,569,RGB,195540,7dcf0c5f5135b3e8eedbda7794d0eb4a03e129a742468620a6e3918a14f79fca,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0024,0,Real,none,n/a,photograph,COCO_val2017,,,357567,data/external_v1/native/real/coco2017/EXT_REAL_0024_357567.jpg,.jpg,480,640,RGB,118859,a3ef4377e4e197497a39d30eeeca7ae759b96003f5546c23aec913f7ab251557,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0025,0,Real,none,n/a,photograph,COCO_val2017,,,356347,data/external_v1/native/real/coco2017/EXT_REAL_0025_356347.jpg,.jpg,640,480,RGB,174921,866001cc56b4cd99081f4a86677db1c83fbb412a89898df463698e97db9f20e6,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0026,0,Real,none,n/a,photograph,COCO_val2017,,,70254,data/external_v1/native/real/coco2017/EXT_REAL_0026_70254.jpg,.jpg,640,384,RGB,207779,9a594056863533874cb4b160e781ecebd562721e01e2450cbdd8486801c4979e,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0027,0,Real,none,n/a,photograph,COCO_val2017,,,88250,data/external_v1/native/real/coco2017/EXT_REAL_0027_88250.jpg,.jpg,640,426,RGB,168632,48de16fc1752d2b8eef87d2285bbe9dd21139ac91be586a19d59bc02f6c12391,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0028,0,Real,none,n/a,photograph,COCO_val2017,,,306437,data/external_v1/native/real/coco2017/EXT_REAL_0028_306437.jpg,.jpg,426,640,RGB,128779,22527e13322b44ff7a1605a44f5f7426e6d19b96ef0043678deaea17bac371bc,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0029,0,Real,none,n/a,photograph,COCO_val2017,,,11051,data/external_v1/native/real/coco2017/EXT_REAL_0029_11051.jpg,.jpg,640,536,RGB,80740,fb0f943cc1b027c64e5dbbc486b1d62d431244565e68b730e2ff8264d51116db,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0030,0,Real,none,n/a,photograph,COCO_val2017,,,560011,data/external_v1/native/real/coco2017/EXT_REAL_0030_560011.jpg,.jpg,332,500,RGB,57276,811b554184a3e1b1d2515f912c3dc972f81bdbcceb607629bef3a21fc5e8db38,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0031,0,Real,none,n/a,photograph,COCO_val2017,,,498463,data/external_v1/native/real/coco2017/EXT_REAL_0031_498463.jpg,.jpg,640,480,RGB,74593,245b8c02d9d43e7eb806c850ba42f4b6e60141238089d00e827eb56395b8ffb1,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0032,0,Real,none,n/a,photograph,COCO_val2017,,,119445,data/external_v1/native/real/coco2017/EXT_REAL_0032_119445.jpg,.jpg,640,426,RGB,149162,ef9c63a81758fdcbc4351eac736014c63e6677387051351771ed7183b55daa5d,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0033,0,Real,none,n/a,photograph,COCO_val2017,,,210708,data/external_v1/native/real/coco2017/EXT_REAL_0033_210708.jpg,.jpg,500,333,RGB,125336,0c999b00f5af2db5fce67022234c5f97eeb1550cbcfb217b322625f2d43e9152,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0034,0,Real,none,n/a,photograph,COCO_val2017,,,551794,data/external_v1/native/real/coco2017/EXT_REAL_0034_551794.jpg,.jpg,640,480,RGB,243460,4742da4db578ed6cdcb557661c7cff1e53e974d6c43762b324d904ba64e05a5d,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0035,0,Real,none,n/a,photograph,COCO_val2017,,,330396,data/external_v1/native/real/coco2017/EXT_REAL_0035_330396.jpg,.jpg,500,375,RGB,114344,9ce564f96173bf76a56de22f23e0dde0ae6e08b8ae9ed14169a38a6e0f40702b,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0036,0,Real,none,n/a,photograph,COCO_val2017,,,263299,data/external_v1/native/real/coco2017/EXT_REAL_0036_263299.jpg,.jpg,500,335,RGB,133720,62e5029b36c901539d8733037a5340ae2ef85ee287094ac784b28e9463b9d502,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0037,0,Real,none,n/a,photograph,COCO_val2017,,,140987,data/external_v1/native/real/coco2017/EXT_REAL_0037_140987.jpg,.jpg,425,640,RGB,157681,d27086b222411ecaa834b0f14ff635d155884bc38eacce0ec7c33846a07df322,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0038,0,Real,none,n/a,photograph,COCO_val2017,,,84362,data/external_v1/native/real/coco2017/EXT_REAL_0038_84362.jpg,.jpg,640,480,RGB,95535,078d217235bc234a17e34325cd551fa0944ea693a7e51c5647d0df7702bc840e,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0039,0,Real,none,n/a,photograph,COCO_val2017,,,403385,data/external_v1/native/real/coco2017/EXT_REAL_0039_403385.jpg,.jpg,640,511,RGB,81462,11632ed3fb470d62f7fe5f0445c4f10ec91225c4a820c95d1c3946af9426d4c7,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0040,0,Real,none,n/a,photograph,COCO_val2017,,,2923,data/external_v1/native/real/coco2017/EXT_REAL_0040_2923.jpg,.jpg,500,375,RGB,99783,46d2a5feb3f953b59316daee47b45332f07ebde1f88eb361f29b35c1fbbb62e0,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0041,0,Real,none,n/a,photograph,COCO_val2017,,,210032,data/external_v1/native/real/coco2017/EXT_REAL_0041_210032.jpg,.jpg,640,401,RGB,112626,23d2010f05ad0b9db319daca13eb0356edead8dc7e27993f3972cebb62fce957,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0042,0,Real,none,n/a,photograph,COCO_val2017,,,254814,data/external_v1/native/real/coco2017/EXT_REAL_0042_254814.jpg,.jpg,640,480,RGB,152480,915aec9b08643741b27129a6b789be3ba30fc47489b44cbe89771798be37d6bc,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0043,0,Real,none,n/a,photograph,COCO_val2017,,,50943,data/external_v1/native/real/coco2017/EXT_REAL_0043_50943.jpg,.jpg,640,319,RGB,112732,e3b0b34cf67c4db9ce9c92f4877d5c7c2f326109f02b6d2ea42c51b78a3748fa,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0044,0,Real,none,n/a,photograph,COCO_val2017,,,48504,data/external_v1/native/real/coco2017/EXT_REAL_0044_48504.jpg,.jpg,640,427,RGB,194757,7d194d283ced6a30a2f642cd58817b8007578b531c5346910a2520726dee3972,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0045,0,Real,none,n/a,photograph,COCO_val2017,,,327605,data/external_v1/native/real/coco2017/EXT_REAL_0045_327605.jpg,.jpg,640,480,RGB,121813,346cfff27f93a91c4293cbc8e6015909c70b1175c050c17d25f7e49d208639a5,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0046,0,Real,none,n/a,photograph,COCO_val2017,,,576955,data/external_v1/native/real/coco2017/EXT_REAL_0046_576955.jpg,.jpg,640,427,RGB,250637,3446d0b6db7f0b012c21ac8d2c76963f314fb34fa2247b0eb2166a016793ba9f,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0047,0,Real,none,n/a,photograph,COCO_val2017,,,149622,data/external_v1/native/real/coco2017/EXT_REAL_0047_149622.jpg,.jpg,640,453,RGB,302213,fafe4c11d925614bc0ce75e5c9e0eb38b54cb2746f9a37deee657cbe5a2598d2,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0048,0,Real,none,n/a,photograph,COCO_val2017,,,15272,data/external_v1/native/real/coco2017/EXT_REAL_0048_15272.jpg,.jpg,424,640,RGB,344568,d4a09d9517fea54811b7fabb1274117a107c4cb8fdccfbcae4ced6dd82034ce5,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0049,0,Real,none,n/a,photograph,COCO_val2017,,,370813,data/external_v1/native/real/coco2017/EXT_REAL_0049_370813.jpg,.jpg,540,640,RGB,110749,5d7493d858ce3b2b555346c7ac36a727083b0e45fba723112f9e1f3b30438a94,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0050,0,Real,none,n/a,photograph,COCO_val2017,,,157124,data/external_v1/native/real/coco2017/EXT_REAL_0050_157124.jpg,.jpg,640,424,RGB,169162,654b7bcb5c100947459fb30c3c0a021ebe9d7fcf6d72843e2cbfe22ad35976c7,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0051,0,Real,none,n/a,photograph,COCO_val2017,,,511321,data/external_v1/native/real/coco2017/EXT_REAL_0051_511321.jpg,.jpg,427,640,RGB,180893,1f11a7961b4d3175280aee99a8ec93107cc13c4ba798c16ecd1c8411a64a64eb,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0052,0,Real,none,n/a,photograph,COCO_val2017,,,2261,data/external_v1/native/real/coco2017/EXT_REAL_0052_2261.jpg,.jpg,640,427,RGB,197814,1a0ad595a5675bdc7a5e95c04def56109c00d61168fd826158322fd538d70279,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0053,0,Real,none,n/a,photograph,COCO_val2017,,,132703,data/external_v1/native/real/coco2017/EXT_REAL_0053_132703.jpg,.jpg,426,640,RGB,145898,78cb64743380a38e5d97d1e5e77b0e4bb13442e7fa9f32f364f363e8c310d39a,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0054,0,Real,none,n/a,photograph,COCO_val2017,,,458255,data/external_v1/native/real/coco2017/EXT_REAL_0054_458255.jpg,.jpg,640,428,RGB,199514,a736cbd407d124923301403a399ec841193221775b4cd9671776b8bafe9b29c1,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0055,0,Real,none,n/a,photograph,COCO_val2017,,,579091,data/external_v1/native/real/coco2017/EXT_REAL_0055_579091.jpg,.jpg,640,425,RGB,86839,bd9e636201c0a6c06deb1ce5c851a3c1d4949a749931fba33f0102cf627a87cd,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0056,0,Real,none,n/a,photograph,COCO_val2017,,,537672,data/external_v1/native/real/coco2017/EXT_REAL_0056_537672.jpg,.jpg,427,640,RGB,73033,f021329a3139127e815a6f2f9e270d4f69480a29bea3f0e4950fd55c949b7249,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0057,0,Real,none,n/a,photograph,COCO_val2017,,,419974,data/external_v1/native/real/coco2017/EXT_REAL_0057_419974.jpg,.jpg,426,640,RGB,130169,eff82e4b2a14a39e1f76d1ef1f4dc986866d985f679367e45c8c071a1f4078cf,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0058,0,Real,none,n/a,photograph,COCO_val2017,,,180798,data/external_v1/native/real/coco2017/EXT_REAL_0058_180798.jpg,.jpg,375,500,RGB,129534,c198bd864428c87ce1867f86332eb5f70b1c05b7db8d79702c0fd18fcc088580,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0059,0,Real,none,n/a,photograph,COCO_val2017,,,378873,data/external_v1/native/real/coco2017/EXT_REAL_0059_378873.jpg,.jpg,640,426,RGB,207146,1f529f83c9ceec1086b1fb67bb5d807e5e6992cb641e8b5fd33bb46b01d180c2,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0060,0,Real,none,n/a,photograph,COCO_val2017,,,576566,data/external_v1/native/real/coco2017/EXT_REAL_0060_576566.jpg,.jpg,469,640,RGB,83631,494fbef25a7b5c33413c5adb736c263778e501708a6904644ed40d259edcc9ec,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0061,0,Real,none,n/a,photograph,COCO_val2017,,,268375,data/external_v1/native/real/coco2017/EXT_REAL_0061_268375.jpg,.jpg,640,424,RGB,265316,4364d6c7abfc6a608bbfdb87a263a9fafc94a4eefcf08d5a8de28ef1f9f14e65,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0062,0,Real,none,n/a,photograph,COCO_val2017,,,23023,data/external_v1/native/real/coco2017/EXT_REAL_0062_23023.jpg,.jpg,612,612,RGB,125535,6c33ee9f7ee0332811ba3612c8ffa3636cbbe503e3b6f8c1f7f6ca0f2703ca3d,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0063,0,Real,none,n/a,photograph,COCO_val2017,,,547886,data/external_v1/native/real/coco2017/EXT_REAL_0063_547886.jpg,.jpg,640,427,RGB,118273,eb306ab7c6149a4f5ec631ae9a3fe5e3fb12c8d34278f72eab50c7e3536062a4,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0064,0,Real,none,n/a,photograph,COCO_val2017,,,190307,data/external_v1/native/real/coco2017/EXT_REAL_0064_190307.jpg,.jpg,540,640,RGB,273737,462b4190845ca027dc5d201f98ac07b4a90dd85a68108aea85167acdf475554e,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0065,0,Real,none,n/a,photograph,COCO_val2017,,,453040,data/external_v1/native/real/coco2017/EXT_REAL_0065_453040.jpg,.jpg,480,640,RGB,180367,a2487091b242be566698a97acb505a94282fad01ba9a8ef40ce420386b5294ee,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0066,0,Real,none,n/a,photograph,COCO_val2017,,,370270,data/external_v1/native/real/coco2017/EXT_REAL_0066_370270.jpg,.jpg,480,640,RGB,132852,674f14c11aee89bfd18e61e35e64eb505f709897eb4a8d1d7b18b1e095abe70d,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0067,0,Real,none,n/a,photograph,COCO_val2017,,,252716,data/external_v1/native/real/coco2017/EXT_REAL_0067_252716.jpg,.jpg,426,640,RGB,136963,03c8945e08a2835fc314bfdcce6c194067a97462124198ff8354ee343b6f20a7,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0068,0,Real,none,n/a,photograph,COCO_val2017,,,568290,data/external_v1/native/real/coco2017/EXT_REAL_0068_568290.jpg,.jpg,640,427,RGB,243134,116519cb932504866058215a0cca5e5d03b4af04a71e540db38c5caefb8d4725,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0069,0,Real,none,n/a,photograph,COCO_val2017,,,291861,data/external_v1/native/real/coco2017/EXT_REAL_0069_291861.jpg,.jpg,640,426,RGB,143431,0ea62df424497d5d69f414968efd9bc66e13e2e8cd7fac652881d78636553418,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0070,0,Real,none,n/a,photograph,COCO_val2017,,,36678,data/external_v1/native/real/coco2017/EXT_REAL_0070_36678.jpg,.jpg,640,361,RGB,177680,b1a453d5b19059f02e49f9056c31e1b4c09e58b8bd3093b0bd3266149d8dd1a4,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0071,0,Real,none,n/a,photograph,COCO_val2017,,,80659,data/external_v1/native/real/coco2017/EXT_REAL_0071_80659.jpg,.jpg,640,427,RGB,187480,3bb95ef4d109bf61336656d795b1ba66785c46d23bfdda66a26679cb17da1cf9,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0072,0,Real,none,n/a,photograph,COCO_val2017,,,181816,data/external_v1/native/real/coco2017/EXT_REAL_0072_181816.jpg,.jpg,640,480,RGB,209768,fd7fe9e831b97c31d2996209d4eb152558e46d752089d3a2b1b5e0cb21f343fe,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0073,0,Real,none,n/a,photograph,COCO_val2017,,,23034,data/external_v1/native/real/coco2017/EXT_REAL_0073_23034.jpg,.jpg,640,427,RGB,250952,2a571a9358b1d8096bad1d317fa81c179d1137feae2b6688881e9b286f0b7c1f,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0074,0,Real,none,n/a,photograph,COCO_val2017,,,48564,data/external_v1/native/real/coco2017/EXT_REAL_0074_48564.jpg,.jpg,427,640,RGB,93200,acaa81114ed1f6ba7a1d4ceea3376aee72f489afbe7db5e1e0515516978bfda7,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0075,0,Real,none,n/a,photograph,COCO_val2017,,,570664,data/external_v1/native/real/coco2017/EXT_REAL_0075_570664.jpg,.jpg,500,333,RGB,102732,34579fb585399d271b1530f0f9171fa5b7170f8e6abd8a4bd90c6569904e3967,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0076,0,Real,none,n/a,photograph,COCO_val2017,,,368294,data/external_v1/native/real/coco2017/EXT_REAL_0076_368294.jpg,.jpg,640,426,RGB,129413,5c18088f1d0cb44bf6bef798b2d309ee5895c28a7e554206f4d0eaaf382330ed,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0077,0,Real,none,n/a,photograph,COCO_val2017,,,433192,data/external_v1/native/real/coco2017/EXT_REAL_0077_433192.jpg,.jpg,500,375,RGB,70662,37f2b41410d52beb0cfd7a4a3673d91b674d709858897c3805b3448c4bccaeee,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0078,0,Real,none,n/a,photograph,COCO_val2017,,,176232,data/external_v1/native/real/coco2017/EXT_REAL_0078_176232.jpg,.jpg,480,640,RGB,121181,82d3a0296919bc33cacde6f3e3052106eb8ddfbee3d679effdf9313e32819a93,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
EXT_REAL_0079,0,Real,none,n/a,photograph,COCO_val2017,,,477805,data/external_v1/native/real/coco2017/EXT_REAL_0079_477805.jpg,.jpg,640,427,RGB,28283,cc5693690f874de2a2bf9eb249b3125bab0bf7f6f0a464c61a63c488478383d5,2026-08-24,,false,true,Official COCO 2017 validation photograph; ImageNet excluded by protocol
