image_id,dataset,calibrated_probability,raw_probability,group,selective_prediction,generator
pilot_000276,Tiny-GenImage,0.0283869242940483,0.0011960924603044,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000278,Tiny-GenImage,0.1070966483379375,0.0173226054757833,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000288,Tiny-GenImage,0.1593947809091292,0.0404599644243717,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000330,Tiny-GenImage,0.221042105358293,0.0832868814468383,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000334,Tiny-GenImage,0.8590856797798079,0.9689977765083312,FALSE_AI_REAL,AI-GENERATED,Real
pilot_000342,Tiny-GenImage,0.0351451058835723,0.0018191619310528,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000366,Tiny-GenImage,0.4414030260897953,0.3897471129894256,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000386,Tiny-GenImage,0.0871329251347342,0.0112820249050855,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000408,Tiny-GenImage,0.0414832992136506,0.002524244133383,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000426,Tiny-GenImage,0.1575270085471733,0.0394371189177036,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000444,Tiny-GenImage,0.6854866300821799,0.8151075839996338,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000448,Tiny-GenImage,0.0610187078605974,0.0054575866088271,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000454,Tiny-GenImage,0.0182060248674426,0.0005036448710598,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000456,Tiny-GenImage,0.3421632824922086,0.2236192375421524,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000464,Tiny-GenImage,0.3113295728859976,0.1806805580854416,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000476,Tiny-GenImage,0.702486304397208,0.8369899392127991,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000484,Tiny-GenImage,0.520514589209582,0.5390058755874634,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000496,Tiny-GenImage,0.3145801171137928,0.1849813163280487,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000516,Tiny-GenImage,0.0169641525640369,0.0004392192931845,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000520,Tiny-GenImage,0.3510148646974944,0.2368063628673553,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000560,Tiny-GenImage,0.5375358978202196,0.5711239576339722,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000580,Tiny-GenImage,0.7106176881212586,0.8469247221946716,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000598,Tiny-GenImage,0.2149306979214007,0.0782205909490585,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000604,Tiny-GenImage,0.0006911703578494,9.607150559531874e-07,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000628,Tiny-GenImage,0.0647867425594902,0.0061598713509738,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000636,Tiny-GenImage,0.166450244554631,0.0444629676640033,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000638,Tiny-GenImage,0.1210492590643891,0.0224209669977426,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000642,Tiny-GenImage,0.0009462274203098,1.748052113725862e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000650,Tiny-GenImage,0.2339535766308372,0.0946121215820312,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000656,Tiny-GenImage,0.0616135035878663,0.0055654416792094,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000666,Tiny-GenImage,0.0069658239602033,7.913940498838201e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000672,Tiny-GenImage,0.1040783831408272,0.0163164623081684,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000696,Tiny-GenImage,0.3373770384136052,0.2166449278593063,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000698,Tiny-GenImage,0.0181518360126832,0.0005007431027479,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000718,Tiny-GenImage,0.0031075708282495,1.689282726147212e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000724,Tiny-GenImage,0.089145910461358,0.0118266325443983,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000728,Tiny-GenImage,0.1662799992592228,0.044363759458065,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000750,Tiny-GenImage,0.076104046986817,0.008545534685254,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000818,Tiny-GenImage,0.1526256713614278,0.0368254259228706,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000848,Tiny-GenImage,0.5111137530809093,0.5211533308029175,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000880,Tiny-GenImage,0.1164179169784327,0.020645959302783,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000892,Tiny-GenImage,0.0036630941330316,2.3129701730795205e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000916,Tiny-GenImage,0.0205695747691301,0.0006382630672305,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000934,Tiny-GenImage,0.0324474002121708,0.001554645365104,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001006,Tiny-GenImage,0.005943616657821,5.8386456657899544e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001046,Tiny-GenImage,0.3024081646502448,0.1691567450761795,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001050,Tiny-GenImage,0.0391735430887689,0.0022536274045705,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001062,Tiny-GenImage,0.1392848786893624,0.0302377324551343,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001066,Tiny-GenImage,0.3626454295214052,0.2546879053115845,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001072,Tiny-GenImage,0.0147074072847566,0.000333257485181,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001082,Tiny-GenImage,0.0047674245437827,3.828124317806214e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001084,Tiny-GenImage,0.0071769416903826,8.380266081076115e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001090,Tiny-GenImage,0.0005894573740343,7.093652811818174e-07,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001094,Tiny-GenImage,0.2587362730000279,0.1187593042850494,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001098,Tiny-GenImage,0.0572021533900709,0.0047920732758939,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001116,Tiny-GenImage,0.0262662149973001,0.0010276013053953,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001142,Tiny-GenImage,0.1296489153660331,0.0259403679519891,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001146,Tiny-GenImage,0.0904405300367725,0.0121843786910176,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001188,Tiny-GenImage,0.1082171074953378,0.0177047420293092,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001206,Tiny-GenImage,0.0419826267001682,0.0025848215445876,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001210,Tiny-GenImage,0.1614909598006831,0.0416261851787567,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001244,Tiny-GenImage,0.0231060072130576,0.0008002647082321,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001248,Tiny-GenImage,0.0066378444414785,7.215044024633244e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001276,Tiny-GenImage,0.0190051254024026,0.0005473968340083,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001288,Tiny-GenImage,0.0205830038477295,0.0006390729686245,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001298,Tiny-GenImage,0.0223028490959088,0.0007469996926374,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001322,Tiny-GenImage,0.0117979687727061,0.0002178248396376,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001330,Tiny-GenImage,0.052655405894593,0.0040585682727396,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001332,Tiny-GenImage,0.0855972193384616,0.0108760222792625,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001344,Tiny-GenImage,0.2982771094512307,0.163960576057434,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001382,Tiny-GenImage,0.0287803598870765,0.0012287637218832,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001428,Tiny-GenImage,0.2402938187996153,0.1004860922694206,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001436,Tiny-GenImage,0.0515147548811628,0.0038845650851726,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001446,Tiny-GenImage,0.0849776019111628,0.0107145207002758,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001556,Tiny-GenImage,0.0919466915559765,0.0126080028712749,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001572,Tiny-GenImage,0.0017281808586808,5.51213543076301e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001586,Tiny-GenImage,0.0061725668995701,6.2770806835033e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001592,Tiny-GenImage,0.0189971761419091,0.0005469527677632,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001606,Tiny-GenImage,0.0560036616532622,0.0045925010927021,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001622,Tiny-GenImage,0.0167951167352456,0.0004307857307139,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001632,Tiny-GenImage,0.3593369098614307,0.2495384663343429,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001678,Tiny-GenImage,0.0046264215134697,3.614448360167444e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001684,Tiny-GenImage,0.0279202008001303,0.0011579092824831,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001688,Tiny-GenImage,0.1041908222343403,0.0163533389568328,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001692,Tiny-GenImage,0.0073179114571247,8.69880968821235e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001694,Tiny-GenImage,0.1727410899662692,0.0482203885912895,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001716,Tiny-GenImage,0.168504377160581,0.0456701964139938,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001734,Tiny-GenImage,0.3227732413158259,0.196060761809349,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001786,Tiny-GenImage,0.0074295839985819,8.955218072514981e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001796,Tiny-GenImage,0.0014968866566108,4.190906111034565e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001798,Tiny-GenImage,0.7239395108354731,0.8624500036239624,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_001802,Tiny-GenImage,0.8279338779115473,0.9521913528442384,FALSE_AI_REAL,AI-GENERATED,Real
pilot_001820,Tiny-GenImage,0.143586888609133,0.0322799682617187,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001834,Tiny-GenImage,0.089319752644774,0.011874328367412,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001892,Tiny-GenImage,0.0073227009324472,8.709733083378524e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001952,Tiny-GenImage,0.0086622099509574,0.0001202349303639,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001966,Tiny-GenImage,0.1244580246587673,0.0237809363752603,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_001994,Tiny-GenImage,0.0044536548709094,3.360672417329624e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002010,Tiny-GenImage,0.5554245118481447,0.6044145226478577,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002014,Tiny-GenImage,0.0246559864602224,0.0009082235046662,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002018,Tiny-GenImage,0.2508932964465827,0.1107713058590889,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002052,Tiny-GenImage,0.3654793376719451,0.2591374814510345,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002060,Tiny-GenImage,0.0061583827259275,6.249474972719327e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002086,Tiny-GenImage,0.0015838640429248,4.667530902224826e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002098,Tiny-GenImage,0.815825334514697,0.9444863200187684,FALSE_AI_REAL,AI-GENERATED,Real
pilot_002122,Tiny-GenImage,0.1227278396690272,0.023084944114089,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002148,Tiny-GenImage,0.0187071046305782,0.0005308694089762,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002158,Tiny-GenImage,0.0205709672398203,0.0006383470026776,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002226,Tiny-GenImage,0.1532025926893588,0.037127424031496,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002228,Tiny-GenImage,0.0171666454885013,0.0004494278982747,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002234,Tiny-GenImage,0.5612349672453635,0.6150904893875122,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002250,Tiny-GenImage,0.0547820949017951,0.0043936837464571,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002256,Tiny-GenImage,0.0167751350020698,0.0004297941341064,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002266,Tiny-GenImage,0.0237528981493421,0.0008444938575848,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002276,Tiny-GenImage,0.0010718897303167,2.2170625015860423e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002288,Tiny-GenImage,0.0050267905742237,4.236518361722119e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002318,Tiny-GenImage,0.0094547962263163,0.0001422609639121,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002326,Tiny-GenImage,0.035208984768612,0.001825681538321,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002338,Tiny-GenImage,0.1478233040935175,0.0343670658767223,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002340,Tiny-GenImage,0.0199436810551228,0.0006010818178765,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002354,Tiny-GenImage,0.0014078078787991,3.728178398887394e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002416,Tiny-GenImage,0.3918828247838087,0.3022297024726867,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002420,Tiny-GenImage,0.1510004965897991,0.0359824113547802,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002422,Tiny-GenImage,0.0142844938967455,0.000314995762892,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002444,Tiny-GenImage,0.0058961825115778,5.749721094616689e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002494,Tiny-GenImage,0.003893361520428,2.598819264676422e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002524,Tiny-GenImage,0.0404965310121172,0.0024067035410553,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002526,Tiny-GenImage,0.1019894204026122,0.0156398173421621,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002572,Tiny-GenImage,0.5171775823687664,0.5326753258705139,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002606,Tiny-GenImage,0.0505994817821149,0.0037478252779692,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002608,Tiny-GenImage,0.163491254519226,0.0427571944892406,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002630,Tiny-GenImage,0.1652827347781508,0.0437852554023265,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002634,Tiny-GenImage,0.1534413943102438,0.0372528508305549,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002658,Tiny-GenImage,0.0311240706342259,0.0014325836673378,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002662,Tiny-GenImage,0.051704676044512,0.0039132600650191,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002684,Tiny-GenImage,0.468052920126827,0.439383864402771,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002710,Tiny-GenImage,0.0252198665388011,0.0009491895325481,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002716,Tiny-GenImage,0.5494877213598363,0.5934318900108337,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002722,Tiny-GenImage,0.6674038595123272,0.7902100682258606,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002732,Tiny-GenImage,0.4984321985467656,0.4970147013664245,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_002748,Tiny-GenImage,0.0071906368817013,8.410961891058832e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002836,Tiny-GenImage,0.0143701594348062,0.0003186541725881,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002872,Tiny-GenImage,0.0111760634789652,0.0001962516835192,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002896,Tiny-GenImage,0.0186246991526163,0.0005263436469249,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002914,Tiny-GenImage,0.1782035434955803,0.051629364490509,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002932,Tiny-GenImage,0.1585360812286483,0.039987813681364,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_002936,Tiny-GenImage,0.0254532223505845,0.000966407067608,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003006,Tiny-GenImage,0.2166615610282422,0.0796364322304725,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003014,Tiny-GenImage,0.0459300221973493,0.0030898638069629,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003028,Tiny-GenImage,0.0171566899482873,0.0004489232960622,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003042,Tiny-GenImage,0.0088086247636458,0.0001241687568835,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003052,Tiny-GenImage,0.061897833908027,0.0056173964403569,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003080,Tiny-GenImage,0.0638507261465704,0.0059811887331306,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003094,Tiny-GenImage,0.8850624442741868,0.9799039363861084,FALSE_AI_REAL,AI-GENERATED,Real
pilot_003096,Tiny-GenImage,0.0341236637104326,0.00171652471181,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003152,Tiny-GenImage,0.0166240192231904,0.0004223313007969,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003164,Tiny-GenImage,0.0079842567477724,0.000102819649328,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003172,Tiny-GenImage,0.3926354144017254,0.3034989237785339,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003176,Tiny-GenImage,0.0015816503751166,4.655097200156888e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003182,Tiny-GenImage,0.0352224360056662,0.0018270557047799,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003222,Tiny-GenImage,0.0117741689542514,0.0002169790968764,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003282,Tiny-GenImage,0.7443661617037288,0.8844390511512756,FALSE_AI_REAL,AI-GENERATED,Real
pilot_003290,Tiny-GenImage,0.3442658878869739,0.2267179787158966,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003306,Tiny-GenImage,0.1269256401060666,0.0247940719127655,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003320,Tiny-GenImage,0.7114527615921371,0.8479253649711609,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003336,Tiny-GenImage,0.0471093225534544,0.0032498091459274,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003342,Tiny-GenImage,0.8204665933586935,0.9475198984146118,FALSE_AI_REAL,AI-GENERATED,Real
pilot_003378,Tiny-GenImage,0.0070064645321541,8.002708636922762e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003432,Tiny-GenImage,0.734123244812591,0.8736872673034668,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003434,Tiny-GenImage,0.3192244158567048,0.1912198662757873,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003460,Tiny-GenImage,0.0842799984603045,0.0105342790484428,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003464,Tiny-GenImage,0.0024954969761918,1.111215169657953e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003468,Tiny-GenImage,0.1275209169213435,0.0250421036034822,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003480,Tiny-GenImage,0.189135880320371,0.0588682889938354,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003520,Tiny-GenImage,0.1745060745493214,0.049306895583868,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003526,Tiny-GenImage,0.0075210872532789,9.167993994196876e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003530,Tiny-GenImage,0.2251397184870078,0.0867891907691955,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003550,Tiny-GenImage,0.0039968533082814,2.732477332756389e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003572,Tiny-GenImage,0.0178602344707018,0.0004852698184549,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003598,Tiny-GenImage,0.2045095677250637,0.0700108930468559,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003608,Tiny-GenImage,0.258778107517073,0.1188027933239936,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003610,Tiny-GenImage,0.0057699351991151,5.516245073522441e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003634,Tiny-GenImage,0.0697492273702353,0.0071543734520673,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003668,Tiny-GenImage,0.0719306050925329,0.0076168905943632,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003674,Tiny-GenImage,0.2125045372630438,0.0762611851096153,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003688,Tiny-GenImage,0.3786727482656105,0.280311107635498,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003700,Tiny-GenImage,0.6535170528762744,0.7699917554855347,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003712,Tiny-GenImage,0.0268693831221331,0.0010742177255451,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003716,Tiny-GenImage,0.0156236197846796,0.0003745479043573,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003730,Tiny-GenImage,0.0534908985383441,0.0041885580867528,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003736,Tiny-GenImage,0.0010216019638869,2.023016122620902e-06,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003792,Tiny-GenImage,0.0037911241506009,2.469936225679703e-05,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003826,Tiny-GenImage,0.1217729543794433,0.022705877199769,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003852,Tiny-GenImage,0.6366012033870134,0.7441326975822449,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003858,Tiny-GenImage,0.0497311470722816,0.0036204622592777,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003882,Tiny-GenImage,0.0089985953710858,0.0001293641107622,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003888,Tiny-GenImage,0.918597804698798,0.9901915788650512,FALSE_AI_REAL,AI-GENERATED,Real
pilot_003890,Tiny-GenImage,0.1139277462988632,0.0197258070111274,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003908,Tiny-GenImage,0.0117373032420818,0.0002156722475774,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_003926,Tiny-GenImage,0.498552839717816,0.4972443580627441,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_003938,Tiny-GenImage,0.8572886544052436,0.9681419134140016,FALSE_AI_REAL,AI-GENERATED,Real
pilot_003972,Tiny-GenImage,0.0675559207244943,0.006704993546009,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000000,Tiny-GenImage,0.2697577547366712,0.1305307149887085,UNCERTAIN_REAL,UNCERTAIN,Real
pilot_000002,Tiny-GenImage,0.117884998153273,0.0211992319673299,CORRECT_CONFIDENT_REAL,REAL,Real
pilot_000008,Tiny-GenImage,0.0137668874862635,0.0002933308715,CORRECT_CONFIDENT_REAL,REAL,Real
