mean_brightness,std_brightness,mean_saturation,edge_density,sharpness,entropy,high_frequency_ratio,width,height,aspect_ratio,native_format,image_id,dataset,generator,ai_era
0.46615875092224385,0.2135520166529465,0.2159708414615846,0.12055564413265306,1964.922214255041,7.483042503512967,0.08713844862856868,500.0,375.0,1.3333333333333333,jpeg,pilot_000170,Tiny-GenImage,Real,real
0.48232640618747497,0.12506452831137793,0.12832625237595038,0.30678013392857145,3804.366370321859,6.963349123705905,0.49872282213233976,500.0,375.0,1.3333333333333333,jpeg,pilot_000184,Tiny-GenImage,Real,real
0.32080622756915267,0.2384796024174047,0.4733252676070428,0.28005420918367346,7250.121237879145,7.549280877405755,0.26708652508875896,500.0,410.0,1.2195121951219512,jpeg,pilot_000194,Tiny-GenImage,Real,real
0.5856350968512405,0.14654897028201533,0.3189160039015606,0.2119937818877551,2500.4310003723117,7.125959296623369,0.34238874200934627,500.0,333.0,1.5015015015015014,jpeg,pilot_000212,Tiny-GenImage,Real,real
0.41623567192502003,0.1712703337640411,0.8445754864445779,0.07507573341836735,1311.82840236551,7.18782827013195,0.08195794511379155,500.0,375.0,1.3333333333333333,jpeg,pilot_000220,Tiny-GenImage,Real,real
0.2841279144470288,0.16335477255734906,0.4092586253251301,0.03374123086734694,453.94862638201033,7.135904816381345,0.06622519088774825,500.0,333.0,1.5015015015015014,jpeg,pilot_000250,Tiny-GenImage,Real,real
0.5359851145145559,0.1925932621684383,0.3391238526660664,0.14335538903061223,1217.8306221221198,7.585152372273061,0.15231917737768103,458.0,500.0,0.916,jpeg,pilot_000264,Tiny-GenImage,Real,real
0.2923887966123949,0.13169692523298124,0.712148531287515,0.1551139987244898,2602.2831610819044,7.075241168482737,0.23732373825740857,411.0,500.0,0.822,jpeg,pilot_000272,Tiny-GenImage,Real,real
0.3933008007109093,0.24360741887203488,0.38972518694977987,0.16402264030612246,4414.241814126377,6.8443194786604735,0.16271109095789166,500.0,359.0,1.392757660167131,jpeg,pilot_000274,Tiny-GenImage,Real,real
0.314106962472489,0.23400170650527133,0.49678324454781914,0.11352040816326531,1770.2838714417692,7.601723822961317,0.0917494895831673,500.0,375.0,1.3333333333333333,jpeg,pilot_000276,Tiny-GenImage,Real,real
0.4119110087003551,0.2216780466617045,0.33521619585334134,0.28579400510204084,3668.5120649738938,7.773548053067371,0.2868799176862759,500.0,383.0,1.3054830287206267,jpeg,pilot_000278,Tiny-GenImage,Real,real
0.520436285842462,0.16147862799499818,0.3634832057823129,0.19923867984693877,3318.9733377398675,7.140358646038864,0.1892108508962018,500.0,333.0,1.5015015015015014,jpeg,pilot_000288,Tiny-GenImage,Real,real
0.40458811790341137,0.16853606062293305,0.2081481029911965,0.1871611926020408,2154.8661642455895,7.318597057283025,0.2260100703512682,500.0,375.0,1.3333333333333333,jpeg,pilot_000330,Tiny-GenImage,Real,real
0.6058858028367596,0.3324113842457674,0.1655827956182473,0.07728794642857142,909.0661184349839,7.568333601561774,0.03836569109325367,333.0,500.0,0.666,jpeg,pilot_000334,Tiny-GenImage,Real,real
0.47616088169642845,0.12038237843348072,0.2524193271058423,0.09793526785714286,491.2848402827246,6.847190725726317,0.19087185716427568,396.0,264.0,1.5,jpeg,pilot_000342,Tiny-GenImage,Real,real
0.5239135896546118,0.25810574833108835,0.2886943840036014,0.10622608418367346,1535.3894669108965,7.540508180877994,0.08133293995703479,755.0,575.0,1.3130434782608695,jpeg,pilot_000366,Tiny-GenImage,Real,real
0.28860191295268106,0.10377216519117215,0.5875543967587035,0.03441884566326531,657.5894956445754,6.040704308640282,0.14062262223316724,400.0,500.0,0.8,jpeg,pilot_000386,Tiny-GenImage,Real,real
0.4738507188031462,0.23062186460020073,0.3059048619447779,0.23981584821428573,6037.173070689133,7.096187374150764,0.3278756194733548,500.0,375.0,1.3333333333333333,jpeg,pilot_000408,Tiny-GenImage,Real,real
0.4327646478122499,0.18731646810056415,0.4037800276360544,0.0914779974489796,1377.4108654881757,7.356544698538205,0.13697711859208003,500.0,375.0,1.3333333333333333,jpeg,pilot_000426,Tiny-GenImage,Real,real
0.3965312553146259,0.2037942145056856,0.23842802746098438,0.07312260841836735,1293.3360433375922,7.536900040840238,0.07287936747610098,500.0,333.0,1.5015015015015014,jpeg,pilot_000444,Tiny-GenImage,Real,real
0.2870085280205832,0.1831199835797504,0.5630676489345738,0.08523995535714286,1140.2099495931052,7.235527229154256,0.09129072249760584,500.0,352.0,1.4204545454545454,jpeg,pilot_000448,Tiny-GenImage,Real,real
0.4464968087234894,0.14040576663680512,0.5859639168167267,0.15808354591836735,3205.9199715963455,7.114558288283213,0.3764951558404872,800.0,571.0,1.4010507880910683,jpeg,pilot_000454,Tiny-GenImage,Real,real
0.5748535822141356,0.12749447895341087,0.4191326530612245,0.10877710459183673,950.7655191858427,6.8627465162122325,0.32188840697736804,500.0,478.0,1.0460251046025104,jpeg,pilot_000456,Tiny-GenImage,Real,real
0.4154059490983894,0.23772594714930997,0.4175324817426971,0.18076371173469388,2284.046257174745,7.524197032638309,0.10514642694337815,500.0,354.0,1.4124293785310735,jpeg,pilot_000464,Tiny-GenImage,Real,real
0.22978798628826533,0.19525902136795023,0.44564161602140856,0.07053172831632654,751.1170459887921,6.593799194352902,0.0846433568417263,500.0,369.0,1.3550135501355014,jpeg,pilot_000476,Tiny-GenImage,Real,real
0.4980220201361795,0.1805180612152996,0.30314008415866345,0.14847735969387754,2234.823790991917,7.345338104375728,0.255231394875192,500.0,441.0,1.1337868480725624,jpeg,pilot_000484,Tiny-GenImage,Real,real
0.5951988543073479,0.1875420776808191,0.45926417441976786,0.07246492346938775,559.9275574717905,7.453382830775254,0.06476472921435274,500.0,425.0,1.1764705882352942,jpeg,pilot_000496,Tiny-GenImage,Real,real
0.24088420782375447,0.23118245429336617,0.20485975640256104,0.13600127551020408,4077.0341852149186,7.10127095546794,0.1442262041928727,368.0,500.0,0.736,jpeg,pilot_000516,Tiny-GenImage,Real,real
0.7150249073848289,0.304947415299231,0.15139102516006403,0.0428093112244898,1258.3601198458562,5.222475212265241,0.0430881506234201,500.0,367.0,1.3623978201634876,jpeg,pilot_000520,Tiny-GenImage,Real,real
0.4237608655180822,0.15909636503562763,0.2507005145808323,0.06307796556122448,816.0013744413034,7.067194886147194,0.1207814477462968,500.0,333.0,1.5015015015015014,jpeg,pilot_000560,Tiny-GenImage,Real,real
0.581068639565201,0.1215322621846522,0.034753667091836735,0.06861846301020408,700.3805355813194,6.6597212901272105,0.14900160329811807,500.0,375.0,1.3333333333333333,jpeg,pilot_000580,Tiny-GenImage,Real,real
0.25950241706057425,0.14497640115955635,0.32445290616246497,0.06688456632653061,1079.4008235510364,6.95862775548497,0.12680780725767737,500.0,324.0,1.5432098765432098,jpeg,pilot_000598,Tiny-GenImage,Real,real
0.4217351247530262,0.19027259732161714,0.2719963766756703,0.2626355229591837,6108.870513871133,7.406290428625235,0.3244633303090796,500.0,282.0,1.7730496453900708,jpeg,pilot_000604,Tiny-GenImage,Real,real
0.6404367996417317,0.20699024198956098,0.21786613082733094,0.13570232780612246,722.4267771687918,7.5240310126401875,0.08342262799002038,452.0,290.0,1.5586206896551724,jpeg,pilot_000628,Tiny-GenImage,Real,real
0.48047721377613545,0.23553335740827686,0.20421387304921967,0.1822783801020408,1695.009239062921,7.761176263304391,0.11661291637172311,359.0,307.0,1.1693811074918568,jpeg,pilot_000636,Tiny-GenImage,Real,real
0.3589608721613645,0.27817170904219995,0.276327405962385,0.24499760841836735,7099.597882640208,7.557243362616686,0.16771784002342707,400.0,424.0,0.9433962264150944,jpeg,pilot_000638,Tiny-GenImage,Real,real
0.41162163349714886,0.17094790619184272,0.29571031537615045,0.26915258290816324,2969.451668338148,7.436806984330074,0.323332746261197,562.0,800.0,0.7025,jpeg,pilot_000642,Tiny-GenImage,Real,real
0.35753261742196873,0.21804523118159366,0.15842297856642656,0.06505102040816327,509.03421009068484,7.565117563474152,0.044859928313827825,417.0,500.0,0.834,jpeg,pilot_000650,Tiny-GenImage,Real,real
0.5200688620760804,0.1943662520299055,0.31871107818127253,0.08356584821428571,1271.2720975673283,7.22318338617116,0.08051507537304357,1240.0,744.0,1.6666666666666667,jpeg,pilot_000656,Tiny-GenImage,Real,real
0.4239643687162364,0.1753596054201077,0.209382581157463,0.24069276147959184,3052.1170275269924,7.449053135359228,0.2194092597003367,375.0,500.0,0.75,jpeg,pilot_000666,Tiny-GenImage,Real,real
0.7209032487213635,0.12229308772426221,0.1505326349289716,0.02686543367346939,143.25280681921512,6.330172994783842,0.050492964270393646,381.0,254.0,1.5,jpeg,pilot_000672,Tiny-GenImage,Real,real
0.48263652179621847,0.12131976626400882,0.5041808911064426,0.25478316326530615,4044.5251891896014,6.850341495679746,0.43500394536625897,500.0,375.0,1.3333333333333333,jpeg,pilot_000696,Tiny-GenImage,Real,real
0.34612344132965683,0.25966086620244266,0.47607003738995596,0.13839285714285715,1626.4799041287297,6.32472742207111,0.06283668945438833,375.0,500.0,0.75,jpeg,pilot_000698,Tiny-GenImage,Real,real
0.4744682460484193,0.14235429205092356,0.6347608574679873,0.10700334821428571,1379.527655350869,6.823621111345265,0.20157117549759893,500.0,357.0,1.4005602240896358,jpeg,pilot_000718,Tiny-GenImage,Real,real
0.48118084343112244,0.0970484756010603,0.3606544180172068,0.06915656887755102,1707.274383964364,5.008230556470166,0.32517712814659455,500.0,375.0,1.3333333333333333,jpeg,pilot_000724,Tiny-GenImage,Real,real
0.45724592852766105,0.19895807509465296,0.39305589423269305,0.1404655612244898,658.2776227662683,7.555107430814041,0.08282538075663011,500.0,375.0,1.3333333333333333,jpeg,pilot_000728,Tiny-GenImage,Real,real
0.4052854491796718,0.17184983881954624,0.6456874155912364,0.13056042729591838,693.4065908883224,7.187643756980055,0.10351052521253713,322.0,215.0,1.4976744186046511,jpeg,pilot_000750,Tiny-GenImage,Real,real
0.3754550731229992,0.1928515987957628,0.4199645483193277,0.3233617665816326,5371.249156004983,7.5752871223106535,0.3904695982464553,640.0,425.0,1.5058823529411764,jpeg,pilot_000818,Tiny-GenImage,Real,real
0.2757822400835334,0.13458817960562894,0.2064033425870348,0.10877710459183673,1262.5587229826012,6.954602339322462,0.20099085390426408,500.0,332.0,1.5060240963855422,jpeg,pilot_000848,Tiny-GenImage,Real,real
0.27475114295718284,0.25123690265825505,0.23131869935474186,0.16816804846938777,3382.448867383176,7.039318034742047,0.09356269948681661,384.0,512.0,0.75,jpeg,pilot_000880,Tiny-GenImage,Real,real
0.41351711762830135,0.23575390798344717,0.4593024709883954,0.2257453762755102,1508.1049580663405,7.823083390275902,0.1312884025445363,1600.0,1200.0,1.3333333333333333,jpeg,pilot_000892,Tiny-GenImage,Real,real
0.2575616460646759,0.18966336068820416,0.6756659695128051,0.07260443239795919,648.298138206574,7.0798532687856355,0.05449905996407501,500.0,333.0,1.5015015015015014,jpeg,pilot_000916,Tiny-GenImage,Real,real
0.38586621883128247,0.21495105745732176,0.5731076024159664,0.1931999362244898,2370.283425641725,7.6047949273552256,0.1544836510165058,450.0,300.0,1.5,jpeg,pilot_000934,Tiny-GenImage,Real,real
0.48663977387830126,0.16311008687381667,0.20144135779311723,0.05626195790816327,604.9411007930021,7.266926877396134,0.07657314931517943,400.0,236.0,1.694915254237288,jpeg,pilot_001006,Tiny-GenImage,Real,real
0.42851134461597135,0.13920813650975802,0.9197844762905163,0.08274872448979592,310.45158904137986,7.100879634865864,0.08083388841505489,500.0,375.0,1.3333333333333333,jpeg,pilot_001046,Tiny-GenImage,Real,real
0.39860378416991793,0.299417437223178,0.33989814675870345,0.07864317602040816,556.2978364117489,7.58667119420638,0.037812611544614745,500.0,375.0,1.3333333333333333,jpeg,pilot_001050,Tiny-GenImage,Real,real
0.3692124466192727,0.25543842583307685,0.28129720638255307,0.1363201530612245,3888.277633707903,7.292826991439574,0.0946621808428352,966.0,549.0,1.7595628415300546,jpeg,pilot_001062,Tiny-GenImage,Real,real
0.41042282623987103,0.3147806972310806,0.463788718612445,0.18012595663265307,1621.6804433073517,7.727671009961394,0.07986721814603734,400.0,375.0,1.0666666666666667,jpeg,pilot_001066,Tiny-GenImage,Real,real
0.3586548590529962,0.2613865820481348,0.33212050445178076,0.21227279974489796,3027.469579013871,7.7020772270583855,0.11169811413288677,378.0,273.0,1.3846153846153846,jpeg,pilot_001072,Tiny-GenImage,Real,real
0.257811639265081,0.19972673914660255,0.41847160739295713,0.06010841836734694,1614.4748418185175,6.619604031212689,0.07910286433429338,500.0,332.0,1.5060240963855422,jpeg,pilot_001082,Tiny-GenImage,Real,real
0.3897527515693777,0.14959536450815825,0.5209998843287315,0.11858258928571429,1500.5981570219608,7.157431594257665,0.17201006530690158,1920.0,1080.0,1.7777777777777777,jpeg,pilot_001084,Tiny-GenImage,Real,real
0.5176320045205581,0.19133336458806413,0.38873752626050423,0.07146843112244898,866.6733859883204,7.50095623414426,0.07033941266964863,500.0,332.0,1.5060240963855422,jpeg,pilot_001090,Tiny-GenImage,Real,real
0.5514590837116097,0.1685592108479565,0.2035971419817927,0.09329161352040816,876.5165547740703,6.717041433411856,0.09781749106315346,500.0,234.0,2.1367521367521367,jpeg,pilot_001094,Tiny-GenImage,Real,real
0.37532685402285915,0.3300453354530448,0.2670923838285314,0.06463249362244898,3470.8568471978474,6.719069260506931,0.08244929820766587,500.0,375.0,1.3333333333333333,jpeg,pilot_001098,Tiny-GenImage,Real,real
0.37701174899647355,0.23952349670900883,0.3755660858093237,0.21089764030612246,2575.38440038005,7.7408830181267225,0.15226791675101528,500.0,333.0,1.5015015015015014,jpeg,pilot_001116,Tiny-GenImage,Real,real
0.4351409297312675,0.22482586163912655,0.21441029536814726,0.12639508928571427,569.0779990911582,7.570834948062045,0.0618702982735979,500.0,344.0,1.4534883720930232,jpeg,pilot_001142,Tiny-GenImage,Real,real
0.39333996567376944,0.184295801487536,0.23137450292617048,0.10586734693877552,510.2454410884243,7.521589140398367,0.08879284011603779,500.0,343.0,1.4577259475218658,jpeg,pilot_001146,Tiny-GenImage,Real,real
0.17891975446428568,0.22730324621364326,0.05354563700480192,0.12583705357142858,1174.687047526619,6.1452946864561335,0.11412537003690608,334.0,500.0,0.668,jpeg,pilot_001188,Tiny-GenImage,Real,real
0.4443768823154261,0.2423370826689915,0.1864188644207683,0.36194595025510207,20009.981033800246,7.879698836747636,0.39770971284943823,500.0,333.0,1.5015015015015014,jpeg,pilot_001206,Tiny-GenImage,Real,real
0.5155601647690327,0.21201913195482128,0.5339546756202481,0.33858816964285715,1896.8623310674582,7.747976694983273,0.3108001229465353,260.0,170.0,1.5294117647058822,jpeg,pilot_001210,Tiny-GenImage,Real,real
0.17813191878313822,0.16313400633413358,0.335836131327531,0.07537468112244898,1043.1852468560508,6.76638025012706,0.10668653930046315,600.0,400.0,1.5,jpeg,pilot_001244,Tiny-GenImage,Real,real
0.5413195554002851,0.23856038171903485,0.477203068727491,0.09580277423469388,1244.8833640280093,7.685058103960495,0.05989028179426874,500.0,451.0,1.1086474501108647,jpeg,pilot_001248,Tiny-GenImage,Real,real
0.37667545408788516,0.19499241592023328,0.22417849952480995,0.24067283163265307,4690.51201798329,7.388479684790512,0.22428811181644343,500.0,342.0,1.4619883040935673,jpeg,pilot_001276,Tiny-GenImage,Real,real
0.35972208570928366,0.21511930718170563,0.3638662496248499,0.05267458545918367,352.10436127673387,7.265375190071813,0.03842647959244991,500.0,333.0,1.5015015015015014,jpeg,pilot_001288,Tiny-GenImage,Real,real
0.3698406801783213,0.1751148620837235,0.4586126638155262,0.03513632015306122,262.67870808402387,6.487759356091163,0.045595502698572724,640.0,480.0,1.3333333333333333,jpeg,pilot_001298,Tiny-GenImage,Real,real
0.5720521598483143,0.22048552338092878,0.25169692877150857,0.16876594387755103,3122.068853985613,7.513700518668276,0.13615706649540835,500.0,334.0,1.4970059880239521,jpeg,pilot_001322,Tiny-GenImage,Real,real
0.4617459367340686,0.19752345426803683,0.29698645083033215,0.1543566645408163,1392.4351352876747,7.567299675263587,0.13309551893494395,500.0,332.0,1.5060240963855422,jpeg,pilot_001330,Tiny-GenImage,Real,real
0.4717040574042116,0.23355989649722983,0.1731079931972789,0.0858577806122449,2306.645494731949,7.7314920408633725,0.07023805767896424,500.0,375.0,1.3333333333333333,jpeg,pilot_001332,Tiny-GenImage,Real,real
0.6522600857530512,0.268308936282135,0.32415309873949577,0.13181600765306123,2287.2638254157705,6.472404683940641,0.06436593692489914,430.0,500.0,0.86,jpeg,pilot_001344,Tiny-GenImage,Real,real
0.4305092622205132,0.1599613427737714,0.40548094237695076,0.18201929209183673,1878.6501668142012,7.363690127367951,0.1662130354387538,600.0,800.0,0.75,jpeg,pilot_001382,Tiny-GenImage,Real,real
0.18480880813262804,0.23954603536210162,0.5812294449029612,0.09628109056122448,1976.6744253197494,6.741049282675261,0.08663908054532185,500.0,332.0,1.5060240963855422,jpeg,pilot_001428,Tiny-GenImage,Real,real
0.47806934406575124,0.11253495298319048,0.2479558229541817,0.05923150510204082,604.2906508312678,6.781145403592639,0.12043483567108995,600.0,372.0,1.6129032258064515,jpeg,pilot_001436,Tiny-GenImage,Real,real
0.5533295114139406,0.2063378822346146,0.17916377488495397,0.31576849489795916,8962.27101297311,7.717676382577386,0.47026191600976097,640.0,480.0,1.3333333333333333,jpeg,pilot_001446,Tiny-GenImage,Real,real
0.4105051272071329,0.2288419409917491,0.5615460246598639,0.30881297831632654,7160.14792023277,7.8128548019581485,0.37160878343372095,500.0,333.0,1.5015015015015014,jpeg,pilot_001556,Tiny-GenImage,Real,real
0.5502733625481442,0.2799926656164304,0.18530756052420969,0.2763073979591837,8186.17679223494,7.761913032059922,0.160518727936028,468.0,394.0,1.1878172588832487,jpeg,pilot_001572,Tiny-GenImage,Real,real
0.4138795395501951,0.17138337450330665,0.514274225315126,0.2080676020408163,3368.4113017296304,7.463076684723811,0.23756563346054868,500.0,335.0,1.492537313432836,jpeg,pilot_001586,Tiny-GenImage,Real,real
0.3211990504795668,0.24028994524070799,0.42232877526010404,0.11517458545918367,1672.5835076566045,7.396676498166146,0.06775770066902186,500.0,375.0,1.3333333333333333,jpeg,pilot_001592,Tiny-GenImage,Real,real
0.4692212227078331,0.1872862408270878,0.4899995154311725,0.33890704719387754,6348.600577394548,7.592507664965436,0.38533210785350563,500.0,375.0,1.3333333333333333,jpeg,pilot_001606,Tiny-GenImage,Real,real
0.1833696517669568,0.19610148120952406,0.6040406006152461,0.10130341198979592,1066.0142778569787,6.932060332137815,0.1026426074706295,500.0,334.0,1.4970059880239521,jpeg,pilot_001622,Tiny-GenImage,Real,real
0.46785270756740194,0.2126648330584426,0.24933629701880755,0.3286830357142857,5436.669798201593,7.69066019173945,0.32429948166293254,640.0,425.0,1.5058823529411764,jpeg,pilot_001632,Tiny-GenImage,Real,real
0.3901625635410414,0.20757954945272142,0.24024508240796316,0.23441485969387754,2727.051892871213,7.649955208188214,0.222439912720305,500.0,333.0,1.5015015015015014,jpeg,pilot_001678,Tiny-GenImage,Real,real
0.670426139440151,0.30865980093179557,0.2682694952981193,0.05508609693877551,581.8221059177182,7.419514399102083,0.031000663176260795,355.0,500.0,0.71,jpeg,pilot_001684,Tiny-GenImage,Real,real
0.7454207596319777,0.1191437581736311,0.05163729554321729,0.23122608418367346,1771.7637194876172,6.864006037848981,0.308484156824827,500.0,400.0,1.25,jpeg,pilot_001688,Tiny-GenImage,Real,real
0.21595169810111542,0.14555582015207721,0.28123968337334937,0.03950095663265306,1110.399742390205,6.2094448491856875,0.12850619178534292,798.0,598.0,1.334448160535117,jpeg,pilot_001692,Tiny-GenImage,Real,real
0.41890640396783707,0.1719226450662789,0.18542260654261705,0.25241151147959184,3795.296511187746,7.394674531729274,0.23759779639152642,500.0,333.0,1.5015015015015014,jpeg,pilot_001694,Tiny-GenImage,Real,real
0.4648658869797919,0.16562842928741903,0.47428150947879155,0.10387436224489796,822.2731274688607,7.280198873324171,0.12491220545746635,800.0,504.0,1.5873015873015872,jpeg,pilot_001716,Tiny-GenImage,Real,real
0.4204250204769408,0.14100465260261635,0.20224300657763103,0.09135841836734694,665.1869234766676,6.964800983832879,0.10213940196356328,600.0,379.0,1.5831134564643798,jpeg,pilot_001734,Tiny-GenImage,Real,real
0.44266361271070925,0.14845646240568752,0.343257850015006,0.21436543367346939,3590.2191800789155,7.097787042075978,0.34159359137379214,500.0,335.0,1.492537313432836,jpeg,pilot_001786,Tiny-GenImage,Real,real
0.6111889766844237,0.13085474213408652,0.25709916779211683,0.08687420280612244,584.3804397324828,6.910157565432893,0.12663268322020724,500.0,500.0,1.0,jpeg,pilot_001796,Tiny-GenImage,Real,real
0.5229576991734193,0.17826715361437884,0.37309884891456585,0.10714285714285714,1470.6552453078812,7.452986054491623,0.119093622771452,333.0,500.0,0.666,jpeg,pilot_001798,Tiny-GenImage,Real,real
0.595975950067527,0.21070053832311195,0.3304417079331733,0.13683832908163265,3231.0565432664102,7.701244249302646,0.2626328115355056,500.0,333.0,1.5015015015015014,jpeg,pilot_001802,Tiny-GenImage,Real,real
0.5095787683823529,0.14922947401933526,0.40220588235294114,0.18917410714285715,1925.8075754144995,7.262349532659485,0.2006992074762988,640.0,480.0,1.3333333333333333,jpeg,pilot_001820,Tiny-GenImage,Real,real
0.4041563746592387,0.14285420043656355,0.2653112807623049,0.06716358418367346,1279.3295645612523,7.1410786231578145,0.14101620361637018,500.0,333.0,1.5015015015015014,jpeg,pilot_001834,Tiny-GenImage,Real,real
0.41562890343637454,0.15878428887491502,0.4075921774959984,0.2303890306122449,1666.9972379224491,7.311701928402092,0.17132884722786887,620.0,465.0,1.3333333333333333,jpeg,pilot_001892,Tiny-GenImage,Real,real
0.5718413620135554,0.2106317024164961,0.2153263649209684,0.056720344387755105,921.6328257152012,7.265292206892847,0.04800203685488562,500.0,375.0,1.3333333333333333,jpeg,pilot_001952,Tiny-GenImage,Real,real
0.21572547206382553,0.14132728555664242,0.7366541147709085,0.07204639668367346,1063.7078315960473,6.931242490535348,0.1381155319671307,350.0,500.0,0.7,jpeg,pilot_001966,Tiny-GenImage,Real,real
0.4618220716411564,0.23111247702618254,0.5535586109443777,0.09365035076530612,1332.7231893189894,7.752331540949166,0.06612233911648636,500.0,375.0,1.3333333333333333,jpeg,pilot_001994,Tiny-GenImage,Real,real
0.418333363892432,0.19160752512851328,0.5076971413565425,0.2408123405612245,676.2451989719242,7.6007391531723805,0.18570941899310697,128.0,192.0,0.6666666666666666,jpeg,pilot_002010,Tiny-GenImage,Real,real
0.518798400297619,0.2078764540404849,0.1511593699979992,0.11702806122448979,1558.4371213134455,7.439831007887521,0.15194571858113373,500.0,375.0,1.3333333333333333,jpeg,pilot_002014,Tiny-GenImage,Real,real
0.380524234537565,0.18577358233884517,0.5657549738645459,0.18146125637755103,572.9137486680653,7.43724422652603,0.11473897111574832,240.0,180.0,1.3333333333333333,jpeg,pilot_002018,Tiny-GenImage,Real,real
0.27518842755852335,0.20930805913704054,0.5490980767306923,0.08964445153061225,1237.4660970961138,7.090351686841748,0.07380990832481531,500.0,333.0,1.5015015015015014,jpeg,pilot_002052,Tiny-GenImage,Real,real
0.4824208041810474,0.1817140123053223,0.5068859575080031,0.08629623724489796,1878.879390784474,7.504423285956434,0.12159632405577883,800.0,718.0,1.1142061281337048,jpeg,pilot_002060,Tiny-GenImage,Real,real
0.366125486522734,0.12781030715665154,0.5803417460734294,0.21623883928571427,3202.862721170698,7.004134756513025,0.35444323158811186,500.0,333.0,1.5015015015015014,jpeg,pilot_002086,Tiny-GenImage,Real,real
0.45815796638968087,0.15263129115333887,0.27612013555422166,0.3076769770408163,5374.003467736171,7.243078372494334,0.3492598770382421,500.0,375.0,1.3333333333333333,jpeg,pilot_002098,Tiny-GenImage,Real,real
0.3041059745773309,0.17335277350229739,0.4737035439175671,0.22211814413265307,3005.4593032382522,7.23452541816851,0.2517669221588454,500.0,373.0,1.3404825737265416,jpeg,pilot_002122,Tiny-GenImage,Real,real
