fold,image_id,y,generator_id,real_domain,transition,p_H2,p_H3,margin_H2,margin_H3,delta_margin,k5_same_label_frac,dist_to_own_centroid
1,pilot_000051,1,tiny::SD15,,both_ok,0.5758565664291382,0.725989580154419,0.3057870355955222,0.9743690872853805,0.6685820516898583,1.0,0.6340284683714461
1,pilot_000057,1,tiny::ADM,,both_bad,0.1213973835110664,0.1733344197273254,-1.9792633511116013,-1.5621774292328103,0.417085921878791,1.0,0.6121140748142216
1,pilot_000062,0,real::Tiny-GenImage,Tiny,both_ok,0.2032383531332016,0.1213704347610473,1.3661760809853807,1.9795157843840387,0.6133397033986581,0.2,0.5723609937356033
1,pilot_000065,1,tiny::SD15,,H2bad_H3ok,0.4030078053474426,0.6501092910766602,-0.3929480333119522,0.6195197961616403,1.0124678294735925,1.0,0.5906771611502921
1,pilot_000071,1,tiny::ADM,,both_bad,0.0547239668667316,0.1184347718954086,-2.849175162097224,-2.0073361451056684,0.8418390169915555,1.0,0.643552771884324
1,pilot_000079,1,tiny::SD15,,both_ok,0.5700713396072388,0.7176496982574463,0.28214213752132433,0.9328333573083174,0.6506912197869931,1.0,0.6173694155061461
1,pilot_000085,1,tiny::ADM,,both_bad,0.0435571819543838,0.0248361509293317,-3.089146547330336,-3.670305531862901,-0.5811589845325651,0.8,0.65638430542716
1,pilot_000093,1,tiny::SD15,,both_ok,0.6083152294158936,0.8525283932685852,0.44023563595899673,1.7545709697560998,1.314335333797103,1.0,0.6438167497822526
1,pilot_000099,1,tiny::ADM,,both_ok,0.8510438203811646,0.9268621206283568,1.7428111677881128,2.5394577846685022,0.7966466168803894,1.0,0.6792741115070821
1,pilot_000107,1,tiny::SD15,,both_ok,0.8209871053695679,0.9248641729354858,1.5230499280111545,2.5103496869975572,0.9872997589864028,1.0,0.6210059093373108
1,pilot_000112,0,real::Tiny-GenImage,Tiny,both_ok,0.0342922508716583,0.0320992246270179,3.337942119684365,3.406297994250785,0.06835587456642012,1.0,0.6029680244388587
1,pilot_000113,1,tiny::ADM,,both_ok,0.9807984232902528,0.9778084754943848,3.9333743638222582,3.7856003144559156,-0.14777404936634264,1.0,0.7415325415480523
1,pilot_000121,1,tiny::SD15,,both_bad,0.113481119275093,0.1514498144388198,-2.0556658137651147,-1.7232755235006953,0.33239029026441935,1.0,0.5762385237932683
1,pilot_000127,1,tiny::ADM,,both_bad,0.3502711355686188,0.402563214302063,-0.6178475447697491,-0.39479650305036396,0.22305104171938517,1.0,0.6078064787795675
1,pilot_000135,1,tiny::SD15,,both_ok,0.566775918006897,0.8026050329208374,0.2687088898675436,1.4026568807624478,1.1339479908949042,1.0,0.5720565156816052
1,pilot_000136,0,real::Tiny-GenImage,Tiny,both_ok,0.011294680647552,0.0081930151209235,4.472063952975906,4.796246481141032,0.32418252816512627,1.0,0.5407355574579694
1,pilot_000141,1,tiny::ADM,,H2bad_H3ok,0.4190372228622436,0.7719894647598267,-0.32672689232766094,1.219578669464828,1.546305561792489,1.0,0.6426390913284976
1,pilot_000146,0,real::Tiny-GenImage,Tiny,both_ok,0.0211165957152843,0.0019583697430789,3.836353333699682,6.233683224781993,2.397329891082311,0.8,0.6514553597658096
1,pilot_000149,1,tiny::SD15,,H2bad_H3ok,0.3486624360084533,0.7821452617645264,-0.6249238131034185,1.2782123661199485,1.903136179223367,1.0,0.6795385315145555
1,pilot_000154,0,real::Tiny-GenImage,Tiny,both_ok,0.0986181274056434,0.109449602663517,2.2126739330016054,2.0963759841473095,-0.1162979488542959,1.0,0.5580255438234542
1,pilot_000155,1,tiny::ADM,,both_bad,0.2646021544933319,0.389816552400589,-1.0221845261877247,-0.44808300128479495,0.5741015249029298,0.8,0.6143284909908888
1,pilot_000163,1,tiny::SD15,,both_ok,0.9827508330345154,0.9979450106620787,4.042595872971759,6.1854181060001014,2.142822233028342,1.0,0.6380518057931344
1,pilot_000169,1,tiny::ADM,,both_ok,0.8923761248588562,0.9928221106529236,2.115245670024507,4.929542101951641,2.8142964319271346,1.0,0.6424251726044713
1,pilot_000177,1,tiny::SD15,,both_ok,0.9794377088546752,0.9893398880958556,3.863520434666965,4.530530092854443,0.667009658187478,1.0,0.604578044057437
1,pilot_000183,1,tiny::ADM,,both_ok,0.976269781589508,0.9848618507385254,3.7169886541439867,4.175283482664788,0.4582948285208017,1.0,0.6562429513203081
1,pilot_000191,1,tiny::SD15,,both_ok,0.7729905843734741,0.9470290541648864,1.2252750602570632,2.8835851110548285,1.6583100507977653,1.0,0.5993616386467054
1,pilot_000197,1,tiny::ADM,,H2bad_H3ok,0.3921736180782318,0.9462950825691224,-0.4381848149587666,2.8690501183777917,3.3072349333365585,0.8,0.6425167487607265
1,pilot_000205,1,tiny::SD15,,both_ok,0.9890041947364808,0.9946540594100952,4.499183020080693,5.2260498839772245,0.7268668638965314,1.0,0.5942048249541313
1,pilot_000211,1,tiny::ADM,,both_bad,0.1378160864114761,0.1044348552823066,-1.8335484879541553,-2.148891664448028,-0.3153431764938728,1.0,0.624082719245576
1,pilot_000212,0,real::Tiny-GenImage,Tiny,both_ok,0.1842943280935287,0.1471705138683319,1.487519569291346,1.756967866166419,0.2694482968750729,1.0,0.5884029599344281
1,pilot_000219,1,tiny::SD15,,both_ok,0.9711952805519104,0.9902021884918212,3.517987650223818,4.6157537840519,1.0977661338280815,1.0,0.6189238233572245
1,pilot_000225,1,tiny::ADM,,H2bad_H3ok,0.367519199848175,0.8122574090957642,-0.5428743130990027,1.4647456050334138,2.0076199181324164,1.0,0.6187315061556085
1,pilot_000233,1,tiny::SD15,,both_ok,0.9848310947418212,0.9940842986106871,4.1732207926222165,5.124205104907727,0.9509843122855104,1.0,0.5815783365736821
1,pilot_000234,0,real::Tiny-GenImage,Tiny,both_ok,0.1786562353372573,0.1221460849046707,1.525478357910727,1.97226201244505,0.4467836545343231,1.0,0.843847544268395
1,pilot_000239,1,tiny::ADM,,both_ok,0.9716681241989136,0.98179030418396,3.5350279191164313,3.9874232849046853,0.452395365788254,1.0,0.6788266382344406
1,pilot_000247,1,tiny::SD15,,both_ok,0.9794672131538392,0.9968515038490297,3.8649839226523977,5.7576830534675505,1.8926991308151528,1.0,0.6005527894174074
1,pilot_000253,1,tiny::ADM,,both_ok,0.6909892559051514,0.5364113450050354,0.8047481770179847,0.14590406051202343,-0.6588441165059613,1.0,0.6353205920744724
1,pilot_000261,1,tiny::SD15,,both_ok,0.9905391931533812,0.995835304260254,4.651088996349676,5.476955875399738,0.8258668790500616,1.0,0.5790679684495171
1,pilot_000262,0,real::Tiny-GenImage,Tiny,both_ok,0.0101819094270467,0.0004489500133786,4.5769085389815265,7.708149745238895,3.1312412062573687,1.0,0.6369235931945729
1,pilot_000267,1,tiny::ADM,,both_bad,0.2277360409498214,0.1792975962162017,-1.221139269214563,-1.5211136069694122,-0.29997433775484916,1.0,0.5840702978468046
1,pilot_000275,1,tiny::SD15,,both_ok,0.9913840293884276,0.9961782693862916,4.745487544002292,5.563236785841663,0.8177492418393708,1.0,0.5779355320162597
1,pilot_000276,0,real::Tiny-GenImage,Tiny,both_ok,0.0044931024312973,0.0002417840296402,5.400708848569764,8.327223562537068,2.926514713967304,1.0,0.5947877828604686
1,pilot_000281,1,tiny::ADM,,both_bad,0.0942497998476028,0.0255749579519033,-2.2628149181794255,-3.6402341879923314,-1.377419269812906,1.0,0.6355756078479667
1,pilot_000289,1,tiny::SD15,,both_ok,0.9940359592437744,0.9984564781188964,5.116021673100532,6.472152332594408,1.3561306594938767,1.0,0.6063414160409734
1,pilot_000295,1,tiny::ADM,,both_bad,0.0454073324799537,0.1044280380010604,-3.0456110000684014,-2.1489644124945677,0.8966465875738336,0.8,0.6638316132354339
1,pilot_000296,0,real::Tiny-GenImage,Tiny,both_ok,0.0051925717853009,0.0011731397826224,5.255320084438997,6.746897611034129,1.4915775265951314,1.0,0.581387853932702
1,pilot_000303,1,tiny::SD15,,both_ok,0.8894340395927429,0.9286351203918456,2.0849725688479124,2.565909853690806,0.48093728484289366,1.0,0.6076603941029924
1,pilot_000309,1,tiny::ADM,,both_bad,0.2036925852298736,0.1194713339209556,-1.3633735337469972,-1.9974459873428323,-0.6340724535958351,0.4,0.7230661535322886
1,pilot_000310,0,real::Tiny-GenImage,Tiny,H2bad_H3ok,0.5296735763549805,0.3730872869491577,-0.11883377988087751,0.5189949946949102,0.6378287745757877,0.0,0.6529739343795611
1,pilot_000317,1,tiny::SD15,,both_ok,0.8262200355529785,0.7781895399093628,1.559071300807994,1.255146800057958,-0.30392450075003596,1.0,0.5526089020676876
1,pilot_000323,1,tiny::ADM,,both_ok,0.8532921671867371,0.9594932794570924,1.7606595683261248,3.1649380441074406,1.4042784757813158,1.0,0.6448870092680656
1,pilot_000326,0,real::Tiny-GenImage,Tiny,both_ok,0.0403350554406642,0.0089096827432513,3.169363272225395,4.711666797040252,1.5423035248148569,1.0,0.5855692566611942
1,pilot_000331,1,tiny::SD15,,both_ok,0.8886964917182922,0.6085304021835327,2.0774954516009907,0.4411386927158798,-1.636356758885111,1.0,0.5895441931798158
1,pilot_000337,1,tiny::ADM,,both_ok,0.9963059425354004,0.9821455478668212,5.597325539101064,4.007486907476471,-1.589838631624593,1.0,0.7276451729180832
1,pilot_000342,0,real::Tiny-GenImage,Tiny,both_ok,0.0583848617970943,0.0141173815354704,2.78054000324528,4.246130434223077,1.4655904309777972,1.0,0.7191430022690241
1,pilot_000345,1,tiny::SD15,,both_ok,0.951812505722046,0.929033100605011,2.98326715401769,2.5719300878992373,-0.41133706611845255,1.0,0.5678089010273871
1,pilot_000351,1,tiny::ADM,,both_ok,0.9890419840812684,0.9759649634361268,4.502668952822513,3.703915141589721,-0.7987538112327921,1.0,0.6943642249602853
1,pilot_000354,0,real::Tiny-GenImage,Tiny,both_ok,0.0147624481469392,0.0044282372109591,4.200796035710093,5.415315467084213,1.2145194313741197,1.0,0.5329101697340142
1,pilot_000359,1,tiny::SD15,,both_ok,0.8907408714294434,0.8378934264183044,2.098330874829836,1.6426365344122464,-0.4556943404175895,1.0,0.5548270164895823
1,pilot_000360,0,real::Tiny-GenImage,Tiny,both_ok,0.1343031525611877,0.0929113775491714,1.8634352690462765,2.2785938546519153,0.4151585856056388,0.8,0.5657764571262731
1,pilot_000365,1,tiny::ADM,,H2ok_H3bad,0.7318722009658813,0.4767827987670898,1.0041420774777379,-0.09293578759991483,-1.0970778650776527,1.0,0.5730238511313405
1,pilot_000368,0,real::Tiny-GenImage,Tiny,both_ok,0.0293870326131582,0.0060693705454468,3.497374167187291,5.0984125974154075,1.6010384302281166,1.0,0.583262247436639
1,pilot_000372,0,real::Tiny-GenImage,Tiny,both_ok,0.0017246642382815,0.0016732454532757,6.3609964154295735,6.391314713447585,0.030318298018011447,1.0,0.6875016570958389
1,pilot_000373,1,tiny::SD15,,both_ok,0.8991727232933044,0.9337610602378844,2.1880661022393384,2.6459528310808667,0.45788672884152826,1.0,0.517006539266133
1,pilot_000379,1,tiny::ADM,,both_ok,0.8193398714065552,0.9904204607009888,1.5118810034318486,4.638506734404865,3.126625730973017,1.0,0.7615884342212907
1,pilot_000387,1,tiny::SD15,,both_ok,0.9719071984291076,0.9651933312416076,3.543749701956344,3.322520325100011,-0.22122937685633337,1.0,0.6426313564175784
1,pilot_000393,1,tiny::ADM,,both_ok,0.99153870344162,0.9843186736106871,4.76375891400194,4.139481970639938,-0.6242769433620019,1.0,0.7640569370470299
1,pilot_000401,1,tiny::SD15,,both_ok,0.9888179302215576,0.9823909401893616,4.482198282433618,4.021578075730612,-0.4606202067030063,1.0,0.6437189867966641
1,pilot_000407,1,tiny::ADM,,both_bad,0.3922348618507385,0.3703717589378357,-0.4379276483273624,-0.5306219680577247,-0.09269431973036224,1.0,0.5517643210475667
1,pilot_000410,0,real::Tiny-GenImage,Tiny,both_ok,0.0120411179959774,0.0012281733797863,4.407313352650704,6.7009981378264705,2.293684785175767,1.0,0.5642669926306925
1,pilot_000415,1,tiny::SD15,,both_ok,0.9333975315093994,0.8842395544052124,2.6400894491018354,2.0332045693012786,-0.6068848798005568,1.0,0.5623274193430577
1,pilot_000421,1,tiny::ADM,,both_bad,0.4426180124282837,0.4873602390289306,-0.23054355682365407,-0.050569908921387796,0.17997364790226628,0.8,0.5872064290164396
1,pilot_000429,1,tiny::SD15,,both_ok,0.8699659705162048,0.9421024322509766,1.9006577260963802,2.7894370665970296,0.8887793405006494,1.0,0.5338015797920178
1,pilot_000435,1,tiny::ADM,,both_ok,0.9834511280059814,0.9410234093666076,4.084752856780893,2.7698263714773526,-1.3149264853035407,1.0,0.6659560947840558
1,pilot_000436,0,real::Tiny-GenImage,Tiny,both_ok,0.0565398819744586,0.0016735100653022,2.8146080406884693,6.391156546809196,3.5765485061207265,0.8,0.5881938752717917
1,pilot_000443,1,tiny::SD15,,both_ok,0.9934230446815492,0.9946480393409728,5.017581147273585,5.22493248264095,0.20735133536736505,1.0,0.6061920614782464
1,pilot_000449,1,tiny::ADM,,both_ok,0.7884537577629089,0.931220531463623,1.315630451827464,2.6055904775377,1.289960025710236,1.0,0.6420546825287272
1,pilot_000457,1,tiny::SD15,,both_ok,0.8594609498977661,0.9912059903144836,1.8108205492530902,4.7248540232852765,2.9140334740321863,1.0,0.6433095866246987
1,pilot_000463,1,tiny::ADM,,H2bad_H3ok,0.4886175692081451,0.6649568676948547,-0.04553727800484514,0.6854627336011148,0.7310000116059598,1.0,0.6344170152309174
1,pilot_000471,1,tiny::SD15,,both_ok,0.956851601600647,0.9803495407104492,3.099003206572032,3.9098079566331343,0.8108047500611022,1.0,0.5989935780431825
1,pilot_000476,0,real::Tiny-GenImage,Tiny,both_ok,0.0590358711779117,0.083206869661808,2.76875943101741,2.3995516072895056,-0.3692078237279044,1.0,0.551215951926317
1,pilot_000477,1,tiny::ADM,,both_ok,0.9015167355537416,0.872619092464447,2.214191557289551,1.9243175560022512,-0.2898740012872998,1.0,0.6019847954366612
1,pilot_000478,0,real::Tiny-GenImage,Tiny,both_ok,0.1184205934405326,0.097632773220539,2.007472413019037,2.2238084802198346,0.21633606720079746,0.8,0.6219012459504089
1,pilot_000482,0,real::Tiny-GenImage,Tiny,both_ok,0.3594202995300293,0.3727214634418487,0.5778811147552285,0.5205589776318793,-0.057322137123349215,0.0,0.6002061191787488
1,pilot_000485,1,tiny::SD15,,both_ok,0.9803286790847778,0.9855955839157104,3.9087293478814003,4.225706751948241,0.31697740406684094,1.0,0.6440932011110273
1,pilot_000486,0,real::Tiny-GenImage,Tiny,both_ok,0.0152312880381941,0.0020846207626163,4.169054921050662,6.171081397688091,2.002026476637429,1.0,0.5603181601705974
1,pilot_000491,1,tiny::ADM,,both_ok,0.987021505832672,0.9880038499832152,4.331401900725974,4.411097081604334,0.07969518087835947,1.0,0.7069994189654714
1,pilot_000499,1,tiny::SD15,,both_ok,0.9975359439849854,0.9989245533943176,6.003500749649302,6.833944217741161,0.8304434680918593,1.0,0.6066339582121879
1,pilot_000505,1,tiny::ADM,,both_bad,0.4412350952625274,0.2932732701301574,-0.23615120555773694,-0.8795390186558913,-0.6433878130981544,1.0,0.5502185334335644
1,pilot_000513,1,tiny::SD15,,both_ok,0.98339581489563,0.992972731590271,4.08135932779825,4.9509002954330095,0.8695409676347596,1.0,0.5766844433366946
1,pilot_000519,1,tiny::ADM,,H2bad_H3ok,0.3894636631011963,0.6492651104927063,-0.4495672140240725,0.6158103550497023,1.0653775690737748,1.0,0.56311217810938
1,pilot_000527,1,tiny::SD15,,both_ok,0.9276435375213624,0.8326746225357056,2.551041967510905,1.6047031620472085,-0.9463388054636963,1.0,0.6439495063077403
1,pilot_000533,1,tiny::ADM,,both_ok,0.6156370043754578,0.636497974395752,0.4710703478620457,0.5601960841127269,0.08912573625068121,1.0,0.5426615729166495
1,pilot_000541,1,tiny::SD15,,both_ok,0.9946728348731996,0.9967149496078492,5.229599595383934,5.715091396847309,0.48549180146337534,1.0,0.5940154592066296
1,pilot_000547,1,tiny::ADM,,both_ok,0.9834717512130736,0.9150479435920716,4.0860179237709895,2.3768900160642574,-1.709127907706732,1.0,0.6307891694413948
1,pilot_000548,0,real::Tiny-GenImage,Tiny,both_ok,0.0867487862706184,0.0508633740246295,2.353994573824969,2.9264102171145394,0.5724156432895704,1.0,0.558927489773185
1,pilot_000555,1,tiny::SD15,,both_ok,0.94804710149765,0.8327206373214722,2.904066686757658,1.6050330344195727,-1.2990336523380854,1.0,0.5429285148144186
1,pilot_000561,1,tiny::ADM,,both_bad,0.1151371374726295,0.0487274713814258,-2.0393087188826726,-2.9715578529653364,-0.9322491340826637,1.0,0.6069678705493301
1,pilot_000564,0,real::Tiny-GenImage,Tiny,both_ok,0.0997115671634674,0.1589988768100738,2.2004336829198006,1.6656958637649542,-0.5347378191548464,1.0,0.5312050201448123
1,pilot_000569,1,tiny::SD15,,both_ok,0.9001116752624512,0.8573963642120361,2.198466119172896,1.7938311021800675,-0.40463501699282833,1.0,0.5201778427719919
1,pilot_000575,1,tiny::ADM,,both_ok,0.7580070495605469,0.8111118674278259,1.141784414194435,1.4572519254167475,0.3154675112223124,1.0,0.6057062700629693
1,pilot_000583,1,tiny::SD15,,both_ok,0.8884081244468689,0.982956051826477,2.0745826220614,4.054771429834297,1.9801888077728966,1.0,0.6340370851535461
1,pilot_000589,1,tiny::ADM,,both_ok,0.9806166887283324,0.7944444417953491,3.9237709874172744,1.351927212571674,-2.5718437748456004,1.0,0.7271696795758675
1,pilot_000594,0,real::Tiny-GenImage,Tiny,both_ok,0.0527167022228241,0.0126078240573406,2.8886659567364656,4.360750026113333,1.4720840693768675,1.0,0.5210181230479598
1,pilot_000597,1,tiny::SD15,,both_ok,0.7957804203033447,0.7960736751556396,1.360127801665337,1.3619328992211588,0.0018050975558216997,0.8,0.6284727603671911
1,pilot_000603,1,tiny::ADM,,both_bad,0.2981444001197815,0.1251943707466125,-0.8561497861745622,-1.944133926650073,-1.0879841404755108,0.6,0.5286943369809578
1,pilot_000611,1,tiny::SD15,,both_ok,0.9496007561683656,0.9697082042694092,2.9360649101865444,3.466116864778002,0.5300519545914577,1.0,0.6264486362425683
1,pilot_000617,1,tiny::ADM,,both_bad,0.4078919589519501,0.2932401895523071,-0.372686591086441,-0.8796990215991043,-0.5070124305126633,1.0,0.5975905917256551
1,pilot_000625,1,tiny::SD15,,both_ok,0.5749718546867371,0.7524772882461548,0.30216550447904666,1.1118690407119203,0.8097035362328736,0.8,0.5646145456986572
1,pilot_000631,1,tiny::ADM,,both_bad,0.0399733409285545,0.035255204886198,-3.178748325602945,-3.3092501709824402,-0.13050184537949505,0.8,0.6170649201666739
1,pilot_000632,0,real::Tiny-GenImage,Tiny,H2bad_H3ok,0.6399316191673279,0.3834689259529114,-0.5750675751322378,0.4748497014928148,1.0499172766250526,0.0,0.6330702644190315
1,pilot_000639,1,tiny::SD15,,both_ok,0.9905367493629456,0.9931273460388184,4.650832396003829,4.973304390610753,0.3224719946069241,1.0,0.580323120457963
1,pilot_000645,1,tiny::ADM,,both_ok,0.9378033876419068,0.8776124119758606,2.7132386428257904,1.9700117512795647,-0.7432268915462257,1.0,0.6481254729497365
1,pilot_000653,1,tiny::SD15,,both_ok,0.9810405373573304,0.9834766387939452,3.9463126509584487,4.086314548863763,0.14000189790531437,1.0,0.5504248357208332
1,pilot_000659,1,tiny::ADM,,both_bad,0.3156123757362366,0.4511646032333374,-0.7740097401933443,-0.19596629342210736,0.578043446771237,1.0,0.6805028187659954
1,pilot_000662,0,real::Tiny-GenImage,Tiny,both_ok,0.0952126458287239,0.3850621283054352,2.2515873442026453,0.46811672858932374,-1.7834706156133215,0.6,0.6842151074054375
1,pilot_000667,1,tiny::SD15,,both_ok,0.9217881560325624,0.9707418084144592,2.4668950826529796,3.5018994660702787,1.035004383417299,1.0,0.6017765244141912
1,pilot_000673,1,tiny::ADM,,both_ok,0.8080160617828369,0.6377044320106506,1.4371699872267871,0.5654148474651901,-0.871755139761597,1.0,0.6507885831042152
1,pilot_000681,1,tiny::SD15,,both_ok,0.9788708686828612,0.9961041212081908,3.8357466475955926,5.543932527295123,1.7081858796995304,1.0,0.5971382561154284
1,pilot_000687,1,tiny::ADM,,H2bad_H3ok,0.3853461146354675,0.5168960094451904,-0.466917534873109,0.06761003508524954,0.5345275699583585,0.8,0.5306517073490966
1,pilot_000694,0,real::Tiny-GenImage,Tiny,both_ok,0.0104025695472955,0.0191449429839849,4.555244961251159,3.9363863099350045,-0.6188586513161543,1.0,0.5666509084967739
1,pilot_000695,1,tiny::SD15,,both_ok,0.9964661598205566,0.9988859295845032,5.641822212638431,6.798565013388245,1.1567428007498144,1.0,0.7146134083076241
1,pilot_000701,1,tiny::ADM,,H2bad_H3ok,0.4351913332939148,0.7582974433898926,-0.2607012978366645,1.1433681720866213,1.4040694699232859,1.0,0.5603435612711569
1,pilot_000709,1,tiny::SD15,,both_ok,0.9551718831062316,0.9728715419769288,3.0590567905459087,3.579666993504052,0.5206102029581432,1.0,0.5778364583883567
1,pilot_000715,1,tiny::ADM,,both_ok,0.9687036871910096,0.9944836497306824,3.4324573639715714,5.194511778453874,1.7620544144823027,1.0,0.5771793168462226
1,pilot_000716,0,real::Tiny-GenImage,Tiny,both_ok,0.2017183750867843,0.1470497399568557,1.3755888774036211,1.7579305167887407,0.38234163938511956,0.6,0.6861549579228348
1,pilot_000723,1,tiny::SD15,,both_ok,0.833283543586731,0.8442527055740356,1.6090792956839963,1.6902172707446603,0.081137975060664,1.0,0.5606162394421806
1,pilot_000729,1,tiny::ADM,,both_ok,0.9136890769004822,0.9064422249794006,2.3595351010971215,2.2709489354843644,-0.08858616561275712,1.0,0.5717584520171958
1,pilot_000730,0,real::Tiny-GenImage,Tiny,both_ok,0.106795847415924,0.255506306886673,2.1238961108588246,1.0694573114811412,-1.0544387993776834,0.8,0.5667658542796903
1,pilot_000737,1,tiny::SD15,,both_ok,0.9959303736686708,0.9947226047515868,5.500126450768056,5.239037410974822,-0.2610890397932337,1.0,0.6069269372487054
1,pilot_000743,1,tiny::ADM,,both_ok,0.9937341809272766,0.9976945519447328,5.066361480714136,6.0701954825139905,1.0038340017998548,1.0,0.6470970684699031
1,pilot_000748,0,real::Tiny-GenImage,Tiny,both_ok,0.001915845205076,0.002867886563763,6.255678596621657,5.851307923469296,-0.40437067315236064,1.0,0.6689144278751769
1,pilot_000751,1,tiny::SD15,,both_ok,0.810702919960022,0.753070592880249,1.4545837959319963,1.1150565726455506,-0.3395272232864457,1.0,0.5603712121355071
1,pilot_000757,1,tiny::ADM,,both_ok,0.969366729259491,0.9911589026451112,3.454557223844646,4.719469703888606,1.2649124800439604,1.0,0.5775964894195057
1,pilot_000765,1,tiny::SD15,,both_ok,0.6979604959487915,0.8592303991317749,0.8376048668548521,1.8089124317218785,0.9713075648670264,1.0,0.6203457963864255
1,pilot_000771,1,tiny::ADM,,both_ok,0.7465840578079224,0.9002103209495544,1.0804757275928,2.199564344413543,1.119088616820743,1.0,0.5619187971535183
1,pilot_000774,0,real::Tiny-GenImage,Tiny,both_ok,0.0248157996684312,0.0320376381278038,3.6711456979775035,3.408282281852558,-0.26286341612494546,1.0,0.7037099785322971
1,pilot_000778,0,real::Tiny-GenImage,Tiny,both_ok,0.1508574187755584,0.2127567678689956,1.7278921865645023,1.308387246910557,-0.4195049396539452,0.8,0.6859925791794803
1,pilot_000779,1,tiny::SD15,,both_ok,0.9768267273902892,0.9952325224876404,3.7413076184396923,5.341156501717054,1.599848883277362,1.0,0.6393494951189235
1,pilot_000785,1,tiny::ADM,,both_ok,0.5040071606636047,0.8365328311920166,0.016028922554373437,1.632653206506342,1.6166242839519684,1.0,0.6319909764134501
1,pilot_000793,1,tiny::SD15,,both_ok,0.8207253813743591,0.8690062761306763,1.5212697739478465,1.8922007946426918,0.3709310206948453,1.0,0.6080221620650627
1,pilot_000796,0,real::Tiny-GenImage,Tiny,both_ok,0.0987594351172447,0.0304987132549285,2.2110853551026803,3.4590970097581284,1.248011654655448,0.8,0.5737205362221779
1,pilot_000799,1,tiny::ADM,,both_ok,0.8023319244384766,0.9288136959075928,1.4009331588466436,2.56860823535811,1.1676750765114665,1.0,0.6171147402194626
1,pilot_000807,1,tiny::SD15,,both_ok,0.5335692763328552,0.8611615896224976,0.13447961825944188,1.8249718311619496,1.6904922129025077,1.0,0.5520701563829402
1,pilot_000813,1,tiny::ADM,,both_ok,0.8878273963928223,0.9501578211784364,2.0687390450997056,2.947765867595832,0.8790268224961264,1.0,0.6264733796974471
1,pilot_000816,0,real::Tiny-GenImage,Tiny,both_ok,0.0339905209839344,0.0526824556291103,3.3470915029329955,2.8893514628625363,-0.4577400400704592,1.0,0.6757984554631439
1,pilot_000820,0,real::Tiny-GenImage,Tiny,both_ok,0.0178843587636947,0.0387373864650726,4.005782619659577,3.2114423211630925,-0.7943402984964845,1.0,0.5769486298714415
1,pilot_000821,1,tiny::SD15,,both_ok,0.6431938409805298,0.808186411857605,0.5892537642546083,1.4382685105383368,0.8490147462837285,1.0,0.6082480528098368
1,pilot_000826,0,real::Tiny-GenImage,Tiny,both_ok,0.1637746691703796,0.0509277060627937,1.6304065782959798,2.9250773588528816,1.2946707805569018,0.6,0.5994743692427611
1,pilot_000827,1,tiny::ADM,,both_bad,0.0498777888715267,0.1229231804609298,-2.9470145576070763,-1.9650348307770837,0.9819797268299926,0.4,0.6474924982214445
