image_id,dataset,generator,ai_era,calibrated_probability,raw_probability,group,selective_prediction
pilot_001695,Tiny-GenImage,ADM,legacy,0.9987035134726348,0.999996781349182,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001807,Tiny-GenImage,ADM,legacy,0.999940984096666,1.0,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001821,Tiny-GenImage,ADM,legacy,0.996362779448454,0.9999772310256958,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001835,Tiny-GenImage,ADM,legacy,0.9478314599232074,0.9960162043571472,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001877,Tiny-GenImage,ADM,legacy,0.3782230799011676,0.2795773446559906,UNCERTAIN_AI,UNCERTAIN
pilot_002087,Tiny-GenImage,ADM,legacy,0.992906433662408,0.9999181032180786,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002115,Tiny-GenImage,ADM,legacy,0.99942403301711,0.9999992847442628,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002241,Tiny-GenImage,ADM,legacy,0.9998418239875724,1.0,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002325,Tiny-GenImage,ADM,legacy,0.9209546511978122,0.99076509475708,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002367,Tiny-GenImage,ADM,legacy,0.9985715021970109,0.9999961853027344,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002395,Tiny-GenImage,ADM,legacy,0.9964781805439136,0.9999785423278807,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002437,Tiny-GenImage,ADM,legacy,0.9736870797197374,0.9989688396453856,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002619,Tiny-GenImage,ADM,legacy,0.8448054164398029,0.9618187546730042,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002633,Tiny-GenImage,ADM,legacy,0.997720531435057,0.999990701675415,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002647,Tiny-GenImage,ADM,legacy,0.9998600539846668,1.0,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002675,Tiny-GenImage,ADM,legacy,0.9951546810483264,0.9999605417251588,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002773,Tiny-GenImage,ADM,legacy,0.997140782916306,0.9999855756759644,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002871,Tiny-GenImage,ADM,legacy,0.8924885618481908,0.982536554336548,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002997,Tiny-GenImage,ADM,legacy,0.8588464321984325,0.9688846468925476,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003193,Tiny-GenImage,ADM,legacy,0.992566862163245,0.9999103546142578,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003291,Tiny-GenImage,ADM,legacy,0.8076934050231159,0.9389267563819884,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003375,Tiny-GenImage,ADM,legacy,0.989989356404159,0.9998412132263184,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003403,Tiny-GenImage,ADM,legacy,0.7021917988595663,0.8366236090660095,UNCERTAIN_AI,UNCERTAIN
pilot_003529,Tiny-GenImage,ADM,legacy,0.900780852893854,0.9852328896522522,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003599,Tiny-GenImage,ADM,legacy,0.3354766544932649,0.2139066606760025,UNCERTAIN_AI,UNCERTAIN
pilot_003627,Tiny-GenImage,ADM,legacy,0.9950674983160116,0.999959111213684,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003641,Tiny-GenImage,ADM,legacy,0.9096406405941156,0.9878382682800292,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003669,Tiny-GenImage,ADM,legacy,0.9092788423177476,0.9877372980117798,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003781,Tiny-GenImage,ADM,legacy,0.9936553137212248,0.9999338388442992,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003823,Tiny-GenImage,ADM,legacy,0.9990909943409232,0.9999983310699464,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003921,Tiny-GenImage,ADM,legacy,0.9987874787282184,0.9999971389770508,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003991,Tiny-GenImage,ADM,legacy,0.9723026640172944,0.9988601207733154,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000101,Tiny-GenImage,BigGAN,legacy,0.4982810500875589,0.4967268705368042,UNCERTAIN_AI,UNCERTAIN
pilot_000115,Tiny-GenImage,BigGAN,legacy,0.9912835274613208,0.9998782873153688,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000185,Tiny-GenImage,BigGAN,legacy,0.9978019859510314,0.9999912977218628,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000241,Tiny-GenImage,BigGAN,legacy,0.9894994901746738,0.9998260140419006,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000283,Tiny-GenImage,BigGAN,legacy,0.9060120106362916,0.9868050813674928,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000297,Tiny-GenImage,BigGAN,legacy,0.768444886663788,0.9075559973716736,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000479,Tiny-GenImage,BigGAN,legacy,0.9801801518284106,0.999406099319458,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000675,Tiny-GenImage,BigGAN,legacy,0.9924634008748388,0.9999079704284668,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000703,Tiny-GenImage,BigGAN,legacy,0.8812331655464937,0.978464126586914,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000731,Tiny-GenImage,BigGAN,legacy,0.2840463987126717,0.1467445641756057,UNCERTAIN_AI,UNCERTAIN
pilot_000759,Tiny-GenImage,BigGAN,legacy,0.9952608504964322,0.9999620914459229,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000815,Tiny-GenImage,BigGAN,legacy,0.9325836739985168,0.993323028087616,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000829,Tiny-GenImage,BigGAN,legacy,0.9358983949054908,0.9939711689949036,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000997,Tiny-GenImage,BigGAN,legacy,0.3165618834925659,0.1876299083232879,UNCERTAIN_AI,UNCERTAIN
pilot_001011,Tiny-GenImage,BigGAN,legacy,0.675260421087755,0.8012295961380005,UNCERTAIN_AI,UNCERTAIN
pilot_001123,Tiny-GenImage,BigGAN,legacy,0.985849651534283,0.9996907711029052,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001165,Tiny-GenImage,BigGAN,legacy,0.966990632098442,0.9983919262886048,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001221,Tiny-GenImage,BigGAN,legacy,0.9040195941683392,0.9862177968025208,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001235,Tiny-GenImage,BigGAN,legacy,0.9354520431629164,0.9938859343528748,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001249,Tiny-GenImage,BigGAN,legacy,0.8872639531132333,0.9807060956954956,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001277,Tiny-GenImage,BigGAN,legacy,0.4606007347738651,0.4253826141357422,UNCERTAIN_AI,UNCERTAIN
pilot_001389,Tiny-GenImage,BigGAN,legacy,0.8844583880344309,0.979680597782135,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001431,Tiny-GenImage,BigGAN,legacy,0.4226236216112968,0.3556888401508331,UNCERTAIN_AI,UNCERTAIN
pilot_001487,Tiny-GenImage,BigGAN,legacy,0.7027205637720785,0.8372809886932373,UNCERTAIN_AI,UNCERTAIN
pilot_001543,Tiny-GenImage,BigGAN,legacy,0.8141127095529073,0.9433414340019226,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001697,Tiny-GenImage,BigGAN,legacy,0.735987765463344,0.875685453414917,UNCERTAIN_AI,UNCERTAIN
pilot_001809,Tiny-GenImage,BigGAN,legacy,0.9081833566945524,0.9874288439750672,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001823,Tiny-GenImage,BigGAN,legacy,0.7521813874882228,0.892272412776947,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001837,Tiny-GenImage,BigGAN,legacy,0.984526082089774,0.9996323585510254,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001879,Tiny-GenImage,BigGAN,legacy,0.3491370819045225,0.2339778691530227,UNCERTAIN_AI,UNCERTAIN
pilot_002089,Tiny-GenImage,BigGAN,legacy,0.5631512085749028,0.618594229221344,UNCERTAIN_AI,UNCERTAIN
pilot_002117,Tiny-GenImage,BigGAN,legacy,0.942183397396128,0.9951038360595704,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002243,Tiny-GenImage,BigGAN,legacy,0.5218612205658377,0.541558027267456,UNCERTAIN_AI,UNCERTAIN
pilot_002327,Tiny-GenImage,BigGAN,legacy,0.9721182890685192,0.9988452196121216,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002369,Tiny-GenImage,BigGAN,legacy,0.960046580310808,0.9976567029953004,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002397,Tiny-GenImage,BigGAN,legacy,0.9122461400768612,0.9885514974594116,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002439,Tiny-GenImage,BigGAN,legacy,0.9703659953506092,0.9986988306045532,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002621,Tiny-GenImage,BigGAN,legacy,0.98883812988575,0.9998041987419128,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002635,Tiny-GenImage,BigGAN,legacy,0.9337962120779096,0.9935641884803772,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002649,Tiny-GenImage,BigGAN,legacy,0.9088434861538626,0.9876152276992798,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002677,Tiny-GenImage,BigGAN,legacy,0.9664978964604496,0.9983444213867188,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002775,Tiny-GenImage,BigGAN,legacy,0.9984530130924002,0.9999955892562866,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002873,Tiny-GenImage,BigGAN,legacy,0.972205963240772,0.9988522529602052,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002999,Tiny-GenImage,BigGAN,legacy,0.973982823635974,0.998991310596466,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003195,Tiny-GenImage,BigGAN,legacy,0.992942313151732,0.999918818473816,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003293,Tiny-GenImage,BigGAN,legacy,0.819310361468631,0.9467735886573792,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003377,Tiny-GenImage,BigGAN,legacy,0.9741298333278235,0.9990025162696838,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003405,Tiny-GenImage,BigGAN,legacy,0.272945074460844,0.1340541988611221,UNCERTAIN_AI,UNCERTAIN
pilot_003531,Tiny-GenImage,BigGAN,legacy,0.9544086728268136,0.9969552755355836,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003601,Tiny-GenImage,BigGAN,legacy,0.8828546521951682,0.9790807366371156,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003629,Tiny-GenImage,BigGAN,legacy,0.990056827206066,0.9998432397842408,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003643,Tiny-GenImage,BigGAN,legacy,0.9934884649627644,0.999930500984192,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003671,Tiny-GenImage,BigGAN,legacy,0.6057523300067542,0.6937748789787292,UNCERTAIN_AI,UNCERTAIN
pilot_003783,Tiny-GenImage,BigGAN,legacy,0.9291475990016466,0.992613673210144,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003825,Tiny-GenImage,BigGAN,legacy,0.9220282679875976,0.9910200238227844,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003923,Tiny-GenImage,BigGAN,legacy,0.8871373718517228,0.9806604981422424,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003993,Tiny-GenImage,BigGAN,legacy,0.981863956322118,0.999500036239624,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000103,Tiny-GenImage,GLIDE,legacy,0.9755123929727844,0.999103844165802,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000117,Tiny-GenImage,GLIDE,legacy,0.7459508780906783,0.8860532641410828,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000187,Tiny-GenImage,GLIDE,legacy,0.3553366013950776,0.243378534913063,UNCERTAIN_AI,UNCERTAIN
pilot_000243,Tiny-GenImage,GLIDE,legacy,0.9482635999908569,0.9960820078849792,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000285,Tiny-GenImage,GLIDE,legacy,0.9959351846096964,0.9999717473983764,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000299,Tiny-GenImage,GLIDE,legacy,0.9930301908267604,0.9999207258224488,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000481,Tiny-GenImage,GLIDE,legacy,0.9478007183456272,0.99601149559021,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000677,Tiny-GenImage,GLIDE,legacy,0.8741455266999105,0.9756487011909484,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000705,Tiny-GenImage,GLIDE,legacy,0.9450037794280604,0.9955717325210572,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000733,Tiny-GenImage,GLIDE,legacy,0.9611062119067952,0.9977781176567078,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000761,Tiny-GenImage,GLIDE,legacy,0.9872667702185396,0.9997476935386658,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000817,Tiny-GenImage,GLIDE,legacy,0.9775177344190964,0.9992412328720092,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000831,Tiny-GenImage,GLIDE,legacy,0.9178712527085148,0.9900110363960266,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000999,Tiny-GenImage,GLIDE,legacy,0.4146777800044081,0.3415726721286773,UNCERTAIN_AI,UNCERTAIN
pilot_001013,Tiny-GenImage,GLIDE,legacy,0.8692788622977861,0.9736001491546632,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001125,Tiny-GenImage,GLIDE,legacy,0.3731898804534909,0.2714217901229858,UNCERTAIN_AI,UNCERTAIN
pilot_001167,Tiny-GenImage,GLIDE,legacy,0.9907228987071306,0.999862790107727,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001223,Tiny-GenImage,GLIDE,legacy,0.809740727849841,0.9403559565544128,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001237,Tiny-GenImage,GLIDE,legacy,0.9944152399800074,0.9999481439590454,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001251,Tiny-GenImage,GLIDE,legacy,0.9877791234812864,0.9997668862342834,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001279,Tiny-GenImage,GLIDE,legacy,0.951645274385944,0.996576726436615,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001391,Tiny-GenImage,GLIDE,legacy,0.9279194835672432,0.9923507571220398,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001433,Tiny-GenImage,GLIDE,legacy,0.239862655056466,0.10008005797863,FALSE_REAL_AI,REAL
pilot_001489,Tiny-GenImage,GLIDE,legacy,0.898009364031719,0.9843598008155824,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001545,Tiny-GenImage,GLIDE,legacy,0.9620953486398612,0.9978883862495422,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001699,Tiny-GenImage,GLIDE,legacy,0.8640451260368657,0.9712902903556824,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001811,Tiny-GenImage,GLIDE,legacy,0.9901241024623552,0.9998452663421632,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001825,Tiny-GenImage,GLIDE,legacy,0.9827909557526716,0.9995483756065368,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001839,Tiny-GenImage,GLIDE,legacy,0.9996048396425622,0.9999996423721312,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001881,Tiny-GenImage,GLIDE,legacy,0.189575468841373,0.0591711364686489,FALSE_REAL_AI,REAL
pilot_002091,Tiny-GenImage,GLIDE,legacy,0.2189064832128278,0.0814951434731483,FALSE_REAL_AI,REAL
pilot_002119,Tiny-GenImage,GLIDE,legacy,0.7863330989889447,0.92280375957489,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002245,Tiny-GenImage,GLIDE,legacy,0.6771690475983199,0.8038600087165833,UNCERTAIN_AI,UNCERTAIN
pilot_002329,Tiny-GenImage,GLIDE,legacy,0.9786462222828316,0.9993135929107666,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002371,Tiny-GenImage,GLIDE,legacy,0.985626768695811,0.9996812343597412,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002399,Tiny-GenImage,GLIDE,legacy,0.9649735324609684,0.9981929659843444,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002441,Tiny-GenImage,GLIDE,legacy,0.984059188532094,0.9996106028556824,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002623,Tiny-GenImage,GLIDE,legacy,0.9636943832938994,0.9980605244636536,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002637,Tiny-GenImage,GLIDE,legacy,0.9742621794972312,0.9990123510360718,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002651,Tiny-GenImage,GLIDE,legacy,0.9622727520789666,0.9979078769683838,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002679,Tiny-GenImage,GLIDE,legacy,0.8713955670009617,0.9745028018951416,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002777,Tiny-GenImage,GLIDE,legacy,0.9550868149442576,0.9970447421073914,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002875,Tiny-GenImage,GLIDE,legacy,0.974475955671546,0.9990283250808716,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003001,Tiny-GenImage,GLIDE,legacy,0.9811897886938268,0.9994634985923768,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003197,Tiny-GenImage,GLIDE,legacy,0.988719955020772,0.9998002648353576,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003295,Tiny-GenImage,GLIDE,legacy,0.8410402367820626,0.9597796201705932,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003379,Tiny-GenImage,GLIDE,legacy,0.985945342282364,0.9996947050094604,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003407,Tiny-GenImage,GLIDE,legacy,0.9122099290647488,0.9885417222976683,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003533,Tiny-GenImage,GLIDE,legacy,0.851580743452917,0.9653332829475404,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003603,Tiny-GenImage,GLIDE,legacy,0.088002153935782,0.0115154571831226,FALSE_REAL_AI,REAL
pilot_003631,Tiny-GenImage,GLIDE,legacy,0.8863871804197336,0.980388879776001,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003645,Tiny-GenImage,GLIDE,legacy,0.9433732052641512,0.9953043460845948,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003673,Tiny-GenImage,GLIDE,legacy,0.9577619378501432,0.9973838925361632,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003785,Tiny-GenImage,GLIDE,legacy,0.996252028468719,0.9999758005142212,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003827,Tiny-GenImage,GLIDE,legacy,0.9983122557956357,0.9999947547912598,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003925,Tiny-GenImage,GLIDE,legacy,0.991171684615988,0.99987530708313,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003995,Tiny-GenImage,GLIDE,legacy,0.774638105746916,0.9130184650421144,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000007,Tiny-GenImage,Midjourney,legacy,0.0220728641298651,0.0007320832810364,FALSE_REAL_AI,REAL
pilot_000021,Tiny-GenImage,Midjourney,legacy,0.0326660361073289,0.0015752982581034,FALSE_REAL_AI,REAL
pilot_000035,Tiny-GenImage,Midjourney,legacy,0.9022410414426708,0.985681653022766,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000049,Tiny-GenImage,Midjourney,legacy,0.8799380262500212,0.9779644012451172,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000063,Tiny-GenImage,Midjourney,legacy,0.96841501257154,0.9985255599021912,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000077,Tiny-GenImage,Midjourney,legacy,0.9660390674650216,0.9982995390892028,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000091,Tiny-GenImage,Midjourney,legacy,0.7501656064799167,0.8902825117111206,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000105,Tiny-GenImage,Midjourney,legacy,0.9003201773211935,0.9850896596908568,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000119,Tiny-GenImage,Midjourney,legacy,0.6555767979808999,0.7730493545532227,UNCERTAIN_AI,UNCERTAIN
pilot_000133,Tiny-GenImage,Midjourney,legacy,0.9511700514365165,0.9965092539787292,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000147,Tiny-GenImage,Midjourney,legacy,0.9494841441989754,0.9962645173072816,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000161,Tiny-GenImage,Midjourney,legacy,0.7822506870482895,0.9194660782814026,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000175,Tiny-GenImage,Midjourney,legacy,0.5620221696291697,0.6165308952331543,UNCERTAIN_AI,UNCERTAIN
pilot_000189,Tiny-GenImage,Midjourney,legacy,0.1374276187612925,0.0293798465281724,FALSE_REAL_AI,REAL
pilot_000203,Tiny-GenImage,Midjourney,legacy,0.7446223186356863,0.8847008943557739,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000217,Tiny-GenImage,Midjourney,legacy,0.6704763627643009,0.794556200504303,UNCERTAIN_AI,UNCERTAIN
pilot_000231,Tiny-GenImage,Midjourney,legacy,0.0920926283776262,0.0126494737342,FALSE_REAL_AI,REAL
pilot_000245,Tiny-GenImage,Midjourney,legacy,0.1040281438104511,0.0163000002503395,FALSE_REAL_AI,REAL
pilot_000259,Tiny-GenImage,Midjourney,legacy,0.4808208419933872,0.4635265171527862,UNCERTAIN_AI,UNCERTAIN
pilot_000273,Tiny-GenImage,Midjourney,legacy,0.1838114361394055,0.0552726909518241,FALSE_REAL_AI,REAL
pilot_000287,Tiny-GenImage,Midjourney,legacy,0.9908925491969588,0.9998675584793092,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000301,Tiny-GenImage,Midjourney,legacy,0.6863780381982898,0.8162920475006104,UNCERTAIN_AI,UNCERTAIN
pilot_000315,Tiny-GenImage,Midjourney,legacy,0.5293844786908731,0.5557844638824463,UNCERTAIN_AI,UNCERTAIN
pilot_000329,Tiny-GenImage,Midjourney,legacy,0.1407626475712858,0.0309305470436811,FALSE_REAL_AI,REAL
pilot_000343,Tiny-GenImage,Midjourney,legacy,0.0059213940013494,5.796902405563742e-05,FALSE_REAL_AI,REAL
pilot_000357,Tiny-GenImage,Midjourney,legacy,0.0729718029762227,0.0078431703150272,FALSE_REAL_AI,REAL
pilot_000371,Tiny-GenImage,Midjourney,legacy,0.4886278241311838,0.478355199098587,UNCERTAIN_AI,UNCERTAIN
pilot_000385,Tiny-GenImage,Midjourney,legacy,0.485097888361596,0.4716458320617676,UNCERTAIN_AI,UNCERTAIN
pilot_000399,Tiny-GenImage,Midjourney,legacy,0.1898930956445569,0.0593905337154865,FALSE_REAL_AI,REAL
pilot_000413,Tiny-GenImage,Midjourney,legacy,0.474797481652531,0.4521165192127228,UNCERTAIN_AI,UNCERTAIN
pilot_000427,Tiny-GenImage,Midjourney,legacy,0.633699428560758,0.739566445350647,UNCERTAIN_AI,UNCERTAIN
pilot_000441,Tiny-GenImage,Midjourney,legacy,0.5864057473422227,0.6603372097015381,UNCERTAIN_AI,UNCERTAIN
pilot_000455,Tiny-GenImage,Midjourney,legacy,0.9606835062128762,0.9977300763130188,CORRECT_CONFIDENT_AI,AI-GENERATED
