fold,image_id,binary_label,canonical_generator_id,real_domain,source_dataset,original_role,candidate_pool,in_primary_proposal,local_exists,path,overlap_train,overlap_eval
1,pilot_000228,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01518878_30524.JPEG,False,False
1,pilot_000256,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01531178_1318.JPEG,False,False
1,pilot_000280,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01530575_10195.JPEG,False,False
1,pilot_000314,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01518878_24514.JPEG,False,False
1,pilot_000318,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01496331_29158.JPEG,False,False
1,pilot_000350,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01532829_36789.JPEG,False,False
1,pilot_000380,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01580077_11533.JPEG,False,False
1,pilot_000394,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01580077_979.JPEG,False,False
1,pilot_000400,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01532829_3654.JPEG,False,False
1,pilot_000422,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01582220_501.JPEG,False,False
1,pilot_000444,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01531178_26526.JPEG,False,False
1,pilot_000464,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01601694_11580.JPEG,False,False
1,pilot_000480,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01601694_10596.JPEG,False,False
1,pilot_000484,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01580077_2793.JPEG,False,False
1,pilot_000522,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01608432_17038.JPEG,False,False
1,pilot_000532,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01582220_10203.JPEG,False,False
1,pilot_000540,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01592084_9060.JPEG,False,False
1,pilot_000550,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01608432_21650.JPEG,False,False
1,pilot_000568,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01608432_42863.JPEG,False,False
1,pilot_000574,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01592084_4733.JPEG,False,False
1,pilot_000584,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01558993_14609.JPEG,False,False
1,pilot_000598,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01558993_3566.JPEG,False,False
1,pilot_000600,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01632777_14436.JPEG,False,False
1,pilot_000612,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01558993_6447.JPEG,False,False
1,pilot_000614,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01632777_14542.JPEG,False,False
1,pilot_000644,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01622779_1712.JPEG,False,False
1,pilot_000652,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01616318_3492.JPEG,False,False
1,pilot_000658,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01622779_7400.JPEG,False,False
1,pilot_000660,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01632458_1470.JPEG,False,False
1,pilot_000678,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01614925_3556.JPEG,False,False
1,pilot_000680,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01622779_2338.JPEG,False,False
1,pilot_000686,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01630670_2632.JPEG,False,False
1,pilot_000698,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644373_6816.JPEG,False,False
1,pilot_000712,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01664065_1194.JPEG,False,False
1,pilot_000726,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01664065_2913.JPEG,False,False
1,pilot_000732,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644373_2998.JPEG,False,False
1,pilot_000736,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01629819_26021.JPEG,False,False
1,pilot_000744,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644373_24.JPEG,False,False
1,pilot_000764,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01630670_2534.JPEG,False,False
1,pilot_000828,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644900_6826.JPEG,False,False
1,pilot_000846,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01641577_256.JPEG,False,False
1,pilot_000862,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01632458_3135.JPEG,False,False
1,pilot_000866,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01675722_6708.JPEG,False,False
1,pilot_000886,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_19405.JPEG,False,False
1,pilot_000896,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644900_11059.JPEG,False,False
1,pilot_000898,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_16086.JPEG,False,False
1,pilot_000912,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_30130.JPEG,False,False
1,pilot_000938,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01644900_7759.JPEG,False,False
1,pilot_000940,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_8980.JPEG,False,False
1,pilot_000942,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01669191_1294.JPEG,False,False
1,pilot_000948,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01631663_5785.JPEG,False,False
1,pilot_000958,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_18379.JPEG,False,False
1,pilot_000978,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01685808_5706.JPEG,False,False
1,pilot_000998,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01677366_13754.JPEG,False,False
1,pilot_001030,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01665541_41531.JPEG,False,False
1,pilot_001056,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01669191_4545.JPEG,False,False
1,pilot_001078,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01669191_4321.JPEG,False,False
1,pilot_001082,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01689811_3401.JPEG,False,False
1,pilot_001120,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01682714_16763.JPEG,False,False
1,pilot_001150,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01687978_10768.JPEG,False,False
1,pilot_001160,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01689811_6421.JPEG,False,False
1,pilot_001326,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01685808_11272.JPEG,False,False
1,pilot_001352,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01689811_3225.JPEG,False,False
1,pilot_001402,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01698640_8039.JPEG,False,False
1,pilot_001412,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01728572_7381.JPEG,False,False
1,pilot_001434,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01698640_2000.JPEG,False,False
1,pilot_001444,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01728920_13183.JPEG,False,False
1,pilot_001468,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729977_10457.JPEG,False,False
1,pilot_001478,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01694178_2647.JPEG,False,False
1,pilot_001482,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01735189_989.JPEG,False,False
1,pilot_001490,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01704323_6987.JPEG,False,False
1,pilot_001496,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01737021_19524.JPEG,False,False
1,pilot_001512,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729322_14313.JPEG,False,False
1,pilot_001516,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01749939_5816.JPEG,False,False
1,pilot_001540,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729977_10687.JPEG,False,False
1,pilot_001542,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729977_4506.JPEG,False,False
1,pilot_001548,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01697457_753.JPEG,False,False
1,pilot_001550,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01694178_3391.JPEG,False,False
1,pilot_001560,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729322_185.JPEG,False,False
1,pilot_001578,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01698640_13530.JPEG,False,False
1,pilot_001588,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01729977_15465.JPEG,False,False
1,pilot_001624,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01735189_21097.JPEG,False,False
1,pilot_001660,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01728572_3855.JPEG,False,False
1,pilot_001662,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01704323_9812.JPEG,False,False
1,pilot_001682,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01740131_14673.JPEG,False,False
1,pilot_001698,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01773157_1717.JPEG,False,False
1,pilot_001718,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01728920_9729.JPEG,False,False
1,pilot_001722,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01742172_19100.JPEG,False,False
1,pilot_001742,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01742172_29620.JPEG,False,False
1,pilot_001756,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01744401_10617.JPEG,False,False
1,pilot_001766,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01744401_10610.JPEG,False,False
1,pilot_001800,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01735189_10027.JPEG,False,False
1,pilot_001826,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01748264_5933.JPEG,False,False
1,pilot_001838,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01796340_1706.JPEG,False,False
1,pilot_001856,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01739381_1219.JPEG,False,False
1,pilot_001862,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01751748_1685.JPEG,False,False
1,pilot_001922,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01806567_10923.JPEG,False,False
1,pilot_001930,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01773157_3677.JPEG,False,False
1,pilot_001948,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01755581_2675.JPEG,False,False
1,pilot_001960,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01755581_6548.JPEG,False,False
1,pilot_001962,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01755581_8692.JPEG,False,False
1,pilot_001972,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01773549_5392.JPEG,False,False
1,pilot_001974,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01756291_12450.JPEG,False,False
1,pilot_001980,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01770081_2625.JPEG,False,False
1,pilot_001994,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01770081_2857.JPEG,False,False
1,pilot_001996,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01748264_4115.JPEG,False,False
1,pilot_002054,0,real::Tiny-GenImage,Tiny,Tiny-GenImage,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/raw/tiny-genimage/images/Real/n01753488_6113.JPEG,False,False
